n_eval,delta_hv.delta_hv,delta_hv.hv,delta_hv.true_hv,delta_hv.ratio,delta_hv.regret,delta_hv.abs_regret,IGD.indicator,spread.delta,n_eval.n_eval,f_best.f_best,doe.size,time.sample,time.pretrain,time.train,time.infill,time.infill_eval,time.infill_n_eval,time.infill_eval_per_point,kernel_weight.f0_failure_rate.graph_0.mg_ld_wloa_adsg_semantic_type,kernel_weight.f0_failure_rate.sizing,kernel_weight.f1_mass.graph_0.mg_ld_wloa_adsg_semantic_type,kernel_weight.f1_mass.sizing,kernel_diagnostics.f0_failure_rate.graph_0.mg_ld_wloa_adsg_semantic_type.w_0,kernel_diagnostics.f0_failure_rate.graph_0.mg_ld_wloa_adsg_semantic_type.w_1,kernel_diagnostics.f0_failure_rate.graph_0.mg_ld_wloa_adsg_semantic_type.w_2,kernel_diagnostics.f0_failure_rate.graph_0.mg_ld_wloa_adsg_semantic_type.w_3,kernel_diagnostics.f0_failure_rate.graph_0.mg_ld_wloa_adsg_semantic_type.w_4,kernel_diagnostics.f0_failure_rate.graph_0.mg_ld_wloa_adsg_semantic_type.w_5,kernel_diagnostics.f0_failure_rate.graph_0.mg_ld_wloa_adsg_semantic_type.w_6,kernel_diagnostics.f0_failure_rate.graph_0.mg_ld_wloa_adsg_semantic_type.w_7,kernel_diagnostics.f0_failure_rate.graph_0.mg_ld_wloa_adsg_semantic_type.w_8,kernel_diagnostics.f0_failure_rate.graph_0.mg_ld_wloa_adsg_semantic_type.w_sum,kernel_diagnostics.f0_failure_rate.graph_0.mg_ld_wloa_adsg_semantic_type.adsg_weight,kernel_diagnostics.f0_failure_rate.graph_0.mg_ld_wloa_adsg_semantic_type.semantic_type_weight,kernel_diagnostics.f1_mass.graph_0.mg_ld_wloa_adsg_semantic_type.w_0,kernel_diagnostics.f1_mass.graph_0.mg_ld_wloa_adsg_semantic_type.w_1,kernel_diagnostics.f1_mass.graph_0.mg_ld_wloa_adsg_semantic_type.w_2,kernel_diagnostics.f1_mass.graph_0.mg_ld_wloa_adsg_semantic_type.w_3,kernel_diagnostics.f1_mass.graph_0.mg_ld_wloa_adsg_semantic_type.w_4,kernel_diagnostics.f1_mass.graph_0.mg_ld_wloa_adsg_semantic_type.w_5,kernel_diagnostics.f1_mass.graph_0.mg_ld_wloa_adsg_semantic_type.w_6,kernel_diagnostics.f1_mass.graph_0.mg_ld_wloa_adsg_semantic_type.w_7,kernel_diagnostics.f1_mass.graph_0.mg_ld_wloa_adsg_semantic_type.w_8,kernel_diagnostics.f1_mass.graph_0.mg_ld_wloa_adsg_semantic_type.w_sum,kernel_diagnostics.f1_mass.graph_0.mg_ld_wloa_adsg_semantic_type.adsg_weight,kernel_diagnostics.f1_mass.graph_0.mg_ld_wloa_adsg_semantic_type.semantic_type_weight,run,seed,runtime_sec
30,0.6412353940138333,0.23497368082171985,0.6549522358144216,1.0,0.0,0.0,4.344013903246583,0.8900787163535054,30,-3.380213155774895,,,,,,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,66,3535.4069590568542
40,0.3457009916212339,0.42853459842883185,0.6549522358144216,0.5391171398966417,7.695585699483209,4.934681928175336,3.0699865664584336,0.742434000537494,40,-3.380213155774895,30.0,,,52.982574459165335,102.70938329072669,98.95459034247324,4852,0.020394598174458625,0.9508639454759145,0.049136054524085544,0.03861595674415848,0.9613840432558415,0.9054560234783589,0.8768965561409274,0.0025336565866043875,0.0,0.0,0.0010192639060672807,0.00013733697368959927,0.0,0.0,1.7860428370856474,1.0,0.0,0.6121371130806877,0.9986515762030354,0.0,0.0,0.0,0.0,8.467124082760561e-05,0.0,0.010861276961431672,1.6217346374859822,1.0,0.0,14,66,3535.4069590568542
50,0.34349957022879696,0.4299764242917781,0.6549522358144216,0.5356840458831358,13.069591628382096,8.38068473742549,2.9374141545657073,0.8624326468706934,50,-7.633123754256524,40.0,,,55.74799304176122,38.5569221181795,135.06549932807684,7440,0.01815396496345119,0.9170554669100444,0.08294453308995567,0.014200299085573544,0.9857997009144265,0.9868361151210892,0.9976072612676542,0.17629397460387924,0.0,0.0,0.0,0.0,0.0,0.0,2.1607373509926227,0.999776793721672,0.00022320627832798484,0.9999999999999999,0.49895416149437405,0.0,0.0,0.0,9.06674653347643e-19,1.0529524733330068e-18,0.0,0.0,1.498954161494374,0.9999240785317173,7.592146828270547e-05,14,66,3535.4069590568542
60,0.33688853343401065,0.43430633762157483,0.6549522358144216,0.5253742020153414,18.374882867874483,11.782625255739529,2.451843101215734,1.003992201398708,60,-7.463461751443101,50.0,,,55.908703428693116,40.32922276481986,173.0292739411816,9825,0.017611122029636803,0.9900990099009901,0.009900990099009896,0.7651082225497676,0.2348917774502324,1.0,1.0,0.7671114820697359,0.0,0.0010474945108310365,0.0,0.0,3.875513313897188e-18,0.0,2.768158976580567,1.0,0.0,0.977445653774159,0.42178020685638884,9.3078735111027e-06,0.0,0.0,0.0,0.0,1.4042647969938185e-06,0.0,1.3992365727688558,0.9663652656890803,0.03363473431091967,14,66,3535.4069590568542
70,0.33446366829533924,0.4358945084656961,0.6549522358144216,0.5215926497783494,23.609717126842938,15.139386264386278,2.397992132916956,0.9268418483535649,70,-7.463461751443101,60.0,,,60.792057539802045,101.41036087321118,270.76762410020456,14606,0.018538109277023453,0.9900990099009901,0.009900990099009898,0.0161778897840811,0.9838221102159189,0.9978188235095716,0.7309101745534037,0.81582379762857,4.798453776035837e-18,0.04670627902065891,0.008854816304409622,1.1177263062607876e-18,0.0,0.0,2.6001138910166137,1.0,0.0,0.5552275372183483,0.6291385550543452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1843660922726935,1.0,0.0,14,66,3535.4069590568542
80,0.32913468093084547,0.4393847406546981,0.6549522358144216,0.5132821488075018,28.784091119772192,18.457378010517203,2.1838274294557554,0.864526612919065,80,-7.463461751443101,70.0,,,60.04609336797148,42.669778772164136,310.6930627496913,17619,0.017633978247896663,0.9900990099009901,0.0099009900990099,0.010674459546440938,0.989325540453559,0.6964804526349878,1.0,0.7099970846697595,0.13974931959025813,0.3230810404241218,0.07919459086418659,7.835353806051261e-19,0.0,0.0,2.9485024881833137,1.0,0.0,0.9334639369577188,0.905941658638386,0.0,0.0,6.615861213073202e-20,1.8617622236359965e-20,0.0,0.0,3.851859888774472e-34,1.8394055955961048,0.9999006945232993,9.930547670063038e-05,14,66,3535.4069590568542
90,0.3255723223345099,0.44171791538214084,0.6549522358144216,0.5077266872256997,33.889135299938204,21.73091302684398,1.9340980372598953,0.7586826450882793,90,-11.12722424020789,80.0,,,63.17595279496163,216.3489378876984,522.921427896712,23324,0.022419886292947694,0.9900990099009901,0.009900990099009901,0.7196762274461177,0.28032377255388224,1.0,1.0,0.6671908704118844,0.020086054160524332,0.0,0.0,2.5546286210197487e-20,0.0,0.0,2.6872769245724086,1.0,0.0,0.9934607460325344,0.10316755815879532,0.0,0.0,4.099634425426215e-17,2.9820722912911975e-17,0.0,0.0,0.0,1.0966283041913298,1.0,2.2441804008596786e-17,14,66,3535.4069590568542
100,0.18861304740379506,0.5314196987135346,0.6549522358144216,0.294140106994353,37.898469271038465,24.301839875535503,1.5778537030384474,0.8987903888461964,100,-11.12722424020789,90.0,,,64.46579323057085,144.92627268098295,663.8094730665907,28595,0.023214179858947043,0.9900990099009901,0.009900990099009885,0.025019809399298903,0.9749801906007011,0.9485097283213778,0.9994229287103413,0.991731482324112,0.19061310694716585,0.03458533583757779,0.0,0.0,0.0,0.0,3.1648625821405747,1.0,0.0,0.9999999999999997,0.9454577128943685,0.0,0.0,0.0,5.219391654372273e-18,0.0,0.0,0.0,1.9454577128943682,0.4307414356063701,0.5692585643936299,14,66,3535.4069590568542
110,0.1875578383409413,0.5321108102485023,0.6549522358144216,0.2924945193167162,40.831642402593815,26.182694304259186,1.3475895976331456,1.0017047682726505,110,-11.12722424020789,100.0,,,66.27033607987687,64.81319635594264,725.854685086757,31816,0.022814140215198547,0.022515913203005868,0.9774840867969942,0.010518019131809282,0.9894819808681907,1.0,0.9556360769025356,0.05356976645431256,0.0006045486504390322,0.08645641785677494,0.08962635968638016,0.0,0.0,0.0,2.1858931695504427,1.0,0.0,0.877021230891494,0.9112047300075132,1.0597425714742315e-14,0.0,0.0,0.0,0.0,0.0,0.0,1.7882259608990179,0.6657110354357363,0.3342889645642637,14,66,3535.4069590568542
120,0.18719456928622227,0.5323487341280927,0.6549522358144216,0.291928004963157,43.75375502399318,28.056456342395006,1.3368983890424262,0.9877181383252116,120,-11.12722424020789,110.0,,,71.55480211088434,112.39735500421375,836.0362435234711,34174,0.024464102637194098,0.9900990099009901,0.0099009900990099,0.022899133239280608,0.9771008667607194,0.9981087590573783,0.9774873922887664,0.9999999999999999,0.9702552328184326,1.0,0.5398736728864479,0.0,0.0,0.0,5.485725057051025,1.0,0.0,0.8646543450067385,0.9999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8646543450067385,0.9837078556206493,0.016292144379350643,14,66,3535.4069590568542
