n_eval,delta_hv.delta_hv,delta_hv.hv,delta_hv.true_hv,delta_hv.ratio,delta_hv.regret,delta_hv.abs_regret,IGD.indicator,spread.delta,n_eval.n_eval,f_best.f_best,doe.size,time.sample,time.pretrain,time.train,time.infill,time.infill_eval,time.infill_n_eval,time.infill_eval_per_point,kernel_diagnostics.f0_failure_rate.graph_0.mg_ld_wloa_adsg_semantic_type.w_0,kernel_diagnostics.f0_failure_rate.graph_0.mg_ld_wloa_adsg_semantic_type.w_1,kernel_diagnostics.f0_failure_rate.graph_0.mg_ld_wloa_adsg_semantic_type.w_2,kernel_diagnostics.f0_failure_rate.graph_0.mg_ld_wloa_adsg_semantic_type.w_3,kernel_diagnostics.f0_failure_rate.graph_0.mg_ld_wloa_adsg_semantic_type.w_4,kernel_diagnostics.f0_failure_rate.graph_0.mg_ld_wloa_adsg_semantic_type.w_5,kernel_diagnostics.f0_failure_rate.graph_0.mg_ld_wloa_adsg_semantic_type.w_6,kernel_diagnostics.f0_failure_rate.graph_0.mg_ld_wloa_adsg_semantic_type.w_7,kernel_diagnostics.f0_failure_rate.graph_0.mg_ld_wloa_adsg_semantic_type.w_8,kernel_diagnostics.f0_failure_rate.graph_0.mg_ld_wloa_adsg_semantic_type.w_sum,kernel_diagnostics.f0_failure_rate.graph_0.mg_ld_wloa_adsg_semantic_type.adsg_weight,kernel_diagnostics.f0_failure_rate.graph_0.mg_ld_wloa_adsg_semantic_type.semantic_type_weight,kernel_diagnostics.f1_mass.graph_0.mg_ld_wloa_adsg_semantic_type.w_0,kernel_diagnostics.f1_mass.graph_0.mg_ld_wloa_adsg_semantic_type.w_1,kernel_diagnostics.f1_mass.graph_0.mg_ld_wloa_adsg_semantic_type.w_2,kernel_diagnostics.f1_mass.graph_0.mg_ld_wloa_adsg_semantic_type.w_3,kernel_diagnostics.f1_mass.graph_0.mg_ld_wloa_adsg_semantic_type.w_4,kernel_diagnostics.f1_mass.graph_0.mg_ld_wloa_adsg_semantic_type.w_5,kernel_diagnostics.f1_mass.graph_0.mg_ld_wloa_adsg_semantic_type.w_6,kernel_diagnostics.f1_mass.graph_0.mg_ld_wloa_adsg_semantic_type.w_7,kernel_diagnostics.f1_mass.graph_0.mg_ld_wloa_adsg_semantic_type.w_8,kernel_diagnostics.f1_mass.graph_0.mg_ld_wloa_adsg_semantic_type.w_sum,kernel_diagnostics.f1_mass.graph_0.mg_ld_wloa_adsg_semantic_type.adsg_weight,kernel_diagnostics.f1_mass.graph_0.mg_ld_wloa_adsg_semantic_type.semantic_type_weight,run,seed,runtime_sec
30,0.6412353940138333,0.23497368082171985,0.6549522358144216,1.0,0.0,0.0,4.344013903246583,0.8900787163535054,30,-3.380213155774895,,,,,,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,14,66,3458.4457926750183
40,0.6213661978900996,0.24798705524679457,0.6549522358144216,0.969014193057308,9.84507096528654,6.313007959519665,4.335364320443733,0.9017478205755102,40,-3.380213155774895,30.0,,,47.732642649207264,106.9751052679494,103.01500033773482,5264,0.019569718909144152,0.3904972191392574,0.8913099963137521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2818072154530094,1.0,0.0,0.5579240385865394,0.8993904804730127,0.0,0.0,0.0,0.0,1.4149636102592552e-05,0.0,0.014245441021593842,1.4715741097172483,1.0,0.0,14,66,3458.4457926750183
50,0.4491146495141662,0.36080359197810813,0.6549522358144216,0.7003896754714657,18.192090307930407,11.665412196540995,3.639408193995911,1.06603999627296,50,-3.380213155774895,40.0,,,52.13076461199671,92.82377844396979,191.77464431058615,10455,0.018342864113877203,0.33247724021912817,1.0,1.4597419591698384e-16,0.0,0.0,0.0,0.0,0.0,0.0,1.3324772402191283,1.0,0.0,0.9999754604948399,0.5823023296036643,0.0,0.0,2.8171680975759227e-21,1.5768611447347742e-20,0.0,3.617284136692744e-20,2.5632933683981364e-20,1.5822777900985043,1.0,0.0,14,66,3458.4457926750183
60,0.44025399499159973,0.3666068974684422,0.6549522358144216,0.6865715759010367,25.12689656479292,16.112255419069825,3.26833440791928,0.9927900116018826,60,-3.380213155774895,50.0,,,52.771653873380274,76.9844646831043,265.80701141571626,13919,0.01909670316946018,0.9643911036656033,1.0,0.19773488928663502,3.5267674777741873e-19,0.0,0.0,0.0,0.0,0.0,2.1621259929522383,0.9996007983696309,0.00039920163036909125,0.25405411000085604,0.9999582285501101,0.13791719596232363,2.3586954068784986e-06,0.0,1.97157249828375e-20,1.7693074925142985e-21,5.020099129388236e-21,0.0,1.3919318932086966,0.9994082931120303,0.0005917068879696778,14,66,3458.4457926750183
70,0.42594787587562305,0.3759767221692786,0.6549522358144216,0.6642613303195708,31.881061095895955,20.44326477340594,2.681596584438275,1.0019194102401645,70,-3.380213155774895,60.0,,,54.4937268239446,97.17003949917853,358.99143415503204,19105,0.018790444080347135,0.9409226290736762,0.9840394288187199,0.707286850406724,0.0,7.549631425386243e-20,0.0,3.518664369397294e-21,0.0,0.0,2.63224890829912,1.0,0.0,0.957968441308994,0.8990947766839144,0.0,0.0,0.0,0.0,0.007648031980912103,0.0,3.770727752854118e-18,1.8647112499738203,0.774228737505724,0.2257712624942761,14,66,3458.4457926750183
80,0.42491142347659255,0.3766555489853388,0.6549522358144216,0.6626449934661996,38.515592714824805,24.697561270167018,2.1262206256967966,0.938258160298017,80,-7.463461751443101,70.0,,,55.45450529688969,113.78880564309657,470.2439661738463,22115,0.02126357522829963,0.8983086411084616,0.9650294928603443,0.8958036226834858,0.0,0.0,0.0,0.0,0.0,0.0,2.7591417566522916,1.0,0.0,0.6450396907265685,1.0,0.0,1.5278761482567393e-19,0.0,0.0,0.0,2.538030430455452e-19,1.7049329635374547e-20,1.6450396907265685,1.0,0.0,14,66,3458.4457926750183
90,0.2602136903635065,0.48452469752132143,0.6549522358144216,0.4058005730698841,43.85782054750523,28.123186839367513,2.082161547226792,0.9665444842009929,90,-7.264329185191637,80.0,,,58.29783042985946,133.0442724879831,599.1898256088607,27398,0.02186983814909339,0.98182859058847,0.9819241354791217,0.865766030139499,0.09856540110699344,0.02768689776333125,0.0,1.1643651028349374e-17,0.0,5.2852768435257705e-18,2.9557710550774154,1.0,3.4033392229613704e-17,0.9141359106923658,0.6353554577287078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5494913684210736,1.0,0.0,14,66,3458.4457926750183
100,0.19844878282130787,0.5249777618109555,0.6549522358144216,0.3094788351889178,47.434217588799235,30.416499205291586,1.705096785930754,1.0611760619495592,100,-7.264329185191637,90.0,,,60.137459392659366,183.3202771972865,779.1791369267739,31787,0.024512509419787144,0.7879618339429431,0.9660460390443943,0.6901323385281234,0.0,0.0,0.0,0.0,0.0,0.0,2.4441402115154607,1.0,0.0,0.804196681102821,0.07774326784994667,0.0,0.0,0.0,0.0,4.927981420910645e-17,0.0,0.0,0.8819399489527677,0.4053042997351526,0.5946957002648474,14,66,3458.4457926750183
110,0.197400175370575,0.5256645496053046,0.6549522358144216,0.3078435426574667,50.52082947803116,32.395743996251,1.705096785930754,1.1511626811805742,110,-7.264329185191637,100.0,,,64.0550943100825,113.56951789790764,889.5299020726234,35683,0.024928674777138227,0.35888674151308153,0.9947384018987401,0.9847697689233864,8.313475335886471e-18,1.7518738887582813e-18,0.0,3.197486674022e-19,4.564552476447725e-19,0.0,2.338394912335208,1.0,0.0,0.9977607675683117,0.958181956090499,0.00035352205356527406,0.0,0.0,0.0,0.0,0.0,0.0,1.956296245712376,0.3162942122370853,0.6837057877629147,14,66,3458.4457926750183
120,0.1943226994154483,0.52768014936278,0.6549522358144216,0.30304425056620654,53.57526844414953,34.35435837018112,1.661389171601086,1.2160881529546488,120,-7.264329185191637,110.0,,,65.96453110966831,133.7808162351139,1019.312400769908,40958,0.02488677183382753,0.35760131924750854,1.0,0.8532051977210686,1.1238236106061076e-17,2.168404344971009e-17,0.589183675799605,4.3347559743994754e-18,5.010784761536162e-20,1.2011010561727716e-17,2.799990192768182,1.0,0.0,0.9999999999999996,0.9315114621403975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.931511462140397,0.25778378076525876,0.7422162192347412,14,66,3458.4457926750183
