n_eval,delta_hv.delta_hv,delta_hv.hv,delta_hv.true_hv,delta_hv.ratio,delta_hv.regret,delta_hv.abs_regret,IGD.reference_mdgnc_edge_failures,spread.delta,n_eval.n_eval,f_best.f_best,doe.size,time.sample,time.pretrain,time.train,time.infill,time.infill_eval,time.infill_n_eval,time.infill_eval_per_point,kernel_weight.f0_failure_rate.graph_0.mg_ld_wloa_adsg_semantic_type,kernel_weight.f0_failure_rate.graph_1.edge_weight,kernel_weight.f0_failure_rate.sizing,kernel_weight.f0_failure_rate.interaction.graph_0_mg_ld_wloa_adsg_semantic_type_graph_1_edge_weight,kernel_weight.f0_failure_rate.interaction.graph_0_mg_ld_wloa_adsg_semantic_type_sizing,kernel_weight.f0_failure_rate.interaction.graph_1_edge_weight_sizing,kernel_weight.f1_mass.graph_0.mg_ld_wloa_adsg_semantic_type,kernel_weight.f1_mass.graph_1.edge_weight,kernel_weight.f1_mass.sizing,kernel_weight.f1_mass.interaction.graph_0_mg_ld_wloa_adsg_semantic_type_graph_1_edge_weight,kernel_weight.f1_mass.interaction.graph_0_mg_ld_wloa_adsg_semantic_type_sizing,kernel_weight.f1_mass.interaction.graph_1_edge_weight_sizing,kernel_diagnostics.f0_failure_rate.graph_0.mg_ld_wloa_adsg_semantic_type.w_0,kernel_diagnostics.f0_failure_rate.graph_0.mg_ld_wloa_adsg_semantic_type.w_1,kernel_diagnostics.f0_failure_rate.graph_0.mg_ld_wloa_adsg_semantic_type.w_2,kernel_diagnostics.f0_failure_rate.graph_0.mg_ld_wloa_adsg_semantic_type.w_3,kernel_diagnostics.f0_failure_rate.graph_0.mg_ld_wloa_adsg_semantic_type.w_4,kernel_diagnostics.f0_failure_rate.graph_0.mg_ld_wloa_adsg_semantic_type.w_5,kernel_diagnostics.f0_failure_rate.graph_0.mg_ld_wloa_adsg_semantic_type.w_6,kernel_diagnostics.f0_failure_rate.graph_0.mg_ld_wloa_adsg_semantic_type.w_7,kernel_diagnostics.f0_failure_rate.graph_0.mg_ld_wloa_adsg_semantic_type.w_8,kernel_diagnostics.f0_failure_rate.graph_0.mg_ld_wloa_adsg_semantic_type.w_sum,kernel_diagnostics.f0_failure_rate.graph_0.mg_ld_wloa_adsg_semantic_type.adsg_weight,kernel_diagnostics.f0_failure_rate.graph_0.mg_ld_wloa_adsg_semantic_type.semantic_type_weight,kernel_diagnostics.f1_mass.graph_0.mg_ld_wloa_adsg_semantic_type.w_0,kernel_diagnostics.f1_mass.graph_0.mg_ld_wloa_adsg_semantic_type.w_1,kernel_diagnostics.f1_mass.graph_0.mg_ld_wloa_adsg_semantic_type.w_2,kernel_diagnostics.f1_mass.graph_0.mg_ld_wloa_adsg_semantic_type.w_3,kernel_diagnostics.f1_mass.graph_0.mg_ld_wloa_adsg_semantic_type.w_4,kernel_diagnostics.f1_mass.graph_0.mg_ld_wloa_adsg_semantic_type.w_5,kernel_diagnostics.f1_mass.graph_0.mg_ld_wloa_adsg_semantic_type.w_6,kernel_diagnostics.f1_mass.graph_0.mg_ld_wloa_adsg_semantic_type.w_7,kernel_diagnostics.f1_mass.graph_0.mg_ld_wloa_adsg_semantic_type.w_8,kernel_diagnostics.f1_mass.graph_0.mg_ld_wloa_adsg_semantic_type.w_sum,kernel_diagnostics.f1_mass.graph_0.mg_ld_wloa_adsg_semantic_type.adsg_weight,kernel_diagnostics.f1_mass.graph_0.mg_ld_wloa_adsg_semantic_type.semantic_type_weight,run,seed,runtime_sec
30,0.6942594005766319,0.2050205286579915,0.6705701795726954,1.0,0.0,0.0,3.9914640274933673,0.9236426359361458,30,-7.675608429373103,,,,,,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,2013,7217.966462612152
40,0.5695038756171663,0.2886778634327462,0.6705701795726954,0.8203041617357327,9.101520808678664,6.3188163809689915,3.4955091349812344,0.7384816114092227,40,-7.675608429373103,30.0,,,80.21780717372894,64.42230410780758,62.057664616033435,3659,0.0169602800262458,0.1838430282492221,0.8088032506208092,0.0018384302824922,0.0018384302824922,0.0018384302824922,0.0018384302824922,0.1239585389746445,0.4577261751710059,0.1383455398699539,0.0079088470267546,0.1354087289746611,0.1366521699829799,1.0,0.6488249497344848,0.0296822882460214,0.0,0.0,0.0,0.0,0.0,0.0,1.6785072379805062,1.0,0.0,0.9995527808657448,0.0,0.0,0.0,0.0,0.0,2.4037086093826244e-18,1.917242803208916e-19,0.0,0.9995527808657448,0.7279858542449074,0.2720141457550926,13,2013,7217.966462612152
50,0.5042438615685817,0.3324392827722222,0.6705701795726954,0.7263046941096818,16.834565087905737,11.687555066897731,3.343190745053113,0.8624047169227531,50,-7.675608429373103,40.0,,,85.19754129927605,88.19135902728885,147.1395994257182,8870,0.0165884554031249,0.0050169255006865,0.1406874438612446,0.3672764074869828,0.0777727567508181,0.0778889963001267,0.331357470100141,0.0022643042509002,0.1609475786826074,0.2112366239261643,0.1927632485356703,0.2264304250900297,0.2063578195146279,0.9820848378819804,0.8735675222392814,0.8496134898340363,0.0,0.0,0.0,0.0,0.0,0.0,2.705265849955298,0.7151881635208099,0.28481183647919,0.947038977345902,0.0404304104232688,2.0123715420970002e-17,0.0,0.0,0.0002763086703129,4.495067128104961e-19,0.0020614541446742,0.0,0.9898071505841582,0.0199655800115432,0.9800344199884568,13,2013,7217.966462612152
60,0.269153376842992,0.4900839513304929,0.6705701795726954,0.38768416620565876,22.404509389482442,15.5545412589556,3.734612253827529,1.0581196739815817,60,-3.286212028356547,50.0,,,86.81720978952944,129.0872062863782,272.62967789545655,14177,0.0192304209561583,0.0033875323625517,0.3301419163836275,0.0712794955427229,0.2491367776695277,0.2291735793647974,0.1168806986767726,0.0050836629472073,0.1384630710577952,0.3755855978659853,0.0702666638496396,0.0788307813449934,0.3317702229343792,1.0,0.9988635729618548,0.7447750874873355,0.0,0.0,0.0,0.0,0.0,0.0,2.7436386604491902,1.0,0.0,1.0,0.519031530966002,7.535692020430063e-17,1.6742889363780057e-18,0.0,0.0,7.883825243197971e-20,7.37483003359569e-19,2.947963103101912e-19,1.519031530966002,0.002368837221899,0.9976311627781008,13,2013,7217.966462612152
70,0.2668385243940819,0.4916362223528428,0.6705701795726954,0.3843498902174799,26.264679671598135,18.23450076514097,3.0196790694648064,1.090252509077579,70,-10.982143474258478,60.0,,,92.15251840185374,52.92698672413826,323.56395344249904,17287,0.0187171836317752,0.0035998139063616,0.1665994002916186,0.1679865495126143,0.2340191746997888,0.3246098108833868,0.1031852507062296,0.0050596945490706,0.1387705693076763,0.3725268856643692,0.0744566220177481,0.0704779984954325,0.3387082299657029,0.7397579012151977,1.0,1.0269562977782698e-15,0.0,0.0,0.0,0.0,0.0,0.0,1.739757901215199,0.9216728933915804,0.0783271066084194,1.0,0.9720223152909744,0.7801209465869738,0.0,1.0107588665794348e-05,0.0,0.0,0.0,0.0,2.752153369466614,0.4829867699514307,0.5170132300485693,13,2013,7217.966462612152
80,0.2584148176598883,0.4972849088902588,0.6705701795726954,0.37221651942380085,30.04751171980454,20.860767475410825,2.995498058327858,1.0794655218226572,80,-10.982143474258478,70.0,,,94.76094001252204,189.07050122041255,509.34465608838946,22968,0.0221762737760531,0.0022760569881262,0.1610905832598136,0.2104608909619917,0.1942865622727745,0.2242940305646749,0.207591875952619,0.0050719471357182,0.1379272155055643,0.3724812377577762,0.0769652912346027,0.0757268196604843,0.3318274887058542,0.8898594029984751,0.9584353389249308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.848294741923406,0.9897306745138892,0.0102693254861108,1.0,0.9697680058562476,0.2598718980777802,0.0,0.0,0.0,0.0,0.0,0.0,2.229639903934028,0.3562828264236851,0.6437171735763149,13,2013,7217.966462612152
90,0.16424206908157463,0.5604343458152728,0.6705701795726954,0.23657161710040928,33.09145240242559,22.97405190911814,2.8577146178262782,1.1730294378843762,90,-10.982143474258478,80.0,,,98.77773785311727,101.72460946720092,608.0042355870828,28052,0.0216741849275304,0.0033848699437499,0.3321838515918752,0.0664769441287981,0.253111529345399,0.2265945567786021,0.1182482482115755,0.0050468171680717,0.1325001924305313,0.3761606711808145,0.071869558160806,0.0806617077333693,0.3337610533264071,0.0,0.5351010899616727,0.9582079933264288,0.114319820832866,0.2166871513022846,0.0019385513334375,0.0,0.0,0.0,1.8262546067566896,1.0,0.0,0.973276369205771,0.7172650659785126,0.0002000577835373,0.0,0.0,0.0,0.0,0.0,0.0,1.690741492967821,0.222611317263987,0.7773886827360129,13,2013,7217.966462612152
100,0.15363321003327518,0.5675483303323524,0.6705701795726954,0.2212907882927791,35.38076442939153,24.563428304692387,1.595736214600491,1.1754897679426946,100,-10.982143474258478,90.0,,,103.4198520798236,96.78456620499492,703.006304458715,30092,0.0233619003209728,0.1883333676746961,0.3120708091252703,0.0018833336767469,0.4802148919021142,0.0156142639444252,0.0018833336767469,0.1335907395585997,0.1844134070617583,0.3309672476818748,0.2635209539744239,0.0013359073955859,0.0861717443277572,1.0,0.8804433431367814,0.7625177717672929,0.3113717212432247,0.4240530821506871,0.456145955558638,0.0,0.0044099823251403,0.0,3.838941856181764,1.0,0.0,1.0,0.727135720637367,0.0,0.0,0.0,0.0,3.910505003926444e-19,0.0,0.0,1.7271357206373668,0.7065622711087411,0.2934377288912588,13,2013,7217.966462612152
110,0.1526044228534799,0.5682382043362498,0.6705701795726954,0.2198089398958531,37.586263070334695,26.094616469126162,1.5102322088812816,1.156029691431093,110,-10.982143474258478,100.0,,,110.09688562899828,217.70150602888316,917.4536574687808,35749,0.0256637572370914,0.2106459717852779,0.4179500139137097,0.0021064597178527,0.348098172284878,0.0190929225804289,0.0021064597178527,0.0030321184361283,0.1143960744362158,0.2743566498745593,0.1827766486361465,0.1728744667813984,0.2525640418355515,0.424747853815918,0.9541106735558316,1.0,0.7443483563783274,0.8149206686165336,0.3056245973141831,0.0,0.0,0.0,4.243752149680794,0.996140146915586,0.003859853084414,0.999925029406925,0.7774915119044538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7774165413113787,0.0,1.0,13,2013,7217.966462612152
120,0.13489259285691865,0.580115229357605,0.6705701795726954,0.1942971067368778,39.65679330349835,27.532101547678156,1.3668227587773385,1.1501567650714453,120,-10.982143474258478,110.0,,,110.52828176226468,367.71350614447147,1281.3573119649664,41988,0.0305172266353473,0.0033994380959079,0.3336121262258633,0.0688278047792996,0.2510930653209251,0.2288203868739053,0.1142471787040984,0.0050314705148517,0.135112171027138,0.3778400493655651,0.0687464389000377,0.0763928555040453,0.3368770146883618,0.8989095892359565,0.8803723667667185,1.0,0.4093529844160727,0.7823463988663819,0.0,0.0,0.0,0.0,3.97098133928513,0.9995447367597264,0.0004552632402736,0.4929140546946563,0.8458524074853921,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3387664621800486,1.0,0.0,13,2013,7217.966462612152
130,0.13489259285691865,0.580115229357605,0.6705701795726954,0.1942971067368778,41.59976437086713,28.881027476247343,1.3668227587773385,1.1501567650714453,130,-10.982143474258478,120.0,,,116.26514688972384,107.44996816758066,1385.771351441741,46125,0.0300438233374903,0.0034029437746036,0.3325912433672889,0.0685506583466927,0.2495808239973294,0.2277339767634808,0.1181403537506044,0.0030583507612998,0.1130830305525947,0.2732608854427722,0.1842014012327847,0.1741202270753108,0.2522761049352376,0.9833110027705751,0.7419391605104162,0.9983398062338926,0.0944011102321903,0.0,0.0,0.0,0.0,0.0,2.8179910797470744,0.9759396034953776,0.0240603965046224,0.9205041219107202,0.8759852317741798,0.0,2.374018015726155e-20,3.0788980480237943e-19,9.393128364802036e-21,1.0236505451080338e-05,1.3271211326721911e-20,0.0,1.7964995901903509,0.491892090104836,0.508107909895164,13,2013,7217.966462612152
140,0.12733593002302135,0.5851825021111018,0.6705701795726954,0.18341261193908182,43.48831296424692,30.192170090647043,1.2852201584380578,1.1174968798204812,140,-10.982143474258478,130.0,,,125.4723800411448,268.5126170637086,1650.5944663705304,51864,0.0318254370347549,0.0034646854248285,0.0120683825779693,0.1191180470783042,0.3410131476244988,0.256482405965128,0.2678533313292709,0.0030648133821463,0.1151481324691049,0.2751353267435207,0.1806407499182884,0.1758375483510671,0.2501734291358723,0.0013291928462565,0.5844512661215183,0.9947535971158802,0.0295132263034886,0.0018019259673511,0.0,0.0,0.0,0.0,1.6118492083544949,1.0,0.0,0.9986699117683052,0.4246807623958299,0.0010249217985114,0.0,5.3389609045447285e-21,1.1351232145218246e-20,0.0,0.0,0.0,1.4243755959626467,0.1158368688688585,0.8841631311311414,13,2013,7217.966462612152
150,0.12145416142338872,0.5891266407371625,0.6705701795726954,0.17494060767850228,45.28007906233484,31.436120547879092,1.1862751707471506,1.081320229350381,150,-10.476463749301807,140.0,,,122.39918833691628,385.6689529372379,2030.0718245636672,57994,0.0350048595469129,0.003398145819188,0.3321042141690729,0.0707424693184299,0.250575505609745,0.2248869402550984,0.1182927248284656,0.0049923831607099,0.1382813075736132,0.3736187565662072,0.0715339499526524,0.0746315384680867,0.3369420642787303,0.6173248482233469,0.9664345363077712,0.8502288933450095,0.0006492153770208,0.0101483574185247,0.0,0.0,0.0,0.0,2.444785850671673,0.9881280663214144,0.0118719336785857,1.0,0.9789194500014904,0.8544629342408745,0.0,0.0,1.653221333624438e-18,0.0,0.0,0.0,2.8333823842423644,0.9195149251609932,0.0804850748390068,13,2013,7217.966462612152
160,0.11878173951671873,0.5909186871750122,0.6705701795726954,0.17109129443268903,47.0102385728908,32.63730005257963,1.114166892146549,1.139856827210228,160,-10.476463749301807,150.0,,,128.61330584716052,180.52038163598627,2205.8224807884544,63265,0.0348663950175998,0.0033856814603182,0.3317011642642487,0.0723527070075334,0.250294776209784,0.2235700397309593,0.1186956313271564,0.0028243874974124,0.2702654860843744,0.219353710908011,0.0341035586127884,0.2336482639630933,0.2398045929343203,0.6754964374917635,0.8345649512841208,0.7402056555956493,0.0238921788844098,0.0013046569035978,0.0,0.0,0.0,0.0,2.2754638801595415,1.0,0.0,0.9999805554418838,1.3050039682793042e-05,0.0230728361345765,6.588366534494541e-21,1.5183449496868014e-20,5.589803216542597e-21,2.358203728466572e-20,3.1466226255588446e-20,0.0,1.023066441616143,0.7400043278561288,0.2599956721438712,13,2013,7217.966462612152
170,0.1131590730973369,0.5946890796055344,0.6705701795726954,0.16299249675748032,48.68065752884164,33.79700411564991,1.0867899233372609,1.1225254857535056,170,-10.476463749301807,160.0,,,130.76870421878994,289.3261093646288,2489.5818241443485,68877,0.0361453289798386,0.0034229797406561,0.3296520597540679,0.0695616448863517,0.249065993558283,0.2322874742984958,0.1160098477621451,0.0050402555895561,0.1372435899078735,0.3769273238512418,0.0747197153767224,0.0719199000580971,0.3341492152165088,0.4340271876142615,0.8761103646199052,0.4395559374568684,0.0,0.0,0.0099152497346581,0.0,0.0,0.0,1.7596087394256934,0.9807585971937208,0.0192414028062793,0.9484704587493472,0.959644898519831,0.6899766554720995,0.0,1.5433932207444197e-20,0.0,5.655333550743021e-19,0.0,7.789057627117722e-19,2.5980920127412777,0.9543999802774786,0.0456000197225213,13,2013,7217.966462612152
180,0.11209106518935424,0.5954052538601754,0.6705701795726954,0.1614541554586868,50.30289078992248,34.92325480708337,0.970419857128669,1.1019897635881046,180,-10.476463749301807,170.0,,,134.01640391163528,104.5473887436092,2591.350067889318,72929,0.0355325051473257,0.0043140897206916,0.3478422392723941,0.0626966269969975,0.213634740181308,0.1903976299952627,0.1811146738333458,0.0050194553089212,0.1358978418809097,0.3761018274566873,0.0688717185928276,0.0763718608181012,0.3377372959425527,0.6536809114886731,0.9532259980719516,0.9791915360728484,0.5040490404776886,0.0,0.0,0.0,0.0,0.0,3.090147486111162,1.0,0.0,0.999749321458117,0.8132650096285159,0.8850509345239805,0.0,0.0,0.0,0.0,0.0,0.0,2.698065265610613,0.1381609541356636,0.8618390458643364,13,2013,7217.966462612152
190,0.10573942135793839,0.5996644768047897,0.6705701795726954,0.15230535052188598,51.871688319825346,36.01240723981983,0.9803063390831516,1.099606677607255,190,-10.476463749301807,180.0,,,149.44542926363647,91.74105139169842,2680.433623709716,76678,0.0349570101425404,0.0042849975894895,0.3467774189541525,0.0701975455408691,0.2097367952787385,0.1918494141563326,0.1771538284804177,0.0030576074111884,0.1145838138759691,0.2728589574851474,0.1817499530763337,0.1733433918548654,0.2544062762964958,1.0,0.9461875930840704,0.9191933516462618,0.1267471881491955,0.0116879617369059,0.0,0.0,0.0,0.0,3.0038160946164334,0.9823592367483012,0.0176407632516988,0.9999999999999998,0.4708895151565618,1.507778753792085e-20,0.0,0.0,1.945209132200998e-20,0.0,7.43318706910161e-21,3.5969788826440856e-21,1.4708895151565615,0.2778245893529325,0.7221754106470675,13,2013,7217.966462612152
200,0.09681800193839982,0.605646914626993,0.6705701795726954,0.13945508243458507,53.3304904846077,37.02519435630152,0.9279165269502808,1.0446815086249397,200,-10.476463749301807,190.0,,,150.5821862714365,310.2762628439814,2984.926916870289,82260,0.0362864930327046,0.0042803900341057,0.3454540311625625,0.0685390538876745,0.2114791575752771,0.1884843954995629,0.181762971840817,0.0050271478599488,0.1358963912609015,0.3737852451898834,0.0768464036396458,0.0750658506079655,0.3333789614416548,0.9765179840269014,0.8840129869520078,0.6022006376495312,0.0233285376872492,3.9999580929284016e-20,0.0,0.0,0.0,2.5585854285467547e-20,2.4860601463156895,1.0,0.0,0.999301237394482,0.4559023725122725,0.0695945584720416,0.0,0.0,0.0,0.0,0.0,0.0,1.524798168378796,0.998079833836194,0.001920166163806,13,2013,7217.966462612152
210,0.09681800193839982,0.605646914626993,0.6705701795726954,0.13945508243458507,54.72504130895355,37.99337437568552,0.9279165269502808,1.0446815086249397,210,-10.476463749301807,200.0,,,152.91278517991304,352.65140540432185,3333.5329024503008,87630,0.038041000826775,0.0057912094926633,0.2882819927580102,0.0386409115439396,0.1568660416005246,0.1659200348049268,0.3444998097999353,0.0050513697179479,0.1408530395289814,0.3785638678828171,0.0713437234209609,0.0697147084436233,0.3344732910056691,0.9969023430729476,0.9970953976586856,0.998912843772486,0.0074903478742484,0.007243366365666,0.0,0.0,4.240260591187953e-19,0.0,3.0076442987440335,1.0,0.0,0.8906301972568492,0.9872559194823958,0.9410194435941964,0.0,0.0,0.0,3.081487911019578e-33,6.688288362031653e-21,0.0,2.8189055603334414,0.6072608839749352,0.3927391160250648,13,2013,7217.966462612152
220,0.09681755595222438,0.6056472136920228,0.6705701795726954,0.13945444004331883,56.119588921343066,38.96155216513864,0.9229022920061096,1.021699552601525,220,-10.476463749301807,210.0,,,168.37153755594045,553.5415728436783,3880.7663575997576,93914,0.0413225542262043,0.2625873936270176,0.1273792095432723,0.0436370310854436,0.4297094048491989,0.0789546849354372,0.0577322759596302,0.0028198651076172,0.2664743961153912,0.220193081063048,0.0355775728330536,0.2344103757025189,0.2405247091783708,0.9695613732450477,0.9703802112503996,0.8445566712943542,0.0024278435808119,0.0064348395695566,0.0044643639757162,0.0,0.0,0.0,2.797825302915886,1.0,0.0,0.8935126436406751,0.9708628397181012,0.0244505711719563,0.0,0.0,0.0,0.0,0.0,0.0,1.8888260545307325,0.960486762988432,0.039513237011568,13,2013,7217.966462612152
230,0.09611253213308701,0.6061199816410248,0.6705701795726954,0.1384389351491081,57.5090557973052,39.9262026055652,0.8005358936092113,0.9617327243838292,230,-10.476463749301807,220.0,,,158.57380131073296,276.7524883765727,4152.921361180022,99366,0.0417941887685931,0.2521502978144841,0.2527920386900635,0.0747809312424207,0.3592797289323388,0.0577000115081066,0.003296991812586,0.0050316343171744,0.138697673375726,0.3737372865655636,0.0707111432507573,0.0772141557385116,0.334608106752267,0.9747193882679852,0.8179357440067988,0.8997192824622757,0.468096308289174,0.0036937969827358,0.0,0.0,0.0,0.0,3.1641645200089696,1.0,0.0,0.7936308580850233,1.0,0.5113243932162448,0.0,0.0,0.0,0.0,0.0,0.0,2.3049552513012683,0.3696960872775369,0.6303039127224631,13,2013,7217.966462612152
240,0.09610251002409023,0.6061267021684544,0.6705701795726954,0.13842449946557475,58.893372970378614,40.88727781635109,0.7925255672993505,1.023994557604702,240,-10.476463749301807,230.0,,,163.88997084181756,114.64239804446696,4265.507365135476,102536,0.0416000952361656,0.0028313109750082,0.2707531726605751,0.2169855682701342,0.0357438324248278,0.233707043857419,0.2399790718120355,0.0028242994290168,0.2701580314736043,0.2178844236333211,0.0356991819681359,0.2331603540650958,0.2402737094308258,0.9666438135190007,0.9681304766790384,0.66468188573037,0.0165343368041003,0.0,0.0007801072557273,0.0,0.0,0.0,2.616770619988237,0.9930775497176356,0.0069224502823644,1.0,0.8628053412367234,0.0,0.0,0.0,8.735027268559972e-22,0.0,8.359487270460898e-21,9.740878893424454e-21,1.8628053412367231,0.9999982863895104,1.7136104894867983e-06,13,2013,7217.966462612152
250,0.09608463566163127,0.6061386881828983,0.6705701795726954,0.13839875352328845,60.27748923532293,41.848213544779696,0.7681268338224188,1.055054633614398,250,-10.476463749301807,240.0,,,171.63083155546337,128.29435747954994,4391.994384330697,105156,0.0417664649124224,0.0052404716935105,0.3530601369380947,0.3493956288203154,0.0070761477825661,0.1885595674787774,0.0966680472867355,0.0050468337284084,0.1419109141985902,0.3712915644091821,0.0729813726712859,0.0715378695431925,0.3372314454493407,0.9885355615273188,0.8836581669643849,0.9966594095860276,0.0473795182234255,0.0,0.0,0.0,0.0,0.0,2.9162326563011565,1.0,0.0,0.9754015420995252,0.9998837421860484,0.998870822778092,0.0,0.0,0.0,0.0,0.0,0.0,2.9741561070636653,0.8634991778306382,0.1365008221693618,13,2013,7217.966462612152
