x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,f0,f1,g0,g1,g2,run,seed
0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.9811109593138099,0.5,0.5,0.18,10.954974084161222,8.058091943888948,-0.0,7844.1956268579515,200000.0,-5.225582897573822,6,2006
0.0,2.0,2.0,0.0,0.0,3.0,0.0,0.0,30.0,0.06969636306166649,0.5,0.5,0.18,10.001495356671512,8.24835596231738,-0.0,7844.1956268579515,200000.0,-1.0810085986916915,6,2006
0.0,2.0,2.0,0.0,0.0,4.0,0.0,0.0,30.0,0.7436881680041552,0.5,0.5,0.18,10.309648484922945,8.258971687316794,-0.0,7844.1956268579515,200000.0,-4.274814676838642,6,2006
0.0,2.0,1.0,0.0,0.0,2.0,0.0,0.0,30.0,0.3305636355653405,0.5,0.5,0.18,10.731900100596249,8.189395625861815,-0.0,7844.1956268579515,200000.0,-1.6839123794711959,6,2006
0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,30.0,0.5384684465825558,0.5,0.5,0.18,10.85086974594742,8.243439718319937,-0.0,4453.293349523721,200000.0,-2.518340984854639,6,2006
0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,30.0,0.38727724459022284,0.5,0.5,0.18,10.178867821581662,7.902799165840944,-0.0,7844.1956268579515,200000.0,-2.2368340606691164,6,2006
0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,30.0,0.799093128181994,0.5,0.5,0.18,10.386454134248197,8.499788771668895,-0.0,4414.703402157973,200000.0,-4.591995090714289,6,2006
0.0,2.0,1.0,0.0,0.0,5.0,0.0,0.0,30.0,0.15009823627769947,0.5,0.5,0.18,10.589698429219425,7.9878329452244,-0.0,7844.1956268579515,200000.0,-1.1318697114803782,6,2006
0.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,30.0,0.6383683262392879,0.5,0.5,0.18,10.635121929459274,7.684380436003951,-0.0,4661.677252344045,200000.0,-3.230350255139392,6,2006
0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,30.0,0.28737758100032806,0.5,0.5,0.18,10.338127634488046,7.867546739442246,-0.0,4315.61542782241,200000.0,-1.706218161378289,6,2006
0.0,2.0,2.0,0.0,0.0,5.0,0.0,0.0,30.0,0.8989918362349272,0.5,0.5,0.18,10.100271713919938,8.326483956402257,-3.3984020742092196,-1.8429901501804125e-05,-100790.89996620174,-4.981731231456766,6,2006
0.0,1.0,1.0,0.0,0.0,4.0,0.0,0.0,30.0,0.050199312157928944,0.5,0.5,0.1771923422254622,10.928523638285697,7.910614631234057,-0.0,7844.1956268579515,200000.0,-3.036753529700611,6,2006
0.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,30.0,0.8188340812921524,0.5,0.5,0.17067196145653724,10.5595234753564,7.749282195645312,-3.301643159820065,-2.1278367967170198e-05,-179662.33070684492,-15.56240773137949,6,2006
0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,30.0,0.23197298031300306,0.5,0.5,0.20114301273599267,10.481021859683096,7.772799977831081,-0.0,7844.1956268579515,200000.0,-6.050254531044463,6,2006
0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,30.0,0.5814105989411473,0.5,0.5,0.19161655308678746,10.203138339333236,8.4547254612036,-0.0,4739.9193838418505,200000.0,-12.86387491572256,6,2006
0.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0,30.0,0.49284146539866924,0.5,0.5,0.16209123395383357,10.750367066822946,8.441809329184215,-0.0,7844.1956268579515,200000.0,-8.24567873717655,6,2006
0.0,1.0,2.0,0.0,0.0,5.0,0.0,0.0,30.0,0.6033263169229031,0.5,0.5,0.2034478275105357,10.467287044040859,8.27772390805462,-0.0,1267.5816628001648,200000.0,-13.524553977621553,6,2006
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,30.0,0.43966862466186285,0.5,0.5,0.1739188472740352,10.514538659714162,7.920375099619759,-0.0,4361.944177836684,200000.0,-8.295187812332342,6,2006
0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,30.0,0.872006923891604,0.5,0.5,0.15320098048076033,10.799258132465184,8.331719207639694,-0.0,5270.28929071096,200000.0,-15.228897095379446,6,2006
0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.0,30.0,0.21005726046860218,0.5,0.5,0.1836756946519017,10.220779404975474,8.12940938636777,-0.0,7844.1956268579515,200000.0,-5.505209186446297,6,2006
0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,30.0,0.9082117667421699,0.5,0.5,0.18834304383024572,10.351740379817784,8.531753634310517,-0.0,4628.9063249830415,200000.0,-21.58116822550986,6,2006
0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,30.0,0.009721305221319199,0.5,0.5,0.15787932012230158,10.679984674789011,7.719518927787717,-0.0,7844.1956268579515,200000.0,-2.5180302783699684,6,2006
0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,30.065222680568695,0.6788463313132524,0.5,0.5,0.18,10.879754642955959,8.454205636292786,-0.0,7844.1956268579515,200000.0,-2.804191043161328,6,2006
0.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,29.558749616146088,0.27815765235573053,0.5,0.5,0.18,10.0827527185902,8.183114478251854,-0.0,7844.1956268579515,200000.0,-1.5868938864326305,6,2006
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.857531875371933,0.7586304396390915,0.5,0.5,0.18,10.13010264094919,8.022683724660363,-0.0,7844.1956268579515,200000.0,-4.026732240018078,6,2006
0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,30.26659283041954,0.15930284839123487,0.5,0.5,0.18,10.833354565314949,8.096164519914165,-0.0,7844.1956268579515,200000.0,-0.9277278643729685,6,2006
0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,31.72480107098818,0.5292638363316655,0.5,0.5,0.18,10.603307359851897,8.203288167316517,-0.0,7844.1956268579515,200000.0,-2.1438731246400087,6,2006
0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,28.149242885410786,0.42773993127048016,0.5,0.5,0.18,10.43131306488067,7.635549321286478,-0.0,7844.1956268579515,200000.0,-2.117113527945898,6,2006
0.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,28.5904939211905,0.690530645661056,0.5,0.5,0.18,10.050382607616484,8.0816606881637,-3.248295549235388,1.0150127309316304e-05,-114114.31662105607,-3.2273998362175127,6,2006
0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,31.03348946943879,0.352464035153389,0.5,0.5,0.18,10.972611335106194,8.331705563804462,-0.0,7844.1956268579515,200000.0,-1.3750263995992302,6,2006
0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,30.957538228482008,0.9592105578631163,0.5,0.5,0.18,10.718169099651277,8.06674289742059,-0.0,7844.1956268579515,200000.0,-4.498311481540194,6,2006
0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,29.4164029173553,0.12285388726741076,0.5,0.5,0.18,10.264667483977973,8.427787929686023,-0.0,7844.1956268579515,200000.0,-1.0256170468943124,6,2006
0.0,0.0,2.0,0.0,0.0,5.0,0.0,0.0,29.45244588702917,0.7218164289370179,0.5,0.5,0.18,10.406784188002348,8.295090477488563,-2.714395152364278,0.00012455530213628663,-45758.53602246533,-3.3590512600185205,6,2006
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,30.92350997775793,0.32112876512110233,0.5,0.5,0.18,10.610287882387638,7.872038228000245,-0.0,4319.877261905271,200000.0,-1.4236618192844643,6,2006
1.0,2.0,0.0,1.0,0.0,4.0,5.0,0.0,30.0,0.9902454204857349,0.01937649678438902,0.5,0.18,10.82469485886395,8.275220542127153,-0.0,7844.1956268579515,200000.0,-17.72299381452721,6,2006
1.0,2.0,2.0,2.0,0.0,5.0,3.0,0.0,30.0,0.0917540704831481,0.8948372164741158,0.5,0.18,10.152464052662253,8.602242686693915,-0.0,7844.1956268579515,200000.0,-4.794605581686727,6,2006
1.0,2.0,1.0,2.0,0.0,1.0,4.0,0.0,30.0,0.7899771425873041,0.6384400371462107,0.5,0.18,10.271617280319333,8.788381635424221,-0.0,7844.1956268579515,200000.0,-28.976393174257627,6,2006
1.0,2.0,2.0,2.0,0.0,5.0,0.0,0.0,30.0,0.12802849058061838,0.2600264847278595,0.5,0.18,10.693609496578574,8.481181069059492,-0.0,7844.1956268579515,200000.0,-2.40209499091681,6,2006
1.0,2.0,1.0,2.0,0.0,2.0,1.0,0.0,30.0,0.560359857045114,0.8074171878397465,0.5,0.18,10.994941961020231,8.744778982474525,-0.0,3519.673607764834,200000.0,-16.348539540861985,6,2006
1.0,2.0,0.0,1.0,0.0,4.0,2.0,0.0,30.0,0.39670126512646675,0.1848632376641035,0.5,0.18,10.041692115366459,8.316046039055125,-0.0,7844.1956268579515,200000.0,-6.782088097688575,6,2006
1.0,2.0,2.0,1.0,0.0,0.0,2.0,0.0,30.0,0.8771817134693265,0.8253287179395556,0.5,0.18,10.245322555303574,8.932074327476096,-0.0,7844.1956268579515,200000.0,-42.436663980270524,6,2006
1.0,2.0,2.0,1.0,0.0,0.0,5.0,0.0,30.0,0.040824150666594505,0.1978974798694253,0.5,0.18,10.792322400957346,8.440963875470171,-0.0,7844.1956268579515,200000.0,-1.4759185098631173,6,2006
1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,30.0,0.6475632414221764,0.7443020837381482,0.5,0.18,10.523212699219584,8.481976778147798,-0.0,7844.1956268579515,200000.0,-21.746452924510077,6,2006
1.0,2.0,1.0,0.0,0.0,3.0,0.0,0.0,30.0,0.3094976497814059,0.3727303883060813,0.5,0.18,10.444970482960343,8.441038433252446,-0.0,2017.9648198508985,200000.0,-5.748633043968069,6,2006
1.0,1.0,1.0,1.0,0.0,3.0,5.0,0.0,30.0,0.5722348745912313,0.09789282456040382,0.5,0.17637227738276123,10.075786737725139,8.566211712624145,-0.0,395.6447609423167,200000.0,-34.72436165663764,6,2006
1.0,1.0,0.0,2.0,0.0,2.0,4.0,0.0,30.0,0.4707100735977292,0.9723868351429701,0.5,0.20683872163295747,10.904267543926835,8.444935051539568,-0.0,2299.7060130772434,200000.0,-69.71746572800353,6,2006
1.0,1.0,2.0,2.0,0.0,1.0,1.0,0.0,30.0,0.8406631601974368,0.4562632981687784,0.5,0.18589472271502017,10.657637804746628,8.971983902900613,-0.0,7844.1956268579515,200000.0,-93.79388518713439,6,2006
1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,30.0,0.24133657664060593,0.5827100872993469,0.5,0.15635753022506832,10.360384110361338,8.57533564028422,-0.0,2080.1587945896445,200000.0,-19.11652486382967,6,2006
1.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0,30.0,0.8498759064823389,0.23938167374581099,0.5,0.1979860052280128,10.921786539256573,8.555749468499439,-0.0,7844.1956268579515,200000.0,-75.094400597834,6,2006
1.0,1.0,0.0,2.0,0.0,5.0,1.0,0.0,30.0,0.2008819067850709,0.8619657093659043,0.5,0.1684524756297469,10.124555733054876,8.492725542465884,-0.0,7844.1956268579515,200000.0,-24.783379310024337,6,2006
1.0,1.0,1.0,1.0,0.0,1.0,2.0,0.0,30.0,0.6126895463094115,0.31460886914283037,0.5,0.15869988206773997,10.3155213650316,8.66617923896114,-0.0,7844.1956268579515,200000.0,-43.249703067457496,6,2006
1.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,30.0,0.46149732545018196,0.6930524175986648,0.5,0.18916266521438957,10.64402505941689,8.220318176274995,-0.0,7844.1956268579515,200000.0,-49.45132461123832,6,2006
1.0,1.0,2.0,1.0,0.0,4.0,4.0,0.0,30.0,0.6694708252325654,0.965074609965086,0.5,0.1826202981546521,10.774681335315108,8.624882982856295,-0.0,7844.1956268579515,200000.0,-104.34913877696242,6,2006
1.0,1.0,2.0,0.0,0.0,2.0,3.0,0.0,30.0,0.25634718872606754,0.08958386443555355,0.5,0.15214653169736267,10.196431489661336,8.508971195863836,-0.0,7844.1956268579515,200000.0,-11.280116975899194,6,2006
1.0,1.0,0.0,1.0,0.0,5.0,5.0,0.0,30.0,0.9303321726620197,0.6046912539750338,0.5,0.17309785617515444,10.489955298602581,8.406844524856076,-0.0,7844.1956268579515,200000.0,-127.19949352934478,6,2006
1.0,1.0,1.0,2.0,0.0,0.0,4.0,0.0,30.0,0.018916568718850613,0.48115331679582596,0.5,0.2026277197524905,10.536947514861822,8.427599595940343,-0.0,7844.1956268579515,200000.0,-8.528235005916645,6,2006
1.0,0.0,0.0,2.0,0.0,3.0,4.0,0.0,29.97238701209426,0.5071941968053579,0.528187838383019,0.5,0.18,10.738590497523546,8.486408253547827,-0.0,1403.5945733033677,200000.0,-9.866546344867004,6,2006
1.0,0.0,1.0,1.0,0.0,2.0,5.0,0.0,30.40365618094802,0.4186240481212735,0.4017109638080001,0.5,0.18,10.285348281264305,8.448133497505964,-3.5716229330346567,-1.3995316294312943e-05,-10779.170577832003,-6.126245765924569,6,2006
1.0,0.0,0.0,0.0,0.0,5.0,3.0,0.0,31.60507198050618,0.7680543614551425,0.91780826728791,0.5,0.18,10.024054864421487,8.430121383112883,-0.0,7844.1956268579515,200000.0,-32.01041314371149,6,2006
1.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,28.02096028998494,0.18119414895772934,0.04328426066786051,0.5,0.18,10.94605471007526,8.513091291267616,-0.0,7844.1956268579515,200000.0,-1.9713700373872165,6,2006
