n_eval,delta_hv.delta_hv,delta_hv.hv,delta_hv.true_hv,delta_hv.ratio,delta_hv.regret,delta_hv.abs_regret,IGD.indicator,spread.delta,n_eval.n_eval,f_best.f_best,doe.size,time.sample,time.pretrain,time.train,time.infill,time.infill_eval,time.infill_n_eval,time.infill_eval_per_point,kernel_weight.f0_failure_rate.graph_0.mg_ld_wloa_adsg_semantic_type,kernel_weight.f0_failure_rate.sizing,kernel_weight.f1_mass.graph_0.mg_ld_wloa_adsg_semantic_type,kernel_weight.f1_mass.sizing,kernel_diagnostics.f0_failure_rate.graph_0.mg_ld_wloa_adsg_semantic_type.w_0,kernel_diagnostics.f0_failure_rate.graph_0.mg_ld_wloa_adsg_semantic_type.w_1,kernel_diagnostics.f0_failure_rate.graph_0.mg_ld_wloa_adsg_semantic_type.w_2,kernel_diagnostics.f0_failure_rate.graph_0.mg_ld_wloa_adsg_semantic_type.w_3,kernel_diagnostics.f0_failure_rate.graph_0.mg_ld_wloa_adsg_semantic_type.w_4,kernel_diagnostics.f0_failure_rate.graph_0.mg_ld_wloa_adsg_semantic_type.w_5,kernel_diagnostics.f0_failure_rate.graph_0.mg_ld_wloa_adsg_semantic_type.w_6,kernel_diagnostics.f0_failure_rate.graph_0.mg_ld_wloa_adsg_semantic_type.w_7,kernel_diagnostics.f0_failure_rate.graph_0.mg_ld_wloa_adsg_semantic_type.w_8,kernel_diagnostics.f0_failure_rate.graph_0.mg_ld_wloa_adsg_semantic_type.w_sum,kernel_diagnostics.f0_failure_rate.graph_0.mg_ld_wloa_adsg_semantic_type.adsg_weight,kernel_diagnostics.f0_failure_rate.graph_0.mg_ld_wloa_adsg_semantic_type.semantic_type_weight,kernel_diagnostics.f1_mass.graph_0.mg_ld_wloa_adsg_semantic_type.w_0,kernel_diagnostics.f1_mass.graph_0.mg_ld_wloa_adsg_semantic_type.w_1,kernel_diagnostics.f1_mass.graph_0.mg_ld_wloa_adsg_semantic_type.w_2,kernel_diagnostics.f1_mass.graph_0.mg_ld_wloa_adsg_semantic_type.w_3,kernel_diagnostics.f1_mass.graph_0.mg_ld_wloa_adsg_semantic_type.w_4,kernel_diagnostics.f1_mass.graph_0.mg_ld_wloa_adsg_semantic_type.w_5,kernel_diagnostics.f1_mass.graph_0.mg_ld_wloa_adsg_semantic_type.w_6,kernel_diagnostics.f1_mass.graph_0.mg_ld_wloa_adsg_semantic_type.w_7,kernel_diagnostics.f1_mass.graph_0.mg_ld_wloa_adsg_semantic_type.w_8,kernel_diagnostics.f1_mass.graph_0.mg_ld_wloa_adsg_semantic_type.w_sum,kernel_diagnostics.f1_mass.graph_0.mg_ld_wloa_adsg_semantic_type.adsg_weight,kernel_diagnostics.f1_mass.graph_0.mg_ld_wloa_adsg_semantic_type.semantic_type_weight,run,seed,runtime_sec
30,0.5265902423377737,0.3100607792372386,0.6549522358144216,1.0,0.0,0.0,3.8749850105936936,0.8355706612272139,30,-3.402784537817733,,,,,,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,61,3163.3058819770813
40,0.4906984709448926,0.3335681751583462,0.6549522358144216,0.9318411764837472,9.659205882418735,5.086443566413332,3.7132073664132412,0.7278019716978449,40,-3.402784537817733,30.0,,,51.53758245706558,63.69685331173241,60.399476557038724,4020,0.015024745412198687,0.016505025668203936,0.9834949743317961,0.02463632259344578,0.9753636774065542,0.9984495527278895,0.0072177098239744305,3.5526047158703737e-06,0.0,2.5178288499026716e-21,1.774375146708246e-21,0.0,1.0451419111276533e-20,1.0299092958250647e-20,1.0056708151565799,0.7882523026785981,0.2117476973214019,0.995547173870859,0.03508732790404153,0.0,0.0,2.8162376979581342e-21,0.0,0.0,0.0,0.0,1.0306345017749006,0.9999606298022758,3.937019772411447e-05,9,61,3163.3058819770813
50,0.4880105293711447,0.33532864850181093,0.6549522358144216,0.9267367492505062,18.95209551109,9.97998856799352,3.5397421784213,0.7796646729935802,50,-3.580900011474833,40.0,,,56.847104280721396,105.23477211315185,161.69060050463304,9277,0.017429190525453598,0.07114845993687256,0.9288515400631274,0.013819855999074359,0.9861801440009257,0.3557025612709314,1.0,0.01845737596685522,7.089310474906474e-19,0.021449744979153213,0.024940820733145654,0.0,0.0002289284789380866,3.466919772209308e-05,1.4208141006267456,1.0,0.0,0.9999999999999978,0.8814589265301667,1.6720222362646477e-19,0.0,0.0,0.0,0.0,2.8353381368478976e-19,0.0,1.8814589265301644,1.0,3.669091875552573e-17,9,61,3163.3058819770813
60,0.4616815762644095,0.35257285520572024,0.6549522358144216,0.8767378108162333,27.969468311423697,14.728449096171289,3.5247368224521103,0.8842904582606398,60,-3.580900011474833,50.0,,,56.81592254107818,121.15112313395366,278.77931522065774,14533,0.01918250293956222,0.02355675043924613,0.9764432495607539,0.013953142953526128,0.9860468570464739,0.8036687493641886,0.9885716167277971,0.0,4.082950794529173e-18,0.1573082100311822,0.0,1.9712528639820924e-21,0.0,2.5072082568132e-19,1.949548576123168,1.0,6.810834895290206e-19,0.9883616097442456,0.3558255742274677,2.7172122070329053e-19,9.597185028925779e-20,9.244463733058732e-33,0.0,4.734431861919659e-19,0.0,1.6848917415518682e-19,1.3441871839717132,1.0,3.0293860540445164e-19,9,61,3163.3058819770813
70,0.31336504829789974,0.449713096805618,0.6549522358144216,0.5950832793762559,35.32857376238614,18.603682218982836,3.446750409146382,0.9501314036026695,70,-3.580900011474833,60.0,,,59.261196644976735,141.47622321685776,416.3004170311615,19986,0.020829601572658937,0.07692960024440074,0.9230703997555992,0.010500054272256212,0.9894999457277438,0.002689193686475873,0.8667886328628137,0.0654727765838295,0.006721533127914745,0.008729438812379621,0.035571309637791,0.0,0.0,0.0,0.9859728847112045,1.0,0.0,1.0,0.9429753567859315,0.0,5.463362509790237e-20,0.0,2.964615315390051e-20,3.8116482626443515e-20,4.235164736271502e-21,9.825582188149884e-20,1.9429753567859316,0.9997960807797215,0.0002039192202784682,9,61,3163.3058819770813
80,0.3114660709376533,0.45095683627347233,0.6549522358144216,0.5914771028701817,41.26137567361833,21.7278378151606,3.4230459904826307,0.9323554199301504,80,-3.580900011474833,70.0,,,60.328673562034965,79.20095332013443,492.1834159498103,24063,0.020453950710626702,0.9900990099009905,0.00990099009900947,0.012265902068749116,0.9877340979312509,0.9944812063860953,0.9905366691892489,0.9029370270969591,0.2490348328077933,1.0236465985049473e-15,0.08300122354203175,0.025912616014455558,0.0,0.0,3.2459035750365848,1.0,0.0,1.0,0.7540523009930022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7540523009930022,0.7441559526553596,0.2558440473446404,9,61,3163.3058819770813
90,0.3114660709376533,0.45095683627347233,0.6549522358144216,0.5914771028701817,47.17614670232015,24.842498524537135,3.4230459904826307,0.9323554199301504,90,-3.580900011474833,80.0,,,61.689106381032616,17.202548270113766,507.756797388196,25172,0.02017149203035897,0.9900990099009901,0.009900990099009846,0.430710267152415,0.5692897328475849,0.8903401771952352,1.0,0.8918164024786455,0.364704446055118,0.30742929352576476,0.28820917060574747,0.0,0.0,0.0,3.742499489860511,0.9843316635144234,0.01566833648557669,0.6949829558293524,0.03409884941966747,0.0,0.0,7.284483346386983e-20,6.776263578034403e-20,0.0,0.0,0.0,0.7290818052490199,0.4632005281969829,0.5367994718030171,9,61,3163.3058819770813
100,0.2179797793923434,0.5121858919390719,0.6549522358144216,0.4139457245250728,52.203260839296426,27.489727776187117,2.6006199675025443,1.152388690096254,100,-7.64060765282041,90.0,,,66.05290910601616,81.19586497312412,584.9470961480401,30245,0.019340290829824438,0.9553623879126214,0.0446376120873786,0.011682829032109656,0.9883171709678903,0.7954568852333219,0.757538392703189,0.9241098597288852,0.7633352075887259,0.27950165247852127,0.2611489044974621,0.0018546797596375635,0.0,0.0,3.782945581989743,1.0,0.0,0.9703349346353397,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9703349346353396,0.9971649768536239,0.0028350231463760336,9,61,3163.3058819770813
110,0.2179797793923434,0.5121858919390719,0.6549522358144216,0.4139457245250728,56.34271808454715,29.66952557011055,2.6006199675025443,1.152388690096254,110,-7.64060765282041,100.0,,,67.53838511509821,110.19437053892761,691.1959236008115,35337,0.019560118957489644,0.9759770552480111,0.024022944751988975,0.02442542752267845,0.9755745724773216,0.9877068759838726,0.9655832395328038,0.5759552529709403,0.0,0.0,0.027921132206887717,0.015129950314615927,0.0,3.0357660829594124e-18,2.5722964510091204,1.0,1.951563910473908e-18,0.9714288135769689,0.9943214895374545,0.0,0.0,1.0484514264109626e-21,9.575132578184141e-22,0.0,0.0,4.963083675318166e-24,1.9657503031144232,0.6117521106584427,0.3882478893415573,9,61,3163.3058819770813
120,0.2169222545384808,0.5128785202065386,0.6549522358144216,0.4119374745256657,60.472134079800846,31.84403573976467,2.4199480282893227,1.1178189230493305,120,-7.64060765282041,110.0,,,73.28603488299996,114.25909530883655,801.5640178574249,40425,0.019828423447307977,0.9062231018001565,0.09377689819984336,0.013938846106809162,0.9860611538931908,1.0,0.9959393835102404,0.7196227742904108,1.078085292075402e-18,1.5542944941458193e-17,0.2763879631199475,0.00040537076161850817,0.0001516906522421125,4.8235877422440726e-18,2.9925071823344593,1.0,7.031018504244639e-19,0.9998827801180468,1.0,0.0,9.244463733058732e-33,6.162975822039155e-33,1.8488927466117464e-32,1.232595164407831e-32,0.0,6.934617199744702e-21,1.9998827801180468,1.0,6.386374445813088e-20,9,61,3163.3058819770813
