n_eval,delta_hv.delta_hv,delta_hv.hv,delta_hv.true_hv,delta_hv.ratio,delta_hv.regret,delta_hv.abs_regret,IGD.indicator,spread.delta,n_eval.n_eval,f_best.f_best,doe.size,time.sample,time.pretrain,time.train,time.infill,time.infill_eval,time.infill_n_eval,time.infill_eval_per_point,kernel_diagnostics.f0_failure_rate.graph_0.mg_ld_wloa_adsg_semantic_type.w_0,kernel_diagnostics.f0_failure_rate.graph_0.mg_ld_wloa_adsg_semantic_type.w_1,kernel_diagnostics.f0_failure_rate.graph_0.mg_ld_wloa_adsg_semantic_type.w_2,kernel_diagnostics.f0_failure_rate.graph_0.mg_ld_wloa_adsg_semantic_type.w_3,kernel_diagnostics.f0_failure_rate.graph_0.mg_ld_wloa_adsg_semantic_type.w_4,kernel_diagnostics.f0_failure_rate.graph_0.mg_ld_wloa_adsg_semantic_type.w_5,kernel_diagnostics.f0_failure_rate.graph_0.mg_ld_wloa_adsg_semantic_type.w_6,kernel_diagnostics.f0_failure_rate.graph_0.mg_ld_wloa_adsg_semantic_type.w_7,kernel_diagnostics.f0_failure_rate.graph_0.mg_ld_wloa_adsg_semantic_type.w_8,kernel_diagnostics.f0_failure_rate.graph_0.mg_ld_wloa_adsg_semantic_type.w_sum,kernel_diagnostics.f0_failure_rate.graph_0.mg_ld_wloa_adsg_semantic_type.adsg_weight,kernel_diagnostics.f0_failure_rate.graph_0.mg_ld_wloa_adsg_semantic_type.semantic_type_weight,kernel_diagnostics.f1_mass.graph_0.mg_ld_wloa_adsg_semantic_type.w_0,kernel_diagnostics.f1_mass.graph_0.mg_ld_wloa_adsg_semantic_type.w_1,kernel_diagnostics.f1_mass.graph_0.mg_ld_wloa_adsg_semantic_type.w_2,kernel_diagnostics.f1_mass.graph_0.mg_ld_wloa_adsg_semantic_type.w_3,kernel_diagnostics.f1_mass.graph_0.mg_ld_wloa_adsg_semantic_type.w_4,kernel_diagnostics.f1_mass.graph_0.mg_ld_wloa_adsg_semantic_type.w_5,kernel_diagnostics.f1_mass.graph_0.mg_ld_wloa_adsg_semantic_type.w_6,kernel_diagnostics.f1_mass.graph_0.mg_ld_wloa_adsg_semantic_type.w_7,kernel_diagnostics.f1_mass.graph_0.mg_ld_wloa_adsg_semantic_type.w_8,kernel_diagnostics.f1_mass.graph_0.mg_ld_wloa_adsg_semantic_type.w_sum,kernel_diagnostics.f1_mass.graph_0.mg_ld_wloa_adsg_semantic_type.adsg_weight,kernel_diagnostics.f1_mass.graph_0.mg_ld_wloa_adsg_semantic_type.semantic_type_weight,run,seed,runtime_sec
30,0.5926042889878593,0.2668247317886075,0.6549522358144216,1.0,0.0,0.0,3.699604296471626,0.8201290591777262,30,-3.561040025486759,,,,,,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,7,59,3196.360653400421
40,0.3932185660829992,0.3974128567946204,0.6549522358144216,0.6635432334696705,8.317716167348353,4.9291142753542925,3.012614799420522,1.005721848046505,40,-3.561040025486759,30.0,,,48.809159237891436,70.59592562215403,67.103841742035,4356,0.015404922346656337,0.9908009761690504,0.01099731320043819,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0017982893694886,0.9982367126815233,0.001763287318476748,0.9319632431785132,0.3626801167601616,0.0001285562547600622,0.0,0.0,0.0,0.0,0.0,0.0,1.294771916193435,1.0,0.0,7,59,3196.360653400421
50,0.30188581134676473,0.4572314487122074,0.6549522358144216,0.5094222518408899,14.182543593901155,8.404636162503113,3.0226550316680014,0.8830000226889644,50,-3.561040025486759,40.0,,,49.770119382068515,87.28854327695444,150.39605712145567,9406,0.015989374561073324,0.9395029354272727,0.2676372605713686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2071401959986412,1.0,0.0,0.832217805328498,0.9927730860043958,0.800028557669809,0.0,0.0,3.3174839888833847e-17,1.0022154727903868e-16,0.0,4.330226332838995e-17,2.6250194490027026,0.8592497557757279,0.14075024422427201,7,59,3196.360653400421
60,0.301869521047667,0.4572421180800235,0.6549522358144216,0.5093947625037378,19.276628665624294,11.423412824475271,2.426518575408395,0.8125422733101018,60,-3.561040025486759,50.0,,,50.98450497770682,50.392325116787106,197.6174000930041,12897,0.015322741730092588,0.8072286501535746,0.9998033343232715,3.748120791600279e-20,1.6940658945086007e-20,8.470329472543003e-21,2.117582368135751e-21,1.3552527156068805e-20,7.038807202837063e-05,0.006451062778972559,1.8135534353278469,1.0,4.235164736271502e-21,0.7982063103688087,0.9348173443018344,1.3984476845382045e-15,0.0,0.0,0.0,0.0,0.0,0.0,1.7330236546706446,0.0,1.0,7,59,3196.360653400421
70,0.1538559105092398,0.5541839632331315,0.6549522358144216,0.2596267245585053,23.12173610093551,13.702039982259805,1.6568904270296836,0.8964370869267699,70,-3.561040025486759,60.0,,,55.363270997069776,123.02627170924097,316.69047774001956,18159,0.01743986330414778,0.6769665411814398,0.9995161148518875,0.001247380265137382,9.044394823531658e-05,0.0,0.0,0.0,0.0,0.0,1.6778204802467,0.9704448909134006,0.029555109086599467,0.9531029436226367,0.954289052319971,4.849874559101365e-19,0.0,6.247062068757182e-20,4.979575894930918e-19,0.0,0.0,0.0,1.9073919959426076,0.8347374387611938,0.16526256123880623,7,59,3196.360653400421
80,0.15109163735863645,0.5559944301135209,0.6549522358144216,0.25496210568555616,25.69468025215582,15.226777721599186,1.3731131758578192,1.1280452456362327,80,-3.561040025486759,70.0,,,54.38727513793856,72.53654004633427,385.8927178787999,22397,0.017229661020618826,0.8103809648655133,0.8967736305404311,0.0,0.0,2.250203711665335e-18,0.047822456803837496,0.010714613313171846,0.03283861990901235,0.0,1.798530285431966,1.0,0.0,0.733372391477656,0.022684873222095846,0.0,0.0,5.421010862427522e-20,3.3881317890172014e-20,1.1249656330721176e-21,2.6734477397713854e-21,0.0,0.7560572646997519,0.5155093164243236,0.4844906835756763,7,59,3196.360653400421
90,0.1480089940435443,0.5580134142449589,0.6549522358144216,0.24976024776387767,28.218292019402988,16.72228087861009,1.3126076911390103,1.1280782423376954,90,-3.561040025486759,80.0,,,57.44373818207532,126.09606959018856,509.1008213367313,25943,0.01962382227717424,1.0,0.8771434125352303,0.25033685386644566,0.025200619724402976,0.0,0.0,0.0,0.0001058161100650698,0.048518160121441556,2.2013048623575853,1.0,0.0,0.9475552417121235,0.9987645248192849,4.975003169912985e-21,0.0,1.925929944387236e-34,0.0,0.0,0.0,2.2130292236049403e-20,1.9463197665314085,1.0,1.348947575399597e-20,7,59,3196.360653400421
100,0.14522041184496148,0.559839802390673,0.6549522358144216,0.2450546081821163,30.692366299132956,18.188427908052617,1.3242997163880394,1.0425757685609902,100,-7.331245319270235,90.0,,,59.9043815988116,64.1668520080857,569.6107770917006,30675,0.018569218487097004,0.9021813844391599,0.9855819271254812,0.29582807264605787,0.0,0.0,0.0,0.0,0.016230395269431933,0.03177195490178547,2.2315937343819168,0.99990688396541,9.311603458991927e-05,0.9999782175378935,0.9832794773130349,0.0,0.0,0.0,0.0,3.5593230509392445e-21,0.0,0.0,1.9832576948509284,0.72536834960229,0.27463165039771,7,59,3196.360653400421
110,0.13924513931200416,0.5637533204957339,0.6549522358144216,0.23497153479909572,33.09249701403902,19.610755663837445,1.2699675397934451,1.054263904236321,110,-7.331245319270235,100.0,,,60.35698536178097,112.84992405911908,678.5760767185129,35826,0.018940883065888262,0.9996487770642324,0.966589140233333,0.5213363491215597,2.220039233721937e-19,0.017491129208109704,0.051582979164979344,0.042148080695277174,0.014872140472415057,0.0,2.613668595959907,1.0,0.0,1.0,0.1384546924880929,1.1112179384827296e-18,0.0,6.846877224595424e-19,5.158086601310274e-19,0.0,0.0,0.0,1.138454692488093,1.0,0.0,7,59,3196.360653400421
120,0.13873704401351383,0.5640860986474869,0.6549522358144216,0.23411414090584845,35.43792539256374,21.000666580465033,1.241357317510746,1.0745733087833438,120,-7.331245319270235,110.0,,,64.30827001808211,60.59924738109112,735.8405924648978,39938,0.01842457289961685,0.8715210453936977,0.9913753350000238,0.1917958006119321,0.0,7.12485559208012e-18,0.015572242807789499,0.08864750706158547,0.0,0.0006798159426504896,2.1595917468176795,1.0,0.0,0.9999999999999999,0.1369339596040789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1369339596040788,0.555058393693914,0.44494160630608603,7,59,3196.360653400421
