problem,cv_folds,fold,budget,sample_id,discrete_arch_id,f0,f1
mdgnc,10,2,50,2,0,-3.4990847452317126,18.99308944316971
mdgnc,10,2,50,742,4,-4.076678315892645,28.307839906346565
mdgnc,10,2,50,1322,11,-3.705305396203862,25.76595382125119
mdgnc,10,2,50,1482,15,-3.757088770195088,42.42718248500739
mdgnc,10,2,50,1522,30,-3.698959913406604,38.5214849701274
mdgnc,10,2,50,2412,48,-3.792553254898387,45.35905279196849
mdgnc,10,2,50,2592,68,-3.862405179137479,50.75479423518099
mdgnc,10,2,50,2632,108,-3.750450004369284,48.31245234343239
mdgnc,10,2,50,2682,158,-3.709655130602364,39.68306426072846
mdgnc,10,2,50,2732,208,-3.701667501752507,48.14956381919311
mdgnc,10,2,50,2772,248,-3.7364011146291114,50.66200281325796
mdgnc,10,2,50,2822,256,-3.9214275906335208,31.69772478348805
mdgnc,10,2,50,2992,290,-7.154495420553637,39.99097378601502
mdgnc,10,2,50,3032,281,-7.14143547153414,38.81424766046738
mdgnc,10,2,50,3082,282,-6.958680825016374,39.307145425708114
mdgnc,10,2,50,3152,314,-7.237443533561518,48.17221567258388
mdgnc,10,2,50,3192,354,-7.312623631840314,45.17333123026393
mdgnc,10,2,50,3242,404,-7.278844261952631,41.48541654747662
mdgnc,10,2,50,3292,454,-7.567479834868289,45.73975754128006
mdgnc,10,2,50,3332,428,-7.232999670762809,44.567427706299256
mdgnc,10,2,50,3382,508,-3.884681019868871,35.8321587785056
mdgnc,10,2,50,3552,518,-3.986551864718918,48.57422239171247
mdgnc,10,2,50,3722,554,-7.139464008967563,42.78090360973332
mdgnc,10,2,50,3772,604,-7.387754919800838,41.33937024344019
mdgnc,10,2,50,3822,654,-7.2730655622544305,39.11751628544293
mdgnc,10,2,50,3862,694,-7.521531453322661,46.08207430102605
mdgnc,10,2,50,3912,733,-8.511801186045798,65.72541548594003
mdgnc,10,2,50,3962,783,-7.659160369944241,46.22515206466468
mdgnc,10,2,50,4002,823,-7.701359850660243,55.10676857004297
mdgnc,10,2,50,4052,873,-7.692009774739708,57.63480406872742
mdgnc,10,2,50,4102,923,-7.232368652099856,45.387953497099005
mdgnc,10,2,50,4142,963,-7.4684607469289315,55.93446889702051
mdgnc,10,2,50,4192,1013,-7.345302191549794,48.13199517060686
mdgnc,10,2,50,4242,1063,-7.199600925421048,41.18096896992478
mdgnc,10,2,50,4282,1103,-7.306464581325391,50.3566583622272
mdgnc,10,2,50,4332,1153,-7.459674348167343,50.24697807198088
mdgnc,10,2,50,4382,1203,-7.405988971148092,60.11582372639695
mdgnc,10,2,50,4422,1243,-7.54193374624214,54.14068086204483
mdgnc,10,2,50,4472,1293,-4.094607229183668,48.64405692813384
mdgnc,10,2,50,4522,1343,-3.846298678359157,45.8286136914388
mdgnc,10,2,50,4562,1383,-4.147466411128101,51.70859763908036
mdgnc,10,2,50,4612,1433,-4.214999295764001,46.042622738833245
mdgnc,10,2,50,4662,1483,-8.086674274033232,59.39416204688286
mdgnc,10,2,50,4702,1523,-7.695555968822919,49.87897407137776
mdgnc,10,2,50,4752,1573,-7.916451929760003,62.96536413884804
mdgnc,10,2,50,4802,1623,-7.924316648025661,55.23843415553852
mdgnc,10,2,50,4842,1663,-7.680825117736736,55.70196905523412
mdgnc,10,2,50,4892,1713,-10.861381547016542,61.75171426209685
mdgnc,10,2,50,4942,1763,-11.02077480228944,62.31795511718869
mdgnc,10,2,50,4992,1813,-10.695671918760846,57.81716351288166
