n_eval,delta_hv.delta_hv,delta_hv.hv,delta_hv.true_hv,delta_hv.ratio,delta_hv.regret,delta_hv.abs_regret,IGD.indicator,spread.delta,n_eval.n_eval,f_best.f_best,doe.size,time.train,time.infill,time.infill_eval,time.infill_n_eval,time.infill_eval_per_point,kernel_weight.f0_failure_rate.graph_0.ld_wloa,kernel_weight.f0_failure_rate.sizing,kernel_weight.f1_mass.graph_0.ld_wloa,kernel_weight.f1_mass.sizing,kernel_diagnostics.f0_failure_rate.graph_0.ld_wloa.w_0,kernel_diagnostics.f0_failure_rate.graph_0.ld_wloa.w_1,kernel_diagnostics.f0_failure_rate.graph_0.ld_wloa.w_2,kernel_diagnostics.f0_failure_rate.graph_0.ld_wloa.w_3,kernel_diagnostics.f0_failure_rate.graph_0.ld_wloa.w_4,kernel_diagnostics.f0_failure_rate.graph_0.ld_wloa.w_5,kernel_diagnostics.f0_failure_rate.graph_0.ld_wloa.w_6,kernel_diagnostics.f0_failure_rate.graph_0.ld_wloa.w_7,kernel_diagnostics.f0_failure_rate.graph_0.ld_wloa.w_8,kernel_diagnostics.f0_failure_rate.graph_0.ld_wloa.w_sum,kernel_diagnostics.f1_mass.graph_0.ld_wloa.w_0,kernel_diagnostics.f1_mass.graph_0.ld_wloa.w_1,kernel_diagnostics.f1_mass.graph_0.ld_wloa.w_2,kernel_diagnostics.f1_mass.graph_0.ld_wloa.w_3,kernel_diagnostics.f1_mass.graph_0.ld_wloa.w_4,kernel_diagnostics.f1_mass.graph_0.ld_wloa.w_5,kernel_diagnostics.f1_mass.graph_0.ld_wloa.w_6,kernel_diagnostics.f1_mass.graph_0.ld_wloa.w_7,kernel_diagnostics.f1_mass.graph_0.ld_wloa.w_8,kernel_diagnostics.f1_mass.graph_0.ld_wloa.w_sum,run,seed,runtime_sec
30,0.5734717926039548,0.27935560307195717,0.6549522358144216,1.0,0.0,0.0,3.4375364127423684,0.6743406740447252,30,-3.4078489970365196,,,,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,17,69,2381.3850696086884
40,0.5709174555595283,0.28102857183022784,0.6549522358144216,0.9955458366438077,9.977729183219038,5.721946240817415,3.053392106920435,0.7206795996019745,40,-3.4078489970365196,30.0,41.50013385800412,42.97622030999628,39.79155658901436,4096,0.009714735495364835,0.010040413787459013,0.989959586212541,0.021339153246006288,0.9786608467539937,0.9165420901525038,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.916542090152504,0.9790097554536633,0.8790961301950448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8581058856487083,17,69,2381.3850696086884
50,0.5548510821553477,0.29155127901272526,0.6549522358144216,0.9675298581573537,19.793107657224844,11.350788929391795,2.8582573745485864,0.8302231628035839,50,-3.4078489970365196,40.0,44.76857811099035,73.69702218800376,109.56196280311269,9366,0.011697839291385084,0.9776789752344611,0.022321024765538895,0.2826200545776852,0.7173799454223149,0.4609737313005257,0.7521446879654299,0.9893373726583937,0.7329202100909026,0.9414001236252934,0.9763813809381717,0.0,0.0010477947862536914,0.0,4.854205301364971,0.9320033997133463,0.9046810259289222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8366844256422685,17,69,2381.3850696086884
60,0.406285714997368,0.3888544983974346,0.6549522358144216,0.7084667811690485,28.173090853856856,16.156472915155373,2.6523286624778066,0.7812357461148766,60,-3.4078489970365196,50.0,47.55817374399339,50.194440765990294,156.16693334508454,13880,0.011251219981634333,0.9900990099009901,0.009900990099009901,0.010140426714550016,0.9898595732854499,0.9617098437643231,0.4392840159088505,0.9865197559239611,0.9416869718890698,0.9056088732184396,0.7973644446605207,0.018065610088055108,3.0814879110195774e-33,2.763279174855775e-18,5.05023951545322,0.9510955909090063,0.9625721320493423,0.1155782093489913,0.0,0.0,0.0,0.0,0.0,0.0,2.0292459323073397,17,69,2381.3850696086884
70,0.23989281982430222,0.4978338971146687,0.6549522358144216,0.418316686048366,33.80700818994393,19.387365589263723,2.356936665616512,0.8462458937807894,70,-3.6020602057932316,60.0,51.45559629499621,98.90246994599875,251.1276861360966,19127,0.013129486387624645,0.1170957324675844,0.8829042675324156,0.010202400930018745,0.9897975990699812,0.0,0.0,0.02577572803962233,0.001272397310161738,0.37457695470721253,0.9999999999999999,0.0,0.0,0.0,1.4016250800569965,0.4829218145165208,0.9999999999999987,2.156268758137888e-16,1.3557386878426382e-16,0.0,0.0,0.0,0.0,0.0,1.48292181451652,17,69,2381.3850696086884
80,0.23982342270446172,0.4978793489134673,0.6549522358144216,0.4181956737845799,37.98956998910866,21.785946801907542,2.055582332979032,0.8269691959651336,80,-3.6020602057932316,70.0,52.84722165801213,32.774555625001085,281.93045021810394,20964,0.013448313786400684,0.9900990099009901,0.009900990099009894,0.011707603257866973,0.988292396742133,0.40687673177753453,0.5141869779000998,0.9304325137603293,0.8075716720919032,0.9098252857196809,0.9145408955913564,3.2126460524835163e-17,0.0,0.0,4.483434076840904,1.0,0.7913118595403447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7913118595403446,17,69,2381.3850696086884
90,0.23344011686343716,0.5020601093459336,0.6549522358144216,0.4070646889247318,42.11587180265522,24.152264499747037,2.0251734808597557,0.8185504465300583,90,-3.6020602057932316,80.0,55.418549239999265,92.33263878499565,370.2223375359754,26297,0.014078500875992524,0.9900990099009901,0.009900990099009894,0.019542680043528562,0.9804573199564715,0.12552252315354973,0.4194908531972579,0.9754222025987581,0.9650839340069752,0.9620503837782456,0.5907613291695292,0.32632897748755113,0.20660702044386464,0.0,4.571267223835732,0.7914650884558425,0.8667745022383921,0.0,0.0,0.0,0.0,0.0,0.0,8.611092626511999e-20,1.6582395906942347,17,69,2381.3850696086884
100,0.22520449822656852,0.5074540461854656,0.6549522358144216,0.3927037059730276,46.11471377714402,26.445487575197067,1.534381963296875,0.8271201835771328,100,-7.2118904558614245,90.0,55.512650880991714,91.71270171600918,458.59265964096994,30415,0.015077845130395198,0.9677272951535714,0.032272704846428524,0.02061378269899487,0.9793862173010052,0.9704684390073033,0.9014171827177212,0.5366415402867688,0.3888241975104642,0.21577646417657514,0.8572613527735508,0.18464930814088776,0.036729496614575224,0.0,4.0917679812278465,0.9978651594655024,0.9997021117288641,0.5327141761086103,1.7075360574692e-18,0.0,0.0,3.145952285288348e-18,0.0,4.801565469848419e-18,2.530281447302977,17,69,2381.3850696086884
110,0.22368726895175875,0.5084477588912454,0.6549522358144216,0.39005801477360436,50.02852238087718,28.6899464110887,1.4700818769654698,0.768658244164869,110,-7.2118904558614245,100.0,55.77118401801272,123.62051574599172,577.9791620041506,35785,0.01615143669146711,0.95903453315708,0.04096546684292002,0.033389243391606115,0.9666107566083939,0.8858934130962134,0.36143048918864995,0.16758446172733527,0.44855742835053447,0.5041047288655689,0.6437449340333811,0.3664313972528301,0.26845696991793006,0.09126938682333646,3.7374732092557794,1.0,1.0,0.2981668485605503,0.0,0.0,0.0,0.0,0.0,0.0,2.2981668485605504,17,69,2381.3850696086884
120,0.21676141307244742,0.5129838636843288,0.6549522358144216,0.3779809501844932,53.868717205667664,30.892189821209733,1.3730036815534248,0.8390062992130406,120,-7.2118904558614245,110.0,59.42434244600008,107.7566450489976,681.6133659031184,41025,0.016614585396785335,0.9900990099009901,0.009900990099009894,0.03292089578470633,0.9670791042152936,0.12087558021176999,0.0816182533478593,0.9999999999999999,0.9999999999999999,1.0,0.8411472382226627,0.5197380474784954,0.40171039351268656,0.0,4.965089512773474,0.9557596234086209,0.9034000679873394,0.897528574350177,0.0,0.0,0.0,0.0,0.0,0.0,2.756688265746137,17,69,2381.3850696086884
130,0.21656898243723097,0.513109896559103,0.6549522358144216,0.3776453963914414,57.646848938547336,33.058841798758124,1.3662668387357781,0.8691022468496566,130,-7.2118904558614245,120.0,59.58478704000299,65.02634939199197,744.2273312620964,43707,0.017027646172514618,0.9621121488079624,0.037887851192037726,0.09936732541747303,0.9006326745825269,0.45051360284964376,0.056782365407073244,0.644195732983964,1.0,0.9733478766434224,0.6993558856929285,0.48573775590924767,0.4127752767931036,0.02178618007115328,4.744494676350536,0.9559600239372408,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9559600239372408,17,69,2381.3850696086884
140,0.21610327265563817,0.5134149142217979,0.6549522358144216,0.376833308006975,61.41924246053942,35.22220307422247,1.340216591115161,1.0115412471934453,140,-7.2118904558614245,130.0,63.24660752499767,87.56144569900061,827.7648901799548,48945,0.01691214404290438,0.9601282252883784,0.03987177471162166,0.02051925038947426,0.9794807496105258,0.47937428030526213,0.6039484858432959,0.7968163304769824,0.9772030251596073,0.8829365345367315,0.749874895404779,0.209069775920046,0.1279164195938187,0.13627261146757458,4.963412358708097,0.8168454177517243,0.9131238021514818,0.015536082180228096,0.0,0.0,0.0,1.9687456743007314e-17,0.0,4.3251627686628654e-17,1.7455053020834341,17,69,2381.3850696086884
150,0.1939267336399937,0.52793948803272,0.6549522358144216,0.33816263701381627,64.99422218564338,37.27235310570063,1.3455413436569648,0.9549746276328841,150,-7.2118904558614245,140.0,63.483974212998874,135.09454110599472,958.725830970041,54340,0.01764309589565773,0.9611071991919546,0.038892800808045504,0.059220886623432105,0.9407791133765679,0.7049506348050842,0.7509965703051033,0.6431150336005086,0.584833502144525,0.9963198473011221,0.9415555048377787,0.05523366845855164,0.608634874613006,0.27389470750017086,5.559534343565851,0.9839021244288687,1.0,0.5267011873381618,0.0,0.0,0.0,0.0,0.0,0.0,2.5106033117670306,17,69,2381.3850696086884
