n_eval,delta_hv.delta_hv,delta_hv.hv,delta_hv.true_hv,delta_hv.ratio,delta_hv.regret,delta_hv.abs_regret,IGD.indicator,spread.delta,n_eval.n_eval,f_best.f_best,doe.size,time.sample,time.pretrain,time.train,time.infill,time.infill_eval,time.infill_n_eval,time.infill_eval_per_point,kernel_diagnostics.f0_failure_rate.graph_0.mg_ld_wloa_adsg_semantic_type.w_0,kernel_diagnostics.f0_failure_rate.graph_0.mg_ld_wloa_adsg_semantic_type.w_1,kernel_diagnostics.f0_failure_rate.graph_0.mg_ld_wloa_adsg_semantic_type.w_2,kernel_diagnostics.f0_failure_rate.graph_0.mg_ld_wloa_adsg_semantic_type.w_3,kernel_diagnostics.f0_failure_rate.graph_0.mg_ld_wloa_adsg_semantic_type.w_4,kernel_diagnostics.f0_failure_rate.graph_0.mg_ld_wloa_adsg_semantic_type.w_5,kernel_diagnostics.f0_failure_rate.graph_0.mg_ld_wloa_adsg_semantic_type.w_6,kernel_diagnostics.f0_failure_rate.graph_0.mg_ld_wloa_adsg_semantic_type.w_7,kernel_diagnostics.f0_failure_rate.graph_0.mg_ld_wloa_adsg_semantic_type.w_8,kernel_diagnostics.f0_failure_rate.graph_0.mg_ld_wloa_adsg_semantic_type.w_sum,kernel_diagnostics.f0_failure_rate.graph_0.mg_ld_wloa_adsg_semantic_type.adsg_weight,kernel_diagnostics.f0_failure_rate.graph_0.mg_ld_wloa_adsg_semantic_type.semantic_type_weight,kernel_diagnostics.f1_mass.graph_0.mg_ld_wloa_adsg_semantic_type.w_0,kernel_diagnostics.f1_mass.graph_0.mg_ld_wloa_adsg_semantic_type.w_1,kernel_diagnostics.f1_mass.graph_0.mg_ld_wloa_adsg_semantic_type.w_2,kernel_diagnostics.f1_mass.graph_0.mg_ld_wloa_adsg_semantic_type.w_3,kernel_diagnostics.f1_mass.graph_0.mg_ld_wloa_adsg_semantic_type.w_4,kernel_diagnostics.f1_mass.graph_0.mg_ld_wloa_adsg_semantic_type.w_5,kernel_diagnostics.f1_mass.graph_0.mg_ld_wloa_adsg_semantic_type.w_6,kernel_diagnostics.f1_mass.graph_0.mg_ld_wloa_adsg_semantic_type.w_7,kernel_diagnostics.f1_mass.graph_0.mg_ld_wloa_adsg_semantic_type.w_8,kernel_diagnostics.f1_mass.graph_0.mg_ld_wloa_adsg_semantic_type.w_sum,kernel_diagnostics.f1_mass.graph_0.mg_ld_wloa_adsg_semantic_type.adsg_weight,kernel_diagnostics.f1_mass.graph_0.mg_ld_wloa_adsg_semantic_type.semantic_type_weight,run,seed,runtime_sec
30,0.5157888993027613,0.3171351430078186,0.6549522358144216,1.0,0.0,0.0,4.4588402316527604,0.857703403997682,30,-3.6118781686112733,,,,,,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,5,57,3638.3602509498596
40,0.49086236848510223,0.3334608300979414,0.6549522358144216,0.9516729986795868,9.758364993397935,5.033256338939318,4.452795649796052,1.092633322341558,40,-3.6118781686112733,30.0,,,50.09959464287385,122.60562711488456,118.65459744492546,5501,0.02156964141881939,0.9999999999999999,0.99199170698323,0.06933562744848461,0.0,0.004784940130044633,0.03972225536007622,0.0,0.0,0.0,2.105834529921835,1.0,0.0,0.6727018969914581,0.7149374849440109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.387639381935469,1.0,0.0,5,57,3638.3602509498596
50,0.47304958102856204,0.3451273550686895,0.6549522358144216,0.9171379641322761,19.102419807457252,9.85281608650764,3.935480168167196,1.1754280303940416,50,-3.6118781686112733,40.0,,,54.188723862636834,85.28117340197787,200.20323343202472,10342,0.019358270492363636,0.7265443645836046,0.9968850162605789,0.08569249053651141,0.00045911684875909494,0.0006885777060736667,0.0751573012290988,0.0,0.0,0.0,1.8854268671646266,1.0,0.0,0.8742206463698192,0.0004205027186806398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8746411490884999,0.9992127679920781,0.0007872320079218985,5,57,3638.3602509498596
60,0.33631493646178806,0.4346820162409884,0.6549522358144216,0.6520398886374165,26.948309071305715,13.899638673959391,3.8518481571051932,1.141398408434069,60,-3.6118781686112733,50.0,,,54.155946222133934,112.65862687584013,308.8410810539499,15589,0.01981147482545063,0.6300939161201544,1.0,1.0,0.04682511838204528,0.0,0.0,0.0,0.0,0.0,2.6769190345021996,1.0,0.0,0.999777646746153,0.7279945770958012,9.747040258638482e-05,0.0,0.0,0.0,0.0,0.0,0.0,1.7278696942445406,1.0,0.0,5,57,3638.3602509498596
70,0.3211483347600774,0.4446154159352306,0.6549522358144216,0.6226352199401787,33.32168461419369,17.186955030068717,3.6197312282854055,1.004875461017858,70,-3.6118781686112733,60.0,,,54.39722983073443,131.97715414641425,436.7237895773724,21012,0.020784494078496685,0.9997105550744545,1.0,0.4832658551077777,1.1008532327089054e-05,0.0,0.0,0.0,0.0,0.0,2.4829874187145595,1.0,0.0,1.0,0.998313218475403,7.133881732677639e-20,0.0,0.0,0.0,0.0,0.0,0.0,1.998313218475403,0.32842449445992006,0.6715755055400799,5,57,3638.3602509498596
80,0.3206495666639704,0.4449420852149288,0.6549522358144216,0.6216682194933267,39.54320181136122,20.395944537188957,2.4493553171900313,1.1618388414332257,80,-3.6118781686112733,70.0,,,57.59606057871133,43.96461871592328,478.2209859103896,23609,0.02025587639927102,0.9999999999999996,0.7258121118555874,0.2263566650748667,7.377292520192382e-16,0.12789221104538584,1.1986165311045746e-17,0.0,0.0,0.0,2.0800609879758403,1.0,0.0,0.9977036002114357,0.9933925115525445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.99109611176398,0.7225096918014133,0.2774903081985866,5,57,3638.3602509498596
90,0.2156657209822349,0.5137014896685776,0.6549522358144216,0.4181278838566899,44.742182328111305,23.077520975419983,2.658628012365293,1.3045973704685079,90,-3.6118781686112733,80.0,,,59.22876593982801,56.67782504996285,531.7284355885349,27237,0.01952228349629309,0.8790905973195406,0.8383545221226033,0.9042218232856438,0.7606002508541307,0.3205198199714003,0.19802243237088132,0.0,0.0,1.537759799213348e-17,3.9008094459241995,1.0,0.0,1.0,0.5505084321202919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5505084321202918,1.0,0.0,5,57,3638.3602509498596
100,0.20707574820530872,0.5193275115444105,0.6549522358144216,0.4014738364575737,48.84019092968262,25.191228321357702,1.877933038883936,1.2794722809113857,100,-3.6118781686112733,90.0,,,60.70787234371528,128.15049550682306,655.906050673686,32526,0.02016559216238351,0.9943162171841741,0.9999999999999999,0.9999999999999999,0.5387081456971687,0.031955548182918146,0.0,0.0,0.0,0.0,3.564979911064261,1.0,0.0,0.9999999999999999,0.9594890564479377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9594890564479375,0.1244512906316797,0.8755487093683203,5,57,3638.3602509498596
110,0.19483773081527267,0.5273428283959504,0.6549522358144216,0.37774704162624,52.73629532010169,27.200795716460608,1.8331714743429859,1.1813410772438337,110,-3.6118781686112733,100.0,,,63.75958658615127,270.7060214821249,922.4365625274368,38460,0.023984309998113282,0.36287533932418586,0.8758078856578175,1.0,0.02264186271297621,0.3557861012542893,0.3261040176633274,7.40871365365622e-18,0.0,0.0,2.9432152066125963,1.0,0.0,1.0,0.5361219495288894,0.004285859016785569,0.0010138466097334353,3.5914196963582334e-19,0.0,0.0,3.7269449679189215e-20,0.0,1.5414216551554083,0.9459466796589056,0.05405332034109443,5,57,3638.3602509498596
120,0.19365102050999958,0.528120066963653,0.6549522358144216,0.3754462741865427,56.5022618991656,29.143239473086968,1.3591550884390091,1.1822658728062565,120,-3.6118781686112733,110.0,,,67.91180097078905,55.37832830008119,975.4026283891872,40875,0.023863061244995404,0.11849516258938271,0.28290921090923926,1.0,0.0,0.14487860975902106,0.06336752267670782,0.0,0.0,0.0,1.6096505059343507,1.0,0.0,0.9995751849259932,0.7268990094507582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7264741943767514,0.993621942839674,0.006378057160326078,5,57,3638.3602509498596
