n_eval,delta_hv.delta_hv,delta_hv.hv,delta_hv.true_hv,delta_hv.ratio,delta_hv.regret,delta_hv.abs_regret,IGD.indicator,spread.delta,n_eval.n_eval,f_best.f_best,doe.size,time.sample,time.pretrain,time.train,time.infill,time.infill_eval,time.infill_n_eval,time.infill_eval_per_point,kernel_diagnostics.f0_failure_rate.graph_0.mg_ld_wloa_adsg_semantic_type.w_0,kernel_diagnostics.f0_failure_rate.graph_0.mg_ld_wloa_adsg_semantic_type.w_1,kernel_diagnostics.f0_failure_rate.graph_0.mg_ld_wloa_adsg_semantic_type.w_2,kernel_diagnostics.f0_failure_rate.graph_0.mg_ld_wloa_adsg_semantic_type.w_3,kernel_diagnostics.f0_failure_rate.graph_0.mg_ld_wloa_adsg_semantic_type.w_4,kernel_diagnostics.f0_failure_rate.graph_0.mg_ld_wloa_adsg_semantic_type.w_5,kernel_diagnostics.f0_failure_rate.graph_0.mg_ld_wloa_adsg_semantic_type.w_6,kernel_diagnostics.f0_failure_rate.graph_0.mg_ld_wloa_adsg_semantic_type.w_7,kernel_diagnostics.f0_failure_rate.graph_0.mg_ld_wloa_adsg_semantic_type.w_8,kernel_diagnostics.f0_failure_rate.graph_0.mg_ld_wloa_adsg_semantic_type.w_sum,kernel_diagnostics.f0_failure_rate.graph_0.mg_ld_wloa_adsg_semantic_type.adsg_weight,kernel_diagnostics.f0_failure_rate.graph_0.mg_ld_wloa_adsg_semantic_type.semantic_type_weight,kernel_diagnostics.f1_mass.graph_0.mg_ld_wloa_adsg_semantic_type.w_0,kernel_diagnostics.f1_mass.graph_0.mg_ld_wloa_adsg_semantic_type.w_1,kernel_diagnostics.f1_mass.graph_0.mg_ld_wloa_adsg_semantic_type.w_2,kernel_diagnostics.f1_mass.graph_0.mg_ld_wloa_adsg_semantic_type.w_3,kernel_diagnostics.f1_mass.graph_0.mg_ld_wloa_adsg_semantic_type.w_4,kernel_diagnostics.f1_mass.graph_0.mg_ld_wloa_adsg_semantic_type.w_5,kernel_diagnostics.f1_mass.graph_0.mg_ld_wloa_adsg_semantic_type.w_6,kernel_diagnostics.f1_mass.graph_0.mg_ld_wloa_adsg_semantic_type.w_7,kernel_diagnostics.f1_mass.graph_0.mg_ld_wloa_adsg_semantic_type.w_8,kernel_diagnostics.f1_mass.graph_0.mg_ld_wloa_adsg_semantic_type.w_sum,kernel_diagnostics.f1_mass.graph_0.mg_ld_wloa_adsg_semantic_type.adsg_weight,kernel_diagnostics.f1_mass.graph_0.mg_ld_wloa_adsg_semantic_type.semantic_type_weight,run,seed,runtime_sec
30,0.5628224905414146,0.28633038726768095,0.6549522358144216,1.0,0.0,0.0,3.107102190398938,0.6935492710852856,30,-3.4273373120851334,,,,,,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,15,67,3028.2517869472504
40,0.3533442687858344,0.4235286169609274,0.6549522358144216,0.6278076564529789,8.139038282264895,4.580833796636245,2.983265205779424,0.8116349871045524,40,-3.4273373120851334,30.0,,,48.11782800313085,99.96885927161202,96.02474938007072,5209,0.018434392278761896,0.9690052266931553,0.07337146847816961,0.0,0.0,0.0,0.0,5.980023235744193e-17,1.052989869024583e-16,0.0,1.0423766951713251,1.0,0.0,0.9999999999999994,0.32921837529741843,2.9951447524812507e-18,9.19752596414376e-19,0.0,0.0,0.0,9.860761315262648e-32,0.00028160429548114104,1.329499979592899,0.5924092764878728,0.4075907235121272,15,67,3028.2517869472504
50,0.3510624280500571,0.4250231136525972,0.6549522358144216,0.6237533750869619,14.396843439964599,8.102867280815703,2.815445304267193,0.9204170845829027,50,-3.4273373120851334,40.0,,,50.44454131880775,41.22372171934694,134.9119176166132,7622,0.017700330309185674,0.15778706142438548,0.8846070315412069,0.0,0.0,0.0001330346018595539,0.030302278012997813,2.887491935035562e-20,1.11818886441341e-19,2.267597854878317e-20,1.0728294055804497,1.0,0.0,0.69836619277136,0.7449322828508519,0.003807094172401186,0.0,3.397116008177133e-21,0.0,0.0,1.3499137176158954e-05,0.0,1.447119068931789,0.7048952308676452,0.29510476913235484,15,67,3028.2517869472504
60,0.3383572148164229,0.4333444214664649,0.6549522358144216,0.6011792714447776,20.521506672623296,11.549965495148104,2.8819360125424227,1.0045166472503977,60,-3.4273373120851334,50.0,,,50.4586388040334,65.6207895479165,197.36250970512629,11389,0.017329222030479083,0.9169762166916474,0.9836344351616254,0.0,0.0,0.0,0.14289161815938295,0.0,0.0,0.0,2.043502270012656,1.0,0.0,0.9999929571778001,0.16704436720176444,2.9037250083621658e-05,0.0,4.032938171421726e-20,0.0,4.640225511778143e-21,0.0,9.628151112187154e-21,1.1670663616296482,0.4308973511817612,0.5691026488182388,15,67,3028.2517869472504
70,0.33639555240061525,0.43462921665161125,0.6549522358144216,0.5976938698327692,26.51587237901103,14.923729331233295,2.572886080667708,1.001599006812113,70,-3.4273373120851334,60.0,,,53.61220603110269,98.42400061991066,291.83550994237885,16649,0.01752871103023478,0.9536881027752906,1.0,0.0,0.0,0.0,0.12727762719779864,0.0,0.0,0.0,2.080965729973089,1.0,0.0,0.9838133318659428,0.14755236118727627,6.514470089265377e-06,0.0,0.0,0.0,0.0,0.0,0.0,1.1313722075233084,0.5323877271073194,0.4676122728926806,15,67,3028.2517869472504
80,0.22956839352422526,0.5045959032034053,0.6549522358144216,0.4078877397088181,31.543780426718964,17.753549060857498,2.8148266156684656,0.9998524553178157,80,-3.4273373120851334,70.0,,,53.99669900210574,90.27288095187396,377.6208329764195,21802,0.017320467524833478,0.9721220239443182,0.930686459454071,0.0,0.0,0.0,0.10507936953265269,0.0,0.0,0.0,2.007887852931042,1.0,0.0,1.0,0.9851437234608861,0.1865435193525531,0.0,0.0,0.0,0.0,0.0,0.0,2.171687242813439,0.9623829592064331,0.03761704079356686,15,67,3028.2517869472504
90,0.2187055589313107,0.5117105410073169,0.6549522358144216,0.3885870991419052,35.52615462097258,19.99491882313518,1.8234873784876404,0.856443574059795,90,-11.018041242710567,80.0,,,53.90596278803423,100.28637012513354,473.94700559368357,26968,0.01757442174405531,0.9002378422336078,1.0,0.33205642638761795,0.0,0.0,0.13019026927466068,0.0,0.0,0.0,2.3624845378958863,1.0,0.0,1.0,0.7417637801045043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7417637801045043,0.0,1.0,15,67,3028.2517869472504
100,0.21317551116459316,0.5153324581562891,0.6549522358144216,0.3787615362696791,39.362897798030495,22.1543241736147,1.531135537338332,1.0184900468425477,100,-11.018041242710567,90.0,,,58.579020402859896,118.47618363471702,588.4231596025638,32240,0.018251338697349996,0.5028558564113074,1.0,0.0,0.0,0.0,0.07258953159916934,0.0,0.0,0.0,1.5754453880104768,0.9901303181952662,0.009869681804733802,0.878821936638011,0.9003051605197647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7791270971577757,0.35284328915435403,0.647156710845646,15,67,3028.2517869472504
110,0.15420315574305749,0.5539565341908667,0.6549522358144216,0.27398186521423423,42.62661480545006,23.991217508152953,1.2766058189615284,0.9943250329513845,110,-11.018041242710567,100.0,,,59.5377825233154,169.18153343815356,753.5190276172943,37710,0.019981941862033795,0.9773642315324226,0.7846527987786024,0.33304464337891626,0.0,0.0,0.13430131539480936,0.0,0.0,0.0,2.2293629890847506,1.0,0.0,0.979765574984459,0.09800500649470788,8.420235626592024e-19,0.0,0.0,5.1959180719240686e-18,0.0,0.0,0.0,1.077770581479167,1.0,0.0,15,67,3028.2517869472504
120,0.1535272618229956,0.5543992124249846,0.6549522358144216,0.27278096451921807,45.360428954117324,25.529869595983218,1.2751987271527168,1.0518079814425507,120,-11.018041242710567,110.0,,,62.49499943712726,118.57576785376295,867.9988062735647,42915,0.020226000379204582,0.9401653673111433,0.5541590961660183,0.0,0.0,0.0,0.35254707549952385,0.06749389358454466,0.0019509478686637312,0.0,1.916316380429894,1.0,0.0,1.0,0.5842429849811951,2.4132429722762086e-18,0.0,4.874922195007633e-19,2.648674914690599e-18,3.320897029394164e-19,0.0,0.0,1.584242984981195,1.0,3.1486512143039905e-19,15,67,3028.2517869472504
