problem,cv_folds,fold,budget,sample_id,discrete_arch_id,f0,f1
mdgnc_edge_failures,10,3,250,3,3,-10.806276042639906,78.18513491229605
mdgnc_edge_failures,10,3,250,13,11,-4.295580335092749,35.06052354965658
mdgnc_edge_failures,10,3,250,33,31,-8.220261302894766,62.21853120239936
mdgnc_edge_failures,10,3,250,43,0,-3.536096682071853,30.99365591713756
mdgnc_edge_failures,10,3,250,63,58,-3.473159256428543,38.876841266693646
mdgnc_edge_failures,10,3,250,83,78,-3.921373182319663,54.77422455526116
mdgnc_edge_failures,10,3,250,93,86,-7.2364063981375475,61.190607177035695
mdgnc_edge_failures,10,3,250,123,109,-7.098552898833564,50.70584345947368
mdgnc_edge_failures,10,3,250,133,119,-4.013806456081431,44.49849110251705
mdgnc_edge_failures,10,3,250,153,135,-3.748934239182799,44.10815633238179
mdgnc_edge_failures,10,3,250,173,6,-3.5694167717041294,27.464845394110085
mdgnc_edge_failures,10,3,250,183,70,-4.233526444254976,44.69264735595275
mdgnc_edge_failures,10,3,250,203,175,-4.329952659738797,44.38363610988101
mdgnc_edge_failures,10,3,250,223,190,-4.209620451128937,46.95576481193036
mdgnc_edge_failures,10,3,250,233,197,-7.196425122288217,53.072168499727766
mdgnc_edge_failures,10,3,250,253,212,-7.782946132684234,59.8245294156862
mdgnc_edge_failures,10,3,250,263,219,-7.6866213653263555,62.57432753745289
mdgnc_edge_failures,10,3,250,283,236,-3.759459345420353,41.30773553566233
mdgnc_edge_failures,10,3,250,303,251,-6.73120876505751,51.867714568488566
mdgnc_edge_failures,10,3,250,313,261,-3.906535242982807,40.10135579327482
mdgnc_edge_failures,10,3,250,333,279,-7.557542562195145,58.67901058346233
mdgnc_edge_failures,10,3,250,343,287,-7.503492870149119,55.95347174241521
mdgnc_edge_failures,10,3,250,363,304,-7.48909228572568,71.62078963912926
mdgnc_edge_failures,10,3,250,383,116,-3.53400695993291,34.1776156194511
mdgnc_edge_failures,10,3,250,393,327,-4.09163011504108,44.44795345239383
mdgnc_edge_failures,10,3,250,413,346,-4.22169298148637,45.6582187598567
mdgnc_edge_failures,10,3,250,433,361,-7.175246442487458,48.20689101437018
mdgnc_edge_failures,10,3,250,443,369,-3.9095602008066743,47.65117884711175
mdgnc_edge_failures,10,3,250,463,383,-4.172105166761953,57.10672683869821
mdgnc_edge_failures,10,3,250,473,129,-3.635915424077679,29.28616653198352
mdgnc_edge_failures,10,3,250,493,403,-3.847147072235396,53.66515120843424
mdgnc_edge_failures,10,3,250,513,415,-3.82929605210587,42.89576764885777
mdgnc_edge_failures,10,3,250,523,423,-7.029337864785158,53.86267957043816
mdgnc_edge_failures,10,3,250,543,320,-3.76837499038832,32.06156520673739
mdgnc_edge_failures,10,3,250,563,449,-7.214218042740637,46.061527644809935
mdgnc_edge_failures,10,3,250,573,47,-3.8973890064512617,41.96211142513811
mdgnc_edge_failures,10,3,250,593,468,-3.824910588557017,31.92565129583236
mdgnc_edge_failures,10,3,250,603,477,-7.407775268911648,59.09707118356394
