n_eval,delta_hv.delta_hv,delta_hv.hv,delta_hv.true_hv,delta_hv.ratio,delta_hv.regret,delta_hv.abs_regret,IGD.indicator,spread.delta,n_eval.n_eval,f_best.f_best,doe.size,time.sample,time.pretrain,time.train,time.infill,time.infill_eval,time.infill_n_eval,time.infill_eval_per_point,kernel_weight.f0_failure_rate.graph_0.mg_ld_wloa_adsg_semantic_type,kernel_weight.f0_failure_rate.sizing,kernel_weight.f1_mass.graph_0.mg_ld_wloa_adsg_semantic_type,kernel_weight.f1_mass.sizing,kernel_diagnostics.f0_failure_rate.graph_0.mg_ld_wloa_adsg_semantic_type.w_0,kernel_diagnostics.f0_failure_rate.graph_0.mg_ld_wloa_adsg_semantic_type.w_1,kernel_diagnostics.f0_failure_rate.graph_0.mg_ld_wloa_adsg_semantic_type.w_2,kernel_diagnostics.f0_failure_rate.graph_0.mg_ld_wloa_adsg_semantic_type.w_3,kernel_diagnostics.f0_failure_rate.graph_0.mg_ld_wloa_adsg_semantic_type.w_4,kernel_diagnostics.f0_failure_rate.graph_0.mg_ld_wloa_adsg_semantic_type.w_5,kernel_diagnostics.f0_failure_rate.graph_0.mg_ld_wloa_adsg_semantic_type.w_6,kernel_diagnostics.f0_failure_rate.graph_0.mg_ld_wloa_adsg_semantic_type.w_7,kernel_diagnostics.f0_failure_rate.graph_0.mg_ld_wloa_adsg_semantic_type.w_8,kernel_diagnostics.f0_failure_rate.graph_0.mg_ld_wloa_adsg_semantic_type.w_sum,kernel_diagnostics.f0_failure_rate.graph_0.mg_ld_wloa_adsg_semantic_type.adsg_weight,kernel_diagnostics.f0_failure_rate.graph_0.mg_ld_wloa_adsg_semantic_type.semantic_type_weight,kernel_diagnostics.f1_mass.graph_0.mg_ld_wloa_adsg_semantic_type.w_0,kernel_diagnostics.f1_mass.graph_0.mg_ld_wloa_adsg_semantic_type.w_1,kernel_diagnostics.f1_mass.graph_0.mg_ld_wloa_adsg_semantic_type.w_2,kernel_diagnostics.f1_mass.graph_0.mg_ld_wloa_adsg_semantic_type.w_3,kernel_diagnostics.f1_mass.graph_0.mg_ld_wloa_adsg_semantic_type.w_4,kernel_diagnostics.f1_mass.graph_0.mg_ld_wloa_adsg_semantic_type.w_5,kernel_diagnostics.f1_mass.graph_0.mg_ld_wloa_adsg_semantic_type.w_6,kernel_diagnostics.f1_mass.graph_0.mg_ld_wloa_adsg_semantic_type.w_7,kernel_diagnostics.f1_mass.graph_0.mg_ld_wloa_adsg_semantic_type.w_8,kernel_diagnostics.f1_mass.graph_0.mg_ld_wloa_adsg_semantic_type.w_sum,kernel_diagnostics.f1_mass.graph_0.mg_ld_wloa_adsg_semantic_type.adsg_weight,kernel_diagnostics.f1_mass.graph_0.mg_ld_wloa_adsg_semantic_type.semantic_type_weight,run,seed,runtime_sec
30,0.5734717926039548,0.27935560307195717,0.6549522358144216,1.0,0.0,0.0,3.4375364127423684,0.6743406740447252,30,-3.4078489970365196,,,,,,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,69,3744.6972827911377
40,0.28992675237571724,0.46506406112353144,0.6549522358144216,0.5055641029164681,7.5278205145823405,4.31699272489836,3.228211403926416,0.837687421980197,40,-3.4078489970365196,30.0,,,51.75998445507139,110.48542327899486,106.3942925739102,5226,0.02035864764139116,0.9900990099009901,0.009900990099009846,0.4791797053491531,0.520820294650847,0.6278668637760689,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.627866863776069,1.0,0.0,0.9999157931287602,1.565037983781764e-05,0.0008214983255850314,4.821858772990922e-05,0.0,0.0,0.0,0.0,0.0,1.000801160421913,0.9999802770706762,1.972292932380369e-05,17,69,3744.6972827911377
50,0.2829029886714918,0.4696642908654461,0.6549522358144216,0.49331631009594806,12.52222257964442,7.181141430134405,2.8830002755995046,0.6712800759882738,50,-3.4078489970365196,40.0,,,53.31079427106306,99.34788696700707,201.68319768365473,10453,0.019294288499345138,0.01400885708954262,0.9859911429104574,0.014128794179030122,0.9858712058209699,0.8674751570066067,1.0,0.0,0.001874975750316921,3.205127704639723e-05,0.0006117572073454387,0.0,0.0,0.0018358694448737242,1.871829810686189,1.0,0.0,0.8456458622096481,0.718026577117437,0.0,0.0,0.0,0.0,0.0,0.0,4.0408808153987303e-19,1.563672439327085,1.0,0.0,17,69,3744.6972827911377
60,0.2744674305564443,0.47518917851323894,0.6549522358144216,0.4786066796941732,17.381837528595028,9.967993526274086,2.3574337083985384,0.9364428922392345,60,-4.234322022142236,50.0,,,54.868199463933706,90.12025197781622,288.55672345357016,14473,0.019937588851901483,0.038560607942211146,0.9614393920577888,0.03723928003551101,0.962760719964489,0.9964695023859763,0.9778240232176393,0.0,1.6809078918503785e-19,0.000721618554067337,2.6464671818702466e-20,0.0,9.899154846119482e-20,0.0,1.9750151441576829,1.0,1.5232000064564934e-19,0.9411356882942298,0.999326908618847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9404625969130769,1.0,0.0,17,69,3744.6972827911377
70,0.2645907203090463,0.48165795197226347,0.6549522358144216,0.461384018745932,22.081791020795556,12.663284280601538,2.109545797278068,0.9820667406307312,70,-4.234322022142236,60.0,,,57.97945834789425,115.71087901620194,400.22781317075714,19820,0.020193128817898948,0.02401219867529416,0.9759878013247059,0.010597529234150641,0.9894024707658493,0.28315778220920307,0.9999999999999979,4.039303613811995e-15,0.0,0.0,0.0,0.0,0.0,0.0,1.283157782209205,0.9851953506614471,0.014804649338552816,0.9999999999999991,0.0620629232825477,2.9603111374799807e-16,1.1681705947663808e-17,0.0,0.0,6.541641184105073e-17,0.0,0.0,1.0620629232825471,0.40621261833369127,0.5937873816663087,17,69,3744.6972827911377
80,0.26321467120884356,0.48255919840703165,0.6549522358144216,0.45898451258372913,26.68363367744386,15.302311238190986,1.9479006120671971,0.9503740722543043,80,-4.234322022142236,70.0,,,59.889795028138906,117.57296661101282,513.7063809647225,25102,0.020464759021780035,0.41525540594333576,0.5847445940566642,0.30103608691270517,0.6989639130872949,0.13579564810317984,0.9807303293422855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1165259774454654,1.0,0.0,0.949656906744188,0.08090345057831391,1.3234889800848443e-22,2.567568621364598e-21,1.0587911840678754e-22,0.0,1.6623021589865644e-20,2.8732118577029416e-21,2.064642808932357e-21,1.030560357322502,0.9959484050808209,0.004051594919179009,17,69,3744.6972827911377
90,0.20284261957823543,0.5221000086032022,0.6549522358144216,0.3537098462283402,30.747105471504206,17.63259769212638,1.5685379843393799,1.0603629880730345,90,-11.18544429455809,80.0,,,61.06061325920746,100.59485548734665,610.2199989445508,30264,0.020163230205675085,0.9900990099009901,0.009900990099009889,0.024085638999378316,0.9759143610006217,0.3025493836033617,1.0,1.0,0.9848186672265339,0.9327020826227072,0.9434758774110573,0.7853219398359517,0.07369579563770143,0.2468744908927982,6.269438237230112,1.0,0.0,0.9511228611825402,0.07346591100144725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0245887721839875,0.8309098891183949,0.1690901108816051,17,69,3744.6972827911377
100,0.20079048261213522,0.5234440602973469,0.6549522358144216,0.35013140175632507,34.266311711427534,19.650763203078235,1.525655772219901,1.0715189916407464,100,-11.18544429455809,90.0,,,62.64717898191884,103.5821492462419,709.7284664246254,35422,0.02003637475085047,0.9900990099009901,0.00990099009900991,0.013977056306580587,0.9860229436934194,0.2378459781775639,0.9960631432367675,1.0,0.9918340628637893,0.8188924736132039,0.8692335949445322,0.44740225757854424,1.4900308110184178e-17,1.7100435589429983e-17,5.361271510414401,1.0,3.9884756855484885e-18,0.9997015851598573,0.9473435638865642,0.0,0.0,0.0,0.0,6.911788849595091e-19,0.0,0.0,1.9470451490464216,0.43772851635444276,0.5622714836455572,17,69,3744.6972827911377
110,0.1934037968704359,0.5282819866391314,0.6549522358144216,0.3372507582147157,37.70322251128274,21.62173460049109,1.2984208182066244,1.043240912978368,110,-11.18544429455809,100.0,,,67.63920961366966,114.80687380488962,820.4700136044994,40520,0.020248519585500974,0.9900990099009901,0.00990099009900986,0.41007888926357994,0.5899211107364201,0.15418750114741914,1.0,0.9999999999999998,0.9645374512347253,1.0,0.5888776152268693,0.0,0.0,0.0,4.707602567609014,1.0,0.0,0.9948859786840374,0.7626225629907736,3.3881317890172014e-21,0.0,0.0,0.0,1.8248477815646647e-17,8.876905287225068e-19,0.0,1.7575085416748109,1.0,2.4470781846176737e-17,17,69,3744.6972827911377
120,0.19050007886452863,0.530183783239275,0.6549522358144216,0.33218735659085824,41.05041308531061,23.541253979165916,1.2815252148842118,1.071466944533343,120,-11.18544429455809,110.0,,,70.63963083829731,179.85835377965122,996.1795833483338,45951,0.021679170928779218,0.9900990099009901,0.009900990099009889,0.023969531434476853,0.9760304685655231,0.44151616774862845,0.9999999999999999,1.0,0.9012644904831256,0.7189160896235075,0.30810562644400674,0.0,0.0,0.0,4.369802374299268,1.0,0.0,1.0,0.9999999999999998,0.2012215755615774,0.0,0.0,0.0,0.0,0.0,0.0,2.2012215755615774,0.10991109309179692,0.8900889069082031,17,69,3744.6972827911377
