problem,cv_folds,fold,budget,sample_id,discrete_arch_id,f0,f1
mdgnc,10,0,25,0,0,-3.5822667210049586,21.47293908650761
mdgnc,10,0,25,1320,9,-3.880441019228899,38.17872145672413
mdgnc,10,0,25,1660,25,-3.7620481714187486,42.92758077203407
mdgnc,10,0,25,2450,61,-3.8584135066988487,32.08714225332049
mdgnc,10,0,25,2680,156,-3.911216724990457,49.35974204507044
mdgnc,10,0,25,2770,246,-3.7557151798601,40.06040808701104
mdgnc,10,0,25,2990,288,-7.260659591631531,46.479657216614186
mdgnc,10,0,25,3090,290,-7.018561660845115,38.83096453882362
mdgnc,10,0,25,3200,362,-7.074488241170815,53.13948503732333
mdgnc,10,0,25,3300,462,-7.485941274647621,45.52693147882097
mdgnc,10,0,25,3510,502,-3.979366648236109,38.47091359165291
mdgnc,10,0,25,3740,572,-7.469184469712137,45.074542851750216
mdgnc,10,0,25,3840,672,-7.25296064827018,50.31531655422668
mdgnc,10,0,25,3930,751,-8.087155815639482,50.59970289994066
mdgnc,10,0,25,4030,851,-8.156854442096424,54.45872448204703
mdgnc,10,0,25,4120,941,-7.307890162985287,49.0424472288147
mdgnc,10,0,25,4220,1041,-7.604566886636235,57.47690932537368
mdgnc,10,0,25,4310,1131,-7.4377892204540705,53.82212753049816
mdgnc,10,0,25,4410,1231,-7.3701197756905135,54.24177020276491
mdgnc,10,0,25,4510,1331,-3.89173785330026,48.09168737345331
mdgnc,10,0,25,4600,1421,-3.824255601064229,44.98904749705447
mdgnc,10,0,25,4700,1521,-7.631442327479261,60.4621591808965
mdgnc,10,0,25,4790,1611,-7.500815907506,50.60764100613042
mdgnc,10,0,25,4890,1711,-10.88751324301636,60.48406415027006
mdgnc,10,0,25,4990,1811,-10.604879939140387,55.162776522367615
