n_eval,delta_hv.delta_hv,delta_hv.hv,delta_hv.true_hv,delta_hv.ratio,delta_hv.regret,delta_hv.abs_regret,IGD.indicator,spread.delta,n_eval.n_eval,f_best.f_best,doe.size,time.train,time.infill,time.infill_eval,time.infill_n_eval,time.infill_eval_per_point,kernel_weight.f0_failure_rate.graph_0.ld_wloa,kernel_weight.f0_failure_rate.sizing,kernel_weight.f1_mass.graph_0.ld_wloa,kernel_weight.f1_mass.sizing,kernel_diagnostics.f0_failure_rate.graph_0.ld_wloa.w_0,kernel_diagnostics.f0_failure_rate.graph_0.ld_wloa.w_1,kernel_diagnostics.f0_failure_rate.graph_0.ld_wloa.w_2,kernel_diagnostics.f0_failure_rate.graph_0.ld_wloa.w_3,kernel_diagnostics.f0_failure_rate.graph_0.ld_wloa.w_4,kernel_diagnostics.f0_failure_rate.graph_0.ld_wloa.w_5,kernel_diagnostics.f0_failure_rate.graph_0.ld_wloa.w_6,kernel_diagnostics.f0_failure_rate.graph_0.ld_wloa.w_7,kernel_diagnostics.f0_failure_rate.graph_0.ld_wloa.w_8,kernel_diagnostics.f0_failure_rate.graph_0.ld_wloa.w_sum,kernel_diagnostics.f1_mass.graph_0.ld_wloa.w_0,kernel_diagnostics.f1_mass.graph_0.ld_wloa.w_1,kernel_diagnostics.f1_mass.graph_0.ld_wloa.w_2,kernel_diagnostics.f1_mass.graph_0.ld_wloa.w_3,kernel_diagnostics.f1_mass.graph_0.ld_wloa.w_4,kernel_diagnostics.f1_mass.graph_0.ld_wloa.w_5,kernel_diagnostics.f1_mass.graph_0.ld_wloa.w_6,kernel_diagnostics.f1_mass.graph_0.ld_wloa.w_7,kernel_diagnostics.f1_mass.graph_0.ld_wloa.w_8,kernel_diagnostics.f1_mass.graph_0.ld_wloa.w_sum,run,seed,runtime_sec
30,0.4998181270855287,0.3275952359791779,0.6549522358144216,1.0,0.0,0.0,3.2995702986030575,0.7067994283854259,30,-3.491220255252267,,,,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,3,55,2534.1768941879272
40,0.45333524171239237,0.358039305681419,0.6549522358144216,0.9070004010375115,9.535002005187557,4.765766843989605,3.2708388271438755,0.6465745117569703,40,-3.491220255252267,30.0,41.74723268899834,21.10492336900643,19.132551121998404,1710,0.01118862638713357,0.010427548955437552,0.9895724510445625,0.01349279807870792,0.986507201921292,0.9555498633099185,0.9874161230667662,0.7001815627504892,0.058701904450682796,0.0,0.414574491049315,0.0,0.6395259824847512,0.3315618995353783,4.087511826647301,0.8229252890694962,0.899913753413047,0.9568941620009335,0.0,0.0,0.0,0.0,0.0,0.0,2.679733204483477,3,55,2534.1768941879272
50,0.22909830968356695,0.5049037856658647,0.6549522358144216,0.45836334712279,16.361820745989064,8.177934600969401,2.8729459593128976,0.9254670081802412,50,-3.491220255252267,40.0,43.124202864994004,97.15737407899724,112.39053682203667,6994,0.01606956488733724,0.010164199057131638,0.9898358009428684,0.021083493629755652,0.9789165063702443,0.980179099408927,0.000973452146245402,0.0,0.011650056916962023,0.0006056151492357176,0.016140239445708148,0.0,0.0,0.0,1.0095484630670783,0.9659226744280245,0.2433088104117365,0.9457373064572295,6.776263578034403e-21,2.407412430484045e-35,2.3432711080966396e-20,0.0,0.0,1.3783479095081906e-20,2.1549687912969904,3,55,2534.1768941879272
60,0.22489632523435055,0.5076558847757364,0.6549522358144216,0.44995632020338144,20.90341908261992,10.447907775558988,2.2346574770454333,0.8930169455681283,60,-3.491220255252267,50.0,48.09335505100171,35.5462955710027,145.5921256330621,9501,0.015323873869388707,0.09727738913497537,0.9027226108650246,0.010240335564452998,0.989759664435547,1.0,0.1369434938431163,0.0,6.80477040942992e-18,0.06487686388076312,0.0,0.0,0.0,0.0,1.2018203577238793,0.8527846130777619,0.44167734332960545,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2944619564073676,3,55,2534.1768941879272
70,0.2178457952891282,0.5122736451270363,0.6549522358144216,0.4358501292448133,25.332451329860895,12.661618378176382,1.9305977848885856,0.9885568147781734,70,-3.491220255252267,60.0,50.93340313599765,93.41323470600037,235.4671968961411,14236,0.016540263901105724,0.014844474507391948,0.9851555254926081,0.011486383938188858,0.9885136160618111,0.9965700777069011,0.10761450410259088,0.0,0.0,0.0,0.14554649775940634,0.0,0.0,0.0,1.2497310795688983,0.9999999999999986,0.9230722462904428,1.0067981536292462e-15,1.6002410695429213e-15,1.4526425700358065e-16,0.0,4.420370436298576e-15,0.0,1.3896531427630209e-15,1.92307224629045,3,55,2534.1768941879272
80,0.2111677566224211,0.5166474414826513,0.6549522358144216,0.4224891919261787,29.624147935715854,14.806686137734129,1.6688186922130592,1.017033999927604,80,-3.491220255252267,70.0,54.60421214099915,52.78778507300012,285.29620355409133,17614,0.016197127486890617,0.9900990099009901,0.009900990099009898,0.013056091878331639,0.9869439081216683,0.7371780389559903,0.7882036650093446,0.9989414065581024,0.9151371576013008,0.8701289258733886,0.5077284948489836,0.39850019114530183,0.2244040292773672,1.7853452757145357e-17,5.440221909269779,1.0,0.9287712037747717,3.3167094103981373e-17,0.0,0.0,0.0,0.0,0.0,0.0,1.9287712037747717,3,55,2534.1768941879272
90,0.1505132415489202,0.5563732517422803,0.6549522358144216,0.3011360200690849,33.24227399569217,16.615091128590837,1.7860096385802655,1.260714270266796,90,-3.491220255252267,80.0,55.06822199199814,87.04133353799989,368.35235853910854,22805,0.016152263036137187,0.9900990099009901,0.009900990099009885,0.013340147042006426,0.9866598529579935,1.0,0.0,0.8456509143416427,0.045333590295093845,0.5229419674723642,0.24164499681463544,0.0,0.0,0.0,2.6555714689237364,0.9729812442027321,1.0,1.4689928825961702e-17,0.0,6.234670342395266e-20,0.0,0.0,3.1949834788722218e-18,0.0,1.9729812442027321,3,55,2534.1768941879272
100,0.13632031164199004,0.5656689429175815,0.6549522358144216,0.2727398312599874,36.11165325233753,18.04925889454539,1.073496649519737,1.1911757601787456,100,-3.491220255252267,90.0,56.06164304199774,88.94313628500095,453.6958800371067,27340,0.016594582298357963,0.9900990099009901,0.009900990099009885,0.01859857415496099,0.981401425845039,0.9999999999999999,0.3883115789701599,0.9864265453527127,0.49713624161474945,0.769347763920515,0.38480481938985567,0.0,0.0,0.0,4.026026949247992,0.8563446966583372,0.9999999999999992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8563446966583363,3,55,2534.1768941879272
110,0.11896169445468388,0.5770380080550543,0.6549522358144216,0.23800996404103447,38.665402228842645,19.325668925028758,1.0129342369619116,1.1296537780270046,110,-3.491220255252267,100.0,58.908043467003154,168.58848436800326,618.1925247030886,33060,0.018699108430220466,0.9900990099009901,0.009900990099009889,0.010082559658229998,0.98991744034177,0.8438541182905919,0.3959263926127333,0.9784260733412057,0.5947651252166073,0.7357680050215489,0.7411491734054692,0.0004808895645391313,0.0002244030895883309,4.778942747422323e-05,4.290641969969758,0.8460856805587382,0.7508090240720764,0.0,4.315269503814616e-17,0.0,0.0,0.0,0.0,0.0,1.5968947046308146,3,55,2534.1768941879272
120,0.11827770517627588,0.5774859883622208,0.6549522358144216,0.23664148770665983,41.038659487581114,20.511865923183557,0.820454079300013,1.0799891949593656,120,-3.491220255252267,110.0,59.41465218999656,95.11635448000015,710.049606624023,37197,0.01908889444374608,0.9900990099009901,0.009900990099009882,0.2846414861147601,0.71535851388524,0.6388738196583756,0.6764671004767624,0.9750377854932151,0.6929912295282437,0.8233482593566208,0.8152878940776431,2.5478751053409354e-17,0.0,0.0,4.622006088590861,1.0,0.7469535170089237,6.842158908302362e-18,0.0,0.0,0.0,0.0,7.380069956348551e-17,0.0,1.7469535170089237,3,55,2534.1768941879272
