x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,f0,f1,run,seed
1.0,2.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.19024169838252622,0.24563560564868844,0.0,0.0,0.0,0.5,7.279511108257648e-18,0.0,0.0,-7.8656520077187935,34.67570128196106,1,2001
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12860705433025868,0.5,0.5,0.0,0.5,0.5,0.0,0.5,0.5,-3.487747406437297,11.615778420964542,1,2001
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24972491957014514,0.5,0.5,0.013015225632401404,0.5,0.5,0.012988407123581059,0.5,0.5,-3.4886183673746873,12.092559544716103,1,2001
2.0,2.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.2635463866529162,0.13298920875758344,0.046724007511226094,3.957428083259252e-18,0.07563591377132337,0.0,1.0340385387888567e-18,0.050575532690766756,0.05909833713277607,-10.970222625107318,41.23714042466099,1,2001
2.0,2.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.29809989584731683,0.14036426521719567,0.052485002160231796,0.0,0.11073479764689939,6.000229299041883e-20,7.986975043540183e-19,0.08991581343714183,0.09184854918004962,-10.9719598671801,42.034237413725876,1,2001
1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.734723475976807e-16,2.8158495066537377e-17,0.5,0.003829704833893048,0.0,0.5,0.0,2.7011873470596637e-17,0.5,-7.208062644604858,25.022978229003357,1,2001
1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4920401909991839,0.5,0.5,0.0009938418630699426,0.011343040283956904,0.5,0.16880949215900642,0.22544217332712296,0.5,-4.140162851582432,24.13425613270853,1,2001
0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.01953363513058493,0.26345070316568275,0.5,8.404926260928313e-17,0.5,0.5,0.0,0.0,0.5,-4.102044663990937,19.988514851299353,1,2001
0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17137895898266114,0.5,0.5,0.0,0.5,0.5,0.0,0.0,0.5,-3.761103072971505,15.705595233073865,1,2001
0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.010535115691776214,0.34813529832970214,0.5,1.923830752247644e-18,0.5,0.5,0.007603396975994572,1.6188471575143834e-18,0.5,-4.102052204491327,20.394784604096216,1,2001
