problem,cv_folds,fold,budget,sample_id,discrete_arch_id,f0,f1
mdgnc,10,4,100,4,0,-3.482790810651468,23.081653214501472
mdgnc,10,4,100,374,2,-3.7290140654701847,28.041251582798463
mdgnc,10,4,100,744,4,-4.460805682668184,43.556021309357405
mdgnc,10,4,100,1304,7,-3.7390370529284778,35.029655070333334
mdgnc,10,4,100,1324,13,-3.833379978619917,27.294489746479652
mdgnc,10,4,100,1344,12,-3.75904954858401,38.15205378942991
mdgnc,10,4,100,1484,17,-3.782045800864664,38.57423471411985
mdgnc,10,4,100,1504,37,-3.734154604307962,39.188671751949165
mdgnc,10,4,100,1524,32,-4.045566733335242,37.29530653201964
mdgnc,10,4,100,1854,40,-4.095647883466018,41.72439099934738
mdgnc,10,4,100,2224,42,-3.5531195695971998,43.03940119771013
mdgnc,10,4,100,2424,60,-3.724192592064599,44.49135395458192
mdgnc,10,4,100,2454,65,-3.860000798063249,41.31951505625088
mdgnc,10,4,100,2594,70,-3.707770846630784,42.08355554064166
mdgnc,10,4,100,2614,90,-3.898574007767456,54.21256909097366
mdgnc,10,4,100,2644,120,-3.8208008157347857,48.254831265479794
mdgnc,10,4,100,2664,140,-3.704481719786093,55.211799234737306
mdgnc,10,4,100,2684,160,-3.8735554279341415,43.14383260679597
mdgnc,10,4,100,2714,190,-3.746614164358858,42.69699176247167
mdgnc,10,4,100,2734,210,-3.8494813245171775,39.45077074458252
mdgnc,10,4,100,2754,230,-3.7486704496379057,42.41890477956528
mdgnc,10,4,100,2784,260,-3.845813542612779,35.99468735972809
mdgnc,10,4,100,2804,259,-4.005112363517973,34.0570383922955
mdgnc,10,4,100,2824,258,-4.172860794809046,38.89499945372546
mdgnc,10,4,100,2964,262,-6.961135442298211,41.82337172990623
mdgnc,10,4,100,2984,282,-7.282431088231605,49.30525291817365
mdgnc,10,4,100,3004,302,-7.188172101780215,43.09523523031654
mdgnc,10,4,100,3034,283,-7.096832374371216,36.055235657700685
mdgnc,10,4,100,3054,303,-7.183202876781059,38.99410035969528
mdgnc,10,4,100,3074,274,-7.175167097695898,39.75617442975066
mdgnc,10,4,100,3104,304,-7.26843302616212,39.07784957774766
mdgnc,10,4,100,3144,278,-7.061867487383301,37.838417684077314
mdgnc,10,4,100,3164,326,-7.116972671028637,40.13596742720229
