problem,cv_folds,fold,budget,sample_id,discrete_arch_id,f0,f1
mdgnc,10,4,25,4,0,-3.482790810651468,23.081653214501472
mdgnc,10,4,25,1324,13,-3.833379978619917,27.294489746479652
mdgnc,10,4,25,1664,14,-3.698974552931847,41.19378724493858
mdgnc,10,4,25,2584,53,-3.72202016215184,43.113088879885225
mdgnc,10,4,25,2674,150,-3.7883165740479567,48.47345673288177
mdgnc,10,4,25,2774,250,-3.699767216044306,43.96278366948994
mdgnc,10,4,25,2984,282,-7.282431088231605,49.30525291817365
mdgnc,10,4,25,3074,274,-7.175167097695898,39.75617442975066
mdgnc,10,4,25,3194,356,-7.321878377408261,47.0380211554498
mdgnc,10,4,25,3294,456,-7.420389685669644,47.90011283566548
mdgnc,10,4,25,3514,491,-3.9966257418884696,39.163144463587855
mdgnc,10,4,25,3734,566,-7.385148327425201,41.589156023867794
mdgnc,10,4,25,3834,666,-7.417384396933881,48.176552954684254
mdgnc,10,4,25,3924,745,-7.79144570249045,54.19798862873721
mdgnc,10,4,25,4024,845,-8.461995141343179,58.17631888018512
mdgnc,10,4,25,4124,945,-7.021195075783473,48.43001735935104
mdgnc,10,4,25,4214,1035,-7.518877367930298,59.069005838221926
mdgnc,10,4,25,4314,1135,-7.311932177700378,55.05420296517696
mdgnc,10,4,25,4414,1235,-7.441025223451152,46.18092233551612
mdgnc,10,4,25,4504,1325,-3.8427727884911143,45.69825277814964
mdgnc,10,4,25,4604,1425,-3.845484106478578,50.44051841901232
mdgnc,10,4,25,4704,1525,-8.369003347432967,62.551379472204665
mdgnc,10,4,25,4794,1615,-7.66118587753813,43.904732514056434
mdgnc,10,4,25,4894,1715,-11.235753882265604,54.90984275706965
mdgnc,10,4,25,4994,1815,-10.70924446180076,58.49662099296567
