n_eval,best_gap.gap,best_gap.ratio,best_gap.regret,best_gap.abs_regret,best_gap.f_best,best_gap.f_opt,n_eval.n_eval,f_best.f_best,doe.size,time.train,time.infill,time.infill_eval,time.infill_n_eval,time.infill_eval_per_point,run,seed,runtime_sec
75,1.39064027749422,1.0,0.0,0.0,8.03075842565365,6.64011814815943,75,8.03075842565365,,,,,,,0,2000,29.786551237106323
85,1.39064027749422,1.0,10.0,13.9064027749422,8.03075842565365,6.64011814815943,85,8.03075842565365,,,,,,,0,2000,29.786551237106323
95,1.39064027749422,1.0,20.0,27.8128055498844,8.03075842565365,6.64011814815943,95,8.03075842565365,,,,,,,0,2000,29.786551237106323
105,1.39064027749422,1.0,30.0,41.7192083248266,8.03075842565365,6.64011814815943,105,8.03075842565365,,,,,,,0,2000,29.786551237106323
115,1.39064027749422,1.0,40.0,55.6256110997688,8.03075842565365,6.64011814815943,115,8.03075842565365,,,,,,,0,2000,29.786551237106323
125,1.3569380256345314,0.9757649390679116,49.87882469533956,69.36350261541256,7.997056173793961,6.64011814815943,125,7.997056173793961,,,,,,,0,2000,29.786551237106323
135,1.3569380256345314,0.9757649390679116,59.63647408601868,82.93288287175787,7.997056173793961,6.64011814815943,135,7.997056173793961,,,,,,,0,2000,29.786551237106323
145,1.3569380256345314,0.9757649390679116,69.3941234766978,96.50226312810318,7.997056173793961,6.64011814815943,145,7.997056173793961,,,,,,,0,2000,29.786551237106323
155,1.3569380256345314,0.9757649390679116,79.15177286737692,110.07164338444848,7.997056173793961,6.64011814815943,155,7.997056173793961,,,,,,,0,2000,29.786551237106323
165,1.3569380256345314,0.9757649390679116,88.90942225805604,123.6410236407938,7.997056173793961,6.64011814815943,165,7.997056173793961,,,,,,,0,2000,29.786551237106323
175,1.3569380256345314,0.9757649390679116,98.66707164873516,137.21040389713912,7.997056173793961,6.64011814815943,175,7.997056173793961,,,,,,,0,2000,29.786551237106323
185,1.3569380256345314,0.9757649390679116,108.42472103941428,150.77978415348443,7.997056173793961,6.64011814815943,185,7.997056173793961,,,,,,,0,2000,29.786551237106323
195,1.3569380256345314,0.9757649390679116,118.1823704300934,164.34916440982974,7.997056173793961,6.64011814815943,195,7.997056173793961,,,,,,,0,2000,29.786551237106323
205,0.7148882936617227,0.5140713275972938,125.63155176341942,174.708296006311,7.355006441821152,6.64011814815943,205,7.355006441821152,,,,,,,0,2000,29.786551237106323
215,0.7148882936617227,0.5140713275972938,130.77226503939235,181.8571789429282,7.355006441821152,6.64011814815943,215,7.355006441821152,,,,,,,0,2000,29.786551237106323
225,0.7148882936617227,0.5140713275972938,135.91297831536528,189.00606187954543,7.355006441821152,6.64011814815943,225,7.355006441821152,,,,,,,0,2000,29.786551237106323
235,0.7148882936617227,0.5140713275972938,141.0536915913382,196.15494481616264,7.355006441821152,6.64011814815943,235,7.355006441821152,,,,,,,0,2000,29.786551237106323
245,0.7148882936617227,0.5140713275972938,146.19440486731114,203.30382775277985,7.355006441821152,6.64011814815943,245,7.355006441821152,,,,,,,0,2000,29.786551237106323
255,0.7148882936617227,0.5140713275972938,151.33511814328406,210.4527106893971,7.355006441821152,6.64011814815943,255,7.355006441821152,,,,,,,0,2000,29.786551237106323
265,0.7148882936617227,0.5140713275972938,156.475831419257,217.60159362601428,7.355006441821152,6.64011814815943,265,7.355006441821152,,,,,,,0,2000,29.786551237106323
275,0.7148882936617227,0.5140713275972938,161.61654469522992,224.7504765626315,7.355006441821152,6.64011814815943,275,7.355006441821152,,,,,,,0,2000,29.786551237106323
285,0.7148882936617227,0.5140713275972938,166.75725797120285,231.8993594992487,7.355006441821152,6.64011814815943,285,7.355006441821152,,,,,,,0,2000,29.786551237106323
295,0.7148882936617227,0.5140713275972938,171.89797124717578,239.04824243586592,7.355006441821152,6.64011814815943,295,7.355006441821152,,,,,,,0,2000,29.786551237106323
