n_eval,delta_hv.delta_hv,delta_hv.hv,delta_hv.true_hv,delta_hv.ratio,delta_hv.regret,delta_hv.abs_regret,IGD.indicator,spread.delta,n_eval.n_eval,f_best.f_best,doe.size,time.sample,time.pretrain,time.train,time.infill,time.infill_eval,time.infill_n_eval,time.infill_eval_per_point,kernel_weight.f0_failure_rate.graph_0.mg_ld_wloa_adsg_semantic_type,kernel_weight.f0_failure_rate.sizing,kernel_weight.f0_failure_rate.interaction.graph_0_mg_ld_wloa_adsg_semantic_type_sizing,kernel_weight.f1_mass.graph_0.mg_ld_wloa_adsg_semantic_type,kernel_weight.f1_mass.sizing,kernel_weight.f1_mass.interaction.graph_0_mg_ld_wloa_adsg_semantic_type_sizing,kernel_diagnostics.f0_failure_rate.graph_0.mg_ld_wloa_adsg_semantic_type.w_0,kernel_diagnostics.f0_failure_rate.graph_0.mg_ld_wloa_adsg_semantic_type.w_1,kernel_diagnostics.f0_failure_rate.graph_0.mg_ld_wloa_adsg_semantic_type.w_2,kernel_diagnostics.f0_failure_rate.graph_0.mg_ld_wloa_adsg_semantic_type.w_3,kernel_diagnostics.f0_failure_rate.graph_0.mg_ld_wloa_adsg_semantic_type.w_4,kernel_diagnostics.f0_failure_rate.graph_0.mg_ld_wloa_adsg_semantic_type.w_5,kernel_diagnostics.f0_failure_rate.graph_0.mg_ld_wloa_adsg_semantic_type.w_6,kernel_diagnostics.f0_failure_rate.graph_0.mg_ld_wloa_adsg_semantic_type.w_7,kernel_diagnostics.f0_failure_rate.graph_0.mg_ld_wloa_adsg_semantic_type.w_8,kernel_diagnostics.f0_failure_rate.graph_0.mg_ld_wloa_adsg_semantic_type.w_sum,kernel_diagnostics.f0_failure_rate.graph_0.mg_ld_wloa_adsg_semantic_type.adsg_weight,kernel_diagnostics.f0_failure_rate.graph_0.mg_ld_wloa_adsg_semantic_type.semantic_type_weight,kernel_diagnostics.f1_mass.graph_0.mg_ld_wloa_adsg_semantic_type.w_0,kernel_diagnostics.f1_mass.graph_0.mg_ld_wloa_adsg_semantic_type.w_1,kernel_diagnostics.f1_mass.graph_0.mg_ld_wloa_adsg_semantic_type.w_2,kernel_diagnostics.f1_mass.graph_0.mg_ld_wloa_adsg_semantic_type.w_3,kernel_diagnostics.f1_mass.graph_0.mg_ld_wloa_adsg_semantic_type.w_4,kernel_diagnostics.f1_mass.graph_0.mg_ld_wloa_adsg_semantic_type.w_5,kernel_diagnostics.f1_mass.graph_0.mg_ld_wloa_adsg_semantic_type.w_6,kernel_diagnostics.f1_mass.graph_0.mg_ld_wloa_adsg_semantic_type.w_7,kernel_diagnostics.f1_mass.graph_0.mg_ld_wloa_adsg_semantic_type.w_8,kernel_diagnostics.f1_mass.graph_0.mg_ld_wloa_adsg_semantic_type.w_sum,kernel_diagnostics.f1_mass.graph_0.mg_ld_wloa_adsg_semantic_type.adsg_weight,kernel_diagnostics.f1_mass.graph_0.mg_ld_wloa_adsg_semantic_type.semantic_type_weight,run,seed,runtime_sec
30,0.5827425350797949,0.27328370955974596,0.6549522358144216,1.0,0.0,0.0,4.054997577627502,0.6098577389800142,30,-3.4142636890430804,,,,,,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,62,3406.5804567337036
40,0.5188600136980659,0.31512370976817194,0.6549522358144216,0.8903760794241979,9.45188039712099,5.508012743889303,3.6796714745817827,0.8653672141453979,40,-4.046029932593684,30.0,,,54.59510146128014,83.06147172069177,79.82531702565029,4107,0.01943640541165091,0.007448227247355941,0.36641956399672565,0.6261322087559184,0.007420446038070293,0.3662082831072418,0.626371270854688,0.9999999999999999,0.6102441602894271,0.0,0.0,0.0,2.1122308338150724e-19,0.0,2.146320158980881e-20,0.0,1.6102441602894269,1.0,0.0,0.9996225508168834,0.18270589378470217,0.0,0.0,0.0,0.0,0.0006643035474277087,0.0,0.00354157281064969,1.1865343209596628,1.0,0.0,10,62,3406.5804567337036
50,0.4986933328291503,0.32833192249222415,0.6549522358144216,0.8557695771441572,18.182608679962765,10.595779476525383,3.529054422703573,0.8819872155589012,50,-4.046029932593684,40.0,,,56.94261151086539,87.04130992107093,162.9115672619082,9290,0.01753622898405901,0.014006553237362393,0.5278152247659821,0.4581782219966554,0.0060696331668392625,0.39363276815433923,0.6002975986788215,0.6469623667000794,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6469623667000794,1.0,0.0,0.9807718097124479,0.5175165639685553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.498288373681003,0.9240914682928277,0.0759085317071723,10,62,3406.5804567337036
60,0.4913487453172231,0.3331422765042955,0.6549522358144216,0.8431660909220274,26.67728702029369,15.545989867257251,3.5330178541793447,0.9075694492135338,60,-4.046029932593684,50.0,,,60.57838783133775,115.40817986102775,274.4021995761432,14535,0.018878720301076242,0.013275590302220829,0.0724729488139605,0.9142514608838187,0.010258924542066724,0.8349331246096068,0.15480795084832655,0.8828260576396415,0.831634807018551,0.0,0.0022254719892073633,0.0,0.0,0.0,0.0,0.0,1.7166863366474,1.0,0.0,1.0,0.445788815499579,4.666113404491307e-17,0.0,0.0,0.0,0.0,0.0,0.0,1.445788815499579,0.7177048712099686,0.2822951287900314,10,62,3406.5804567337036
70,0.2711406405497244,0.4773680670662252,0.6549522358144216,0.46528376466048965,33.21953629820628,19.358436796591988,3.403499865418228,0.8970315568463693,70,-4.046029932593684,60.0,,,64.09542586794123,71.24413210339844,342.1334475306794,18356,0.018638780100821498,0.013026181855887687,0.0847416942134866,0.9022321239306257,0.012243462935718794,0.885288292934977,0.10246824412930426,0.8826026686357864,1.0,0.4528128904335059,0.0,0.0,0.23493124286840464,0.0,0.0,0.0,2.570346801937697,1.0,0.0,0.8510722991699741,0.6125192713064103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4635915704763844,1.0,0.0,10,62,3406.5804567337036
80,0.26124170292987314,0.48385139839253427,0.6549522358144216,0.44829695312030265,37.78743988711024,22.020348513989976,2.2635351559725114,0.7876672470360085,80,-4.046029932593684,70.0,,,65.84046508884057,84.10503900796175,422.4553108443506,23308,0.01812490607707013,0.013189501833806147,0.08646641743652524,0.9003440807296685,0.009866222377419432,0.8235582800886073,0.16657549753397333,0.7491623244239709,1.0,0.44242373054119266,0.0026341543325861454,0.0,0.0,0.0,0.0,0.0,2.19422020929775,0.9980264784467873,0.00197352155321274,0.9040675194251014,0.9780857741726723,1.1296454338273573e-22,1.5633900859621836e-19,0.0,3.9035288813051523e-20,0.0,2.595024875633293e-19,0.0,1.8821532935977738,1.0,0.0,10,62,3406.5804567337036
90,0.15686519851984493,0.5522130233223761,0.6549522358144216,0.2691843980435809,41.374846642929654,24.110883021238568,2.1982773834414724,0.906413344968479,90,-3.4841581209844668,80.0,,,68.45134183205664,35.46681351773441,455.70653702830896,25429,0.017920741556030868,0.013280702981089484,0.08001635958069565,0.9067029374382148,0.005709808267479331,0.5565828432698467,0.43770734846267384,0.5277088213424341,1.0,0.38259281811092444,0.0,0.0,6.189217694192656e-05,0.0,0.0,0.0,1.9103635316303005,1.0,0.0,0.9868425162527618,0.15308767444617702,0.0,0.0,2.902313430225606e-17,0.0,9.507589308508377e-19,8.995661708577799e-17,0.0,1.139930190698939,0.999999999999999,9.73845898149523e-16,10,62,3406.5804567337036
100,0.14945661687952513,0.5570652904319172,0.6549522358144216,0.2564710963805998,44.00312411505056,25.64249209823542,1.5489240294295052,0.752152111430466,100,-3.4841581209844668,90.0,,,68.41457584593445,148.65867089293897,600.3978008674458,30789,0.019500399521499425,0.013117040567437286,0.07011764649782418,0.9167653129347385,0.010091900121167037,0.8373604492056103,0.15254765067322273,0.00018275446871667483,0.9998386627932802,0.4806448927219129,0.0,0.0,0.0,0.0,0.0,0.0,1.4806663099839097,1.0,0.0,0.9951737763885338,0.942028576175511,0.11095890275058568,0.0,0.0,0.0,0.0,0.0,0.0,2.0481612553146302,0.413820148229474,0.586179851770526,10,62,3406.5804567337036
110,0.14870023993016812,0.5575606812060171,0.6549522358144216,0.25517313561092053,46.561345275008165,27.133276382283885,1.2426308065228113,1.0635420835822236,110,-3.4841581209844668,100.0,,,72.67449903208762,61.403811456635594,659.3147848211229,33508,0.019676339525519962,0.013301824499388833,0.06338368244986463,0.9233144930507465,0.010229608023469377,0.8383757710922867,0.1513946208842439,0.9599908515500538,1.0,0.29369907571343395,0.0,0.0,0.15148712549046547,0.0,0.0,0.0,2.4051770527539533,1.0,0.0,0.9970013666967716,0.8465244370506393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.843525803747411,0.10443882481734712,0.8955611751826529,10,62,3406.5804567337036
120,0.1430915457941042,0.5612341079704314,0.6549522358144216,0.2455484835588854,49.0649533708572,28.592235310905245,1.0771664686210973,1.095600904753784,120,-3.4841581209844668,110.0,,,76.6739455810748,108.71800329210237,764.4062212728895,38093,0.02006684223539468,0.012846491652286884,0.35933744012608,0.627816068221633,0.01031467722104799,0.8466648018794415,0.14302052089951048,0.057555805504520725,0.9959820854372112,0.042511433947503216,0.0,0.0,0.09553410652059781,0.0,0.0,0.0,1.191583431409833,1.0,0.0,1.0,0.9994512501816513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9994512501816513,1.0,1.008681795157335e-19,10,62,3406.5804567337036
