n_eval,delta_hv.delta_hv,delta_hv.hv,delta_hv.true_hv,delta_hv.ratio,delta_hv.regret,delta_hv.abs_regret,IGD.indicator,spread.delta,n_eval.n_eval,f_best.f_best,doe.size,time.sample,time.pretrain,time.train,time.infill,time.infill_eval,time.infill_n_eval,time.infill_eval_per_point,kernel_weight.f0_failure_rate.graph_0.mg_ld_wloa_adsg_semantic_type,kernel_weight.f0_failure_rate.sizing,kernel_weight.f1_mass.graph_0.mg_ld_wloa_adsg_semantic_type,kernel_weight.f1_mass.sizing,kernel_diagnostics.f0_failure_rate.graph_0.mg_ld_wloa_adsg_semantic_type.w_0,kernel_diagnostics.f0_failure_rate.graph_0.mg_ld_wloa_adsg_semantic_type.w_1,kernel_diagnostics.f0_failure_rate.graph_0.mg_ld_wloa_adsg_semantic_type.w_2,kernel_diagnostics.f0_failure_rate.graph_0.mg_ld_wloa_adsg_semantic_type.w_3,kernel_diagnostics.f0_failure_rate.graph_0.mg_ld_wloa_adsg_semantic_type.w_4,kernel_diagnostics.f0_failure_rate.graph_0.mg_ld_wloa_adsg_semantic_type.w_5,kernel_diagnostics.f0_failure_rate.graph_0.mg_ld_wloa_adsg_semantic_type.w_6,kernel_diagnostics.f0_failure_rate.graph_0.mg_ld_wloa_adsg_semantic_type.w_7,kernel_diagnostics.f0_failure_rate.graph_0.mg_ld_wloa_adsg_semantic_type.w_8,kernel_diagnostics.f0_failure_rate.graph_0.mg_ld_wloa_adsg_semantic_type.w_sum,kernel_diagnostics.f0_failure_rate.graph_0.mg_ld_wloa_adsg_semantic_type.adsg_weight,kernel_diagnostics.f0_failure_rate.graph_0.mg_ld_wloa_adsg_semantic_type.semantic_type_weight,kernel_diagnostics.f1_mass.graph_0.mg_ld_wloa_adsg_semantic_type.w_0,kernel_diagnostics.f1_mass.graph_0.mg_ld_wloa_adsg_semantic_type.w_1,kernel_diagnostics.f1_mass.graph_0.mg_ld_wloa_adsg_semantic_type.w_2,kernel_diagnostics.f1_mass.graph_0.mg_ld_wloa_adsg_semantic_type.w_3,kernel_diagnostics.f1_mass.graph_0.mg_ld_wloa_adsg_semantic_type.w_4,kernel_diagnostics.f1_mass.graph_0.mg_ld_wloa_adsg_semantic_type.w_5,kernel_diagnostics.f1_mass.graph_0.mg_ld_wloa_adsg_semantic_type.w_6,kernel_diagnostics.f1_mass.graph_0.mg_ld_wloa_adsg_semantic_type.w_7,kernel_diagnostics.f1_mass.graph_0.mg_ld_wloa_adsg_semantic_type.w_8,kernel_diagnostics.f1_mass.graph_0.mg_ld_wloa_adsg_semantic_type.w_sum,kernel_diagnostics.f1_mass.graph_0.mg_ld_wloa_adsg_semantic_type.adsg_weight,kernel_diagnostics.f1_mass.graph_0.mg_ld_wloa_adsg_semantic_type.semantic_type_weight,run,seed,runtime_sec
30,0.561991071202056,0.2868749272228932,0.6549522358144216,1.0,0.0,0.0,3.1633875829030504,0.8616395228548751,30,-3.4577113498759866,,,,,,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,63,3578.065191745758
40,0.4261130484386468,0.375868542029831,0.6549522358144216,0.7582203174993928,8.791101587496964,4.940520598203514,3.126392532910816,0.781497598314392,40,-3.4577113498759866,30.0,,,52.663726466242224,114.60601076064631,110.70282904617488,5306,0.020863706944247058,0.023199050341864806,0.9768009496581352,0.010642432881500566,0.9893575671184994,0.9990017114127083,0.6566621744009293,1.394640812159396e-17,0.0,0.0,0.0,4.580613663643134e-19,0.0,0.0,1.6556638858136377,1.0,0.0,0.9999999999998019,0.44405965300993744,3.722664872205884e-17,0.0,3.3749460100320993e-18,0.0,0.0,0.0,0.0,1.4440596530097394,1.0,0.0,11,63,3578.065191745758
50,0.39460848593543885,0.3965025256796622,0.6549522358144216,0.7021614864652589,16.093010607320224,9.04412827007394,2.503024163596239,0.8480528187289956,50,-3.4577113498759866,40.0,,,50.57148431520909,74.81177048198879,182.27968939160928,9309,0.019581017229735664,0.02485029247144753,0.9751497075285525,0.0104954484946634,0.9895045515053366,0.2848116177294752,0.853826166034913,0.9515660546906597,0.0,1.0251362310501822e-06,0.004534067324278181,0.0,0.00012811051818721172,4.750813466423518e-20,2.0948670414337442,1.0,6.831323369496169e-20,0.9208128819460852,0.9877894744789326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9086023564250179,3.3306690738754696e-16,0.9999999999999997,11,63,3578.065191745758
60,0.28538413661828205,0.46803925747030944,0.6549522358144216,0.5078090226733801,22.14286315301342,12.444091382842545,2.3732610189203234,0.8650893129451825,60,-3.4577113498759866,50.0,,,51.43176288669929,122.9335376531817,301.2407480273396,14575,0.020668318904105632,0.02472597181424812,0.9752740281857519,0.02475745450366999,0.97524254549633,1.0,1.0,0.7343157682426682,0.01680494555640665,0.0,3.7912868988849246e-19,1.5676199157855375e-19,0.0,0.0,2.7511207137990747,1.0,0.0,0.5653495633503731,0.965240492193678,0.8472383811803269,2.202285662861181e-20,0.0,6.776263578034403e-21,1.0164395367051604e-20,0.0,1.7787691892340307e-20,2.377828436724378,0.6305329843606526,0.3694670156393474,11,63,3578.065191745758
70,0.22647083421379258,0.506624656599341,0.6549522358144216,0.4029794169672282,26.69680535121646,15.003366237002918,2.0269336441777646,0.9010775649091827,70,-3.4577113498759866,60.0,,,56.62714259792119,47.70114138908684,346.93656680127606,16422,0.021126328510612354,0.024226444895744496,0.9757735551042555,0.03719952877066981,0.9628004712293302,0.15827542943908812,0.9839436774818955,0.8244972146572676,0.041510349204213856,0.0,0.0,0.0,0.0,0.0,2.0082266707824648,0.9990919632894563,0.0009080367105437773,0.9973243380336815,0.5991441253204608,0.7921655731638474,8.993816763297795e-19,0.0,0.0,1.6886060229194447e-18,0.0,0.0,2.3886340365179897,0.996302950686632,0.003697049313368023,11,63,3578.065191745758
80,0.2259193531773994,0.506985850337136,0.6549522358144216,0.40199811839390104,30.72169302802211,17.265317173958877,2.0971943127921935,1.0775398459845595,80,-11.142848920002924,70.0,,,60.956503198016435,62.00171258300543,405.8959990730509,20144,0.020149721955572426,0.01602618690431389,0.9839738130956861,0.036433317277593795,0.9635666827224062,0.5752982720018137,0.8743206980582665,0.00042852034686078575,0.15168051563124818,0.0,0.0,0.0,0.0,0.0,1.6017280060381893,1.0,0.0,0.9999999999999994,0.43955028500051097,0.964225482089473,0.0,0.0,7.509275879557566e-18,0.0,0.0,0.0,2.4037757670899835,0.9999999999999999,7.268591978983126e-17,11,63,3578.065191745758
90,0.22549740194100842,0.5072622082428149,0.6549522358144216,0.4012473035535719,34.737920137759474,19.522400949550917,1.7223511224455186,1.056980678742333,90,-11.142848920002924,80.0,,,63.509468857664615,59.820705607999116,462.93686027033255,23362,0.019815806021330904,0.01654550910908984,0.9834544908909102,0.013942733798438791,0.9860572662015612,0.9687055740806343,1.0,0.2886452258409131,0.0914889307851486,0.0,0.0,0.0,0.0,0.0,2.348839730706696,1.0,0.0,1.0,0.9998775675994315,6.534760595913566e-07,6.274259099291524e-21,1.1820229868765015e-21,0.0,0.0,0.0,1.6631921055894208e-21,1.999878221075491,0.6206089127559165,0.37939108724408355,11,63,3578.065191745758
100,0.2240541224044361,0.5082074874021981,0.6549522358144216,0.3986791496975235,38.73755240401495,21.770158571278138,1.5735712265602215,1.0968744784305,100,-11.142848920002924,90.0,,,64.41035285405815,73.28160783695057,533.3635883368552,26720,0.019961212138355357,0.9900990099009901,0.009900990099009846,0.013767333228787263,0.9862326667712127,0.9999999999999998,0.9812959307762248,0.9565577076776085,0.8391594184674772,0.0,0.0,0.0,0.0,0.0,3.7770130569213105,1.0,0.0,0.8185161571803727,0.9999101416966572,0.0,0.0,0.0,0.0,1.202083111031185e-20,0.0,0.0,1.81842629887703,1.0,0.0,11,63,3578.065191745758
110,0.17465821183016156,0.5405594494729085,0.6549522358144216,0.3107846739567961,42.284871522286544,23.763720242451125,1.2471430131099988,1.1107303200562801,110,-11.142848920002924,100.0,,,65.76203886792064,121.523210065905,650.8649907214567,31944,0.020375187538237437,0.8988742061301814,0.10112579386981854,0.013931264091477604,0.9860687359085224,0.9795867609995993,0.25479497029911274,0.9621001526055349,0.3117219393314574,0.0,0.0,0.0,0.0,0.0,2.5082038232357045,1.0,0.0,1.0,0.4288465775503397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4288465775503396,1.0,0.0,11,63,3578.065191745758
120,0.1717663403487683,0.5424534871653349,0.6549522358144216,0.30563891341080063,45.366989459124525,25.495843003345776,1.1296539257215898,1.0972183823282102,120,-11.142848920002924,110.0,,,67.70407446427271,118.75264602899551,765.6735188839957,37142,0.02061476277217155,0.9317394896884179,0.06826051031158197,0.011839106286098435,0.9881608937139016,0.48795728871082455,0.653238819500755,0.8039262493540562,0.22557236825832105,0.0,0.2599832444386855,0.0,0.0,0.0,2.430677970262642,1.0,0.0,0.9999999999999939,0.9004435146304843,4.363870376167256e-14,0.0,0.0,0.0,0.0,0.0,0.0,1.900443514630522,0.980544661208147,0.01945533879185301,11,63,3578.065191745758
