n_eval,delta_hv.delta_hv,delta_hv.hv,delta_hv.true_hv,delta_hv.ratio,delta_hv.regret,delta_hv.abs_regret,IGD.indicator,spread.delta,n_eval.n_eval,f_best.f_best,doe.size,time.sample,time.pretrain,time.train,time.infill,time.infill_eval,time.infill_n_eval,time.infill_eval_per_point,kernel_diagnostics.f0_failure_rate.graph_0.mg_ld_wloa_adsg_semantic_type.w_0,kernel_diagnostics.f0_failure_rate.graph_0.mg_ld_wloa_adsg_semantic_type.w_1,kernel_diagnostics.f0_failure_rate.graph_0.mg_ld_wloa_adsg_semantic_type.w_2,kernel_diagnostics.f0_failure_rate.graph_0.mg_ld_wloa_adsg_semantic_type.w_3,kernel_diagnostics.f0_failure_rate.graph_0.mg_ld_wloa_adsg_semantic_type.w_4,kernel_diagnostics.f0_failure_rate.graph_0.mg_ld_wloa_adsg_semantic_type.w_5,kernel_diagnostics.f0_failure_rate.graph_0.mg_ld_wloa_adsg_semantic_type.w_6,kernel_diagnostics.f0_failure_rate.graph_0.mg_ld_wloa_adsg_semantic_type.w_7,kernel_diagnostics.f0_failure_rate.graph_0.mg_ld_wloa_adsg_semantic_type.w_8,kernel_diagnostics.f0_failure_rate.graph_0.mg_ld_wloa_adsg_semantic_type.w_sum,kernel_diagnostics.f0_failure_rate.graph_0.mg_ld_wloa_adsg_semantic_type.adsg_weight,kernel_diagnostics.f0_failure_rate.graph_0.mg_ld_wloa_adsg_semantic_type.semantic_type_weight,kernel_diagnostics.f1_mass.graph_0.mg_ld_wloa_adsg_semantic_type.w_0,kernel_diagnostics.f1_mass.graph_0.mg_ld_wloa_adsg_semantic_type.w_1,kernel_diagnostics.f1_mass.graph_0.mg_ld_wloa_adsg_semantic_type.w_2,kernel_diagnostics.f1_mass.graph_0.mg_ld_wloa_adsg_semantic_type.w_3,kernel_diagnostics.f1_mass.graph_0.mg_ld_wloa_adsg_semantic_type.w_4,kernel_diagnostics.f1_mass.graph_0.mg_ld_wloa_adsg_semantic_type.w_5,kernel_diagnostics.f1_mass.graph_0.mg_ld_wloa_adsg_semantic_type.w_6,kernel_diagnostics.f1_mass.graph_0.mg_ld_wloa_adsg_semantic_type.w_7,kernel_diagnostics.f1_mass.graph_0.mg_ld_wloa_adsg_semantic_type.w_8,kernel_diagnostics.f1_mass.graph_0.mg_ld_wloa_adsg_semantic_type.w_sum,kernel_diagnostics.f1_mass.graph_0.mg_ld_wloa_adsg_semantic_type.adsg_weight,kernel_diagnostics.f1_mass.graph_0.mg_ld_wloa_adsg_semantic_type.semantic_type_weight,run,seed,runtime_sec
30,0.4998181270855287,0.3275952359791779,0.6549522358144216,1.0,0.0,0.0,3.2995702986030575,0.7067994283854259,30,-3.491220255252267,,,,,,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,3,55,3193.2608408927917
40,0.485398582256383,0.33703934910445316,0.6549522358144216,0.9711504164260168,9.855752082130085,4.926083546709559,3.2847498722884088,0.7845801285578491,40,-3.491220255252267,30.0,,,48.47619452793151,103.1779847163707,99.17187383770943,5218,0.019005725150960027,1.0,2.7755575615628914e-16,0.0,1.5323620753593433e-16,0.0,0.0,0.0,0.0,0.0,1.0000000000000004,1.0,0.0,0.9888299166412067,0.9160438910919423,0.016388602706535062,0.0,0.0,0.0,0.0,0.0,0.0,1.921262410439684,0.09857477418837746,0.9014252258116225,3,55,3193.2608408927917
50,0.2946480838885831,0.4619718144931589,0.6549522358144216,0.5895105997989605,17.65905716325497,8.82631687743439,3.1743093603559447,0.9912084309821465,50,-3.491220255252267,40.0,,,50.66561040887609,137.07590664178133,232.24066235730425,10573,0.02196544617017916,0.9703298257788058,1.0,0.26809893671971496,0.0,0.0060112063014785885,0.010026237979209393,0.0,0.0,0.0,2.2544662067792087,1.0,0.0,0.5728495428290339,0.926727582823783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.499577125652817,0.9997967896602649,0.0002032103397351932,3,55,3193.2608408927917
60,0.23314192016121785,0.5022554139427646,0.6549522358144216,0.4664535108413999,22.938877716456773,11.465266897683396,1.9165388476534209,1.0043779884354789,60,-3.491220255252267,50.0,,,51.608301524072886,70.58325856504962,297.93596912920475,13981,0.02131006144976788,0.36445736759870845,0.9999496087257798,0.037819486053413946,3.43733661174414e-05,0.02878430439598447,0.0009070074324900963,6.987536951487582e-21,1.8876491213281248e-20,1.925929944387236e-34,1.4319521475724941,1.0,0.0,0.9946205361949713,0.7820371379306598,0.0,0.0,0.0,1.0275700033798852e-21,3.0050030784705263e-22,1.1849093647557926e-22,0.0,1.776657674125631,1.0,0.0,3,55,3193.2608408927917
70,0.2316884760208413,0.5032073504321356,0.6549522358144216,0.46354556480740616,27.5888730947008,13.789418878593692,2.2484992689741716,0.8590621363321652,70,-3.491220255252267,60.0,,,53.67036174656823,54.42083574319258,349.6505362330936,17013,0.020551962395409015,0.7064395516000793,0.9843754930150966,0.0928954802023825,0.0,0.003244925229218208,0.05378518718229186,0.0,0.0,0.0,1.8407406372290684,0.999039114615328,0.0009608853846719742,0.9919757694874248,0.7586797663403839,0.0750758435635164,0.0,0.0,0.0,0.0,0.0,0.00026311049644961286,1.825994489887775,0.8623725640749127,0.13762743592508733,3,55,3193.2608408927917
80,0.2311587945044315,0.5035542665255778,0.6549522358144216,0.4624858162954856,32.21903000021526,16.103655231220056,1.8455953146675508,0.823909293004889,80,-3.491220255252267,70.0,,,55.700951592065394,65.14294850686565,411.9067288180813,20374,0.02021727342780413,0.8150207749342477,0.9982788820858067,0.19192537111831126,0.0,0.004843803551510128,0.05987709420468756,0.0,0.0,0.0,2.0699459258945634,1.0,0.0,0.9999999999999999,0.41414053734018347,0.0,0.0,0.0,0.0,0.0,0.0,1.1314418772575645e-19,1.4141405373401834,1.0,2.0541005827328377e-18,3,55,3193.2608408927917
90,0.23094492719161966,0.5036943394002715,0.6549522358144216,0.46205792602656137,36.841748711825495,18.41417383970031,1.6037526053910547,0.8340229970114543,90,-3.491220255252267,80.0,,,57.734090886078775,140.3293057163246,548.1961327688769,25760,0.021280905775189318,0.5922312187848086,0.9853266612594219,0.1086078207695706,0.0,0.0633215058406797,0.0,0.0,0.0,0.0,1.7494872066544809,1.0,0.0,1.0,0.7654197856281187,0.561518277205336,0.0,0.0,0.0,0.0,0.0,0.0,2.3269380628334546,0.428349266184717,0.571650733815283,3,55,3193.2608408927917
100,0.2304534670445091,0.5040162223224353,0.6549522358144216,0.46107464806908455,41.45741158230373,20.721165810880954,1.442665501439533,0.8439740908726828,100,-3.491220255252267,90.0,,,58.102597740944475,72.61663051508367,617.6915753385983,29477,0.020955035293231956,0.5471344799894365,0.9074628494019806,0.01843139816558443,0.000873119268724954,0.0,0.03587684645822751,3.1549825718788107e-19,5.421010862427522e-19,9.192016753718486e-20,1.509778693283954,1.0,5.025852013320837e-19,0.6995543002342408,0.9313690838518716,1.1958891218202697e-18,7.261961119397173e-21,0.0,1.3168062721827203e-18,0.0,5.504250768823806e-19,0.0,1.6309233840861124,1.0,0.0,3,55,3193.2608408927917
110,0.22569265336873498,0.5071343278836794,0.6549522358144216,0.45154955600502766,46.02053260267429,23.001896412947175,1.405020743233105,0.8822852009892106,110,-3.491220255252267,100.0,,,61.55170678300783,135.35969397705048,750.2358944015577,32953,0.022766846551195877,0.9640160403720937,0.953852149829513,0.027787651703370185,0.059888273219960944,0.013968047282257083,0.01885086066568354,0.005478988760564651,0.0,0.0,2.0438420118334433,0.9999773184257266,2.268157427339453e-05,0.9999999999999967,0.9719708447461897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9719708447461863,0.9999999999999983,1.6982319520599545e-15,3,55,3193.2608408927917
120,0.2250841445370702,0.5075328721034911,0.6549522358144216,0.4503320954955159,50.52994086017701,25.2557804024762,1.3972612624309921,0.8614693385384895,120,-3.491220255252267,110.0,,,62.74231820227578,151.72722877096385,898.7706071687862,37021,0.024277318472455803,0.8504826817527827,0.9883421817985617,0.24885294827058738,0.029949696398121565,0.0,0.009014443745781654,0.0,0.0,0.0,2.126641951965835,1.0,4.18729852013133e-17,1.0,0.12562778099039315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1256277809903932,1.0,0.0,3,55,3193.2608408927917
