n_eval,delta_hv.delta_hv,delta_hv.hv,delta_hv.true_hv,delta_hv.ratio,delta_hv.regret,delta_hv.abs_regret,IGD.indicator,spread.delta,n_eval.n_eval,f_best.f_best,doe.size,time.sample,time.pretrain,time.train,time.infill,time.infill_eval,time.infill_n_eval,time.infill_eval_per_point,kernel_diagnostics.f0_failure_rate.graph_0.mg_ld_wloa_adsg_semantic_type.w_0,kernel_diagnostics.f0_failure_rate.graph_0.mg_ld_wloa_adsg_semantic_type.w_1,kernel_diagnostics.f0_failure_rate.graph_0.mg_ld_wloa_adsg_semantic_type.w_2,kernel_diagnostics.f0_failure_rate.graph_0.mg_ld_wloa_adsg_semantic_type.w_3,kernel_diagnostics.f0_failure_rate.graph_0.mg_ld_wloa_adsg_semantic_type.w_4,kernel_diagnostics.f0_failure_rate.graph_0.mg_ld_wloa_adsg_semantic_type.w_5,kernel_diagnostics.f0_failure_rate.graph_0.mg_ld_wloa_adsg_semantic_type.w_6,kernel_diagnostics.f0_failure_rate.graph_0.mg_ld_wloa_adsg_semantic_type.w_7,kernel_diagnostics.f0_failure_rate.graph_0.mg_ld_wloa_adsg_semantic_type.w_8,kernel_diagnostics.f0_failure_rate.graph_0.mg_ld_wloa_adsg_semantic_type.w_sum,kernel_diagnostics.f0_failure_rate.graph_0.mg_ld_wloa_adsg_semantic_type.adsg_weight,kernel_diagnostics.f0_failure_rate.graph_0.mg_ld_wloa_adsg_semantic_type.semantic_type_weight,kernel_diagnostics.f1_mass.graph_0.mg_ld_wloa_adsg_semantic_type.w_0,kernel_diagnostics.f1_mass.graph_0.mg_ld_wloa_adsg_semantic_type.w_1,kernel_diagnostics.f1_mass.graph_0.mg_ld_wloa_adsg_semantic_type.w_2,kernel_diagnostics.f1_mass.graph_0.mg_ld_wloa_adsg_semantic_type.w_3,kernel_diagnostics.f1_mass.graph_0.mg_ld_wloa_adsg_semantic_type.w_4,kernel_diagnostics.f1_mass.graph_0.mg_ld_wloa_adsg_semantic_type.w_5,kernel_diagnostics.f1_mass.graph_0.mg_ld_wloa_adsg_semantic_type.w_6,kernel_diagnostics.f1_mass.graph_0.mg_ld_wloa_adsg_semantic_type.w_7,kernel_diagnostics.f1_mass.graph_0.mg_ld_wloa_adsg_semantic_type.w_8,kernel_diagnostics.f1_mass.graph_0.mg_ld_wloa_adsg_semantic_type.w_sum,kernel_diagnostics.f1_mass.graph_0.mg_ld_wloa_adsg_semantic_type.adsg_weight,kernel_diagnostics.f1_mass.graph_0.mg_ld_wloa_adsg_semantic_type.semantic_type_weight,run,seed,runtime_sec
30,0.5734717926039548,0.27935560307195717,0.6549522358144216,1.0,0.0,0.0,3.4375364127423684,0.6743406740447252,30,-3.4078489970365196,,,,,,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,17,69,3717.1593639850616
40,0.4321107678116663,0.3719403223166844,0.6549522358144216,0.7534996025690949,8.767498012845474,5.027912802078105,3.3446002345708092,0.8099855668156762,40,-3.4078489970365196,30.0,,,47.326961325947195,107.06103344075382,103.08718301309273,5309,0.019417438879844175,0.9999999999999999,0.03196902815292937,4.6461287062474755e-20,0.0,0.0,0.0,0.0,0.0,0.0,1.0319690281529292,0.9999448892618431,5.511073815686706e-05,0.9922419345403476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9922419345403476,0.9832799277619232,0.016720072238076773,17,69,3717.1593639850616
50,0.30106804293277606,0.4577670479633277,0.6549522358144216,0.5249918946592315,15.159955498987106,8.693806855800316,3.3915586808387177,1.1628828272473901,50,-3.4078489970365196,40.0,,,48.000932638999075,78.54474470717832,178.04557312419638,9866,0.01804637878818127,0.6176506868852669,0.9323710594960388,0.03772497556382606,0.0,0.0,0.0791449962796099,0.0,0.0,0.004652479361184674,1.6715441975859262,1.0,0.0,0.9995629524826802,0.1776375851619049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.177200537644585,0.9940707626641232,0.005929237335876822,17,69,3717.1593639850616
60,0.29457532442911705,0.4620194684638128,0.6549522358144216,0.5136701198354383,20.353265571460454,11.67202369260978,2.9794151469384387,1.1750630578410675,60,-3.4078489970365196,50.0,,,54.14886729279533,90.22147994488478,264.35585617786273,15087,0.017522095590764415,0.9103518682216526,0.9692769966989767,0.0,2.222614453595284e-18,0.0,0.006726989924698751,0.014597150260075945,0.003675597199019558,0.032365532690346116,1.9369941349947695,1.0,0.0,1.0,0.20362113991245853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2036211399124586,1.0,0.0,17,69,3717.1593639850616
70,0.2732246639936401,0.47600313125214294,0.6549522358144216,0.47643958694640054,25.30381410536965,14.511023634723566,1.9599814931527961,1.101793186855198,70,-8.02819090456156,60.0,,,55.030366090126336,70.07164905779064,331.54651470994577,18463,0.01795734792341146,1.0,1.0,0.6307046369308709,0.0,0.0,0.03225385236525571,0.0003208499217095378,0.0,0.0,2.663279339217836,1.0,0.0,1.0,0.9369158617804731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9369158617804731,0.9820698030740271,0.017930196925972877,17,69,3717.1593639850616
80,0.22365110010965372,0.5084714477552489,0.6549522358144216,0.389994944815201,29.63598676417766,16.995402455240036,1.7715472787530202,1.0462984496636591,80,-7.41182917806512,70.0,,,53.87133383611217,179.8201653631404,507.3702952717431,24030,0.021114036424125803,1.0,0.9279979557424723,0.30892796749019275,0.0,0.0,0.06097435010928575,0.0,0.0,0.0,2.2979002733419507,1.0,0.0,1.0,0.020664668560323833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0206646685603238,0.9355691293126975,0.06443087068730247,17,69,3717.1593639850616
90,0.22100483608555754,0.510204624294386,0.6549522358144216,0.3853804824157858,33.51286390033259,19.218682136216092,1.5041658679856538,1.0075651693003989,90,-7.41182917806512,80.0,,,55.991414106916636,139.44613173929974,642.8028281214647,29341,0.02190800682054002,0.9933526907522721,1.0,0.786931144014348,0.03401625721522842,0.06666504776874002,0.029245197667909204,0.0,0.0,0.0,2.9102103374184978,1.0,1.3401690800537904e-18,1.0,0.6768929825861996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6768929825861996,0.47951589079828694,0.5204841092017131,17,69,3717.1593639850616
100,0.13284848746187672,0.5679428219267013,0.6549522358144216,0.23165653337307768,36.59804897927691,20.987948753953262,1.4002548629696643,1.0685215584234022,100,-7.41182917806512,90.0,,,57.9279235820286,132.4263704298064,771.258583758492,34571,0.022309409150978912,1.0,0.61145489999625,0.8191930084315603,0.042083695087879985,0.10665272701724499,0.011282407383226167,0.0,0.0,0.0,2.5906667379161616,1.0,0.0,0.9999999999999999,0.6311995364093844,1.4250546780163183e-05,0.0,0.0,0.0,0.0,0.0,2.6922348724992992e-05,1.6312407093048895,0.9756567447300297,0.02434325526997027,17,69,3717.1593639850616
110,0.13221645281244285,0.5683567744334602,0.6549522358144216,0.23055441351716635,38.90910371372813,22.31327345532486,1.2367883131717343,1.0352833176178675,110,-7.41182917806512,100.0,,,61.77937814965844,98.04936827300116,866.3864139202051,38128,0.022723101498117,0.459904968246271,0.9930126055858721,0.9186982269532995,0.009550801436532901,0.00795469431115118,0.04830288890449857,9.168829257087407e-19,0.0,5.013060405054629e-19,2.4374241854376253,1.0,0.0,0.9226716494366103,0.9117921131056804,5.551115123125783e-17,0.0,3.567350646031073e-18,0.0,0.0,0.0,0.0,1.8344637625422906,0.9661944513560096,0.03380554864399041,17,69,3717.1593639850616
120,0.1216508124258748,0.5752767642274541,0.6549522358144216,0.2121304203533652,41.122527883080785,23.58260978151645,1.1304400307434939,1.1696510374577398,120,-7.41182917806512,110.0,,,66.0906779197976,266.77516164490953,1129.052327579353,43977,0.025673700515709417,1.0,1.0,0.7317572906609854,0.5357856840602634,0.0,0.000148942360182891,0.0,0.0,0.0,3.267691917081432,1.0,0.0,1.0,0.45197268575462085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.451972685754621,1.0,0.0,17,69,3717.1593639850616
