n_eval,delta_hv.delta_hv,delta_hv.hv,delta_hv.true_hv,delta_hv.ratio,delta_hv.regret,delta_hv.abs_regret,IGD.indicator,spread.delta,n_eval.n_eval,f_best.f_best,doe.size,time.train,time.infill,time.infill_eval,time.infill_n_eval,time.infill_eval_per_point,kernel_weight.f0_failure_rate.graph_0.ld_wloa,kernel_weight.f0_failure_rate.graph_1.edge_weight,kernel_weight.f0_failure_rate.sizing,kernel_weight.f1_mass.graph_0.ld_wloa,kernel_weight.f1_mass.graph_1.edge_weight,kernel_weight.f1_mass.sizing,kernel_diagnostics.f0_failure_rate.graph_0.ld_wloa.w_0,kernel_diagnostics.f0_failure_rate.graph_0.ld_wloa.w_1,kernel_diagnostics.f0_failure_rate.graph_0.ld_wloa.w_2,kernel_diagnostics.f0_failure_rate.graph_0.ld_wloa.w_3,kernel_diagnostics.f0_failure_rate.graph_0.ld_wloa.w_4,kernel_diagnostics.f0_failure_rate.graph_0.ld_wloa.w_5,kernel_diagnostics.f0_failure_rate.graph_0.ld_wloa.w_6,kernel_diagnostics.f0_failure_rate.graph_0.ld_wloa.w_7,kernel_diagnostics.f0_failure_rate.graph_0.ld_wloa.w_8,kernel_diagnostics.f0_failure_rate.graph_0.ld_wloa.w_sum,kernel_diagnostics.f1_mass.graph_0.ld_wloa.w_0,kernel_diagnostics.f1_mass.graph_0.ld_wloa.w_1,kernel_diagnostics.f1_mass.graph_0.ld_wloa.w_2,kernel_diagnostics.f1_mass.graph_0.ld_wloa.w_3,kernel_diagnostics.f1_mass.graph_0.ld_wloa.w_4,kernel_diagnostics.f1_mass.graph_0.ld_wloa.w_5,kernel_diagnostics.f1_mass.graph_0.ld_wloa.w_6,kernel_diagnostics.f1_mass.graph_0.ld_wloa.w_7,kernel_diagnostics.f1_mass.graph_0.ld_wloa.w_8,kernel_diagnostics.f1_mass.graph_0.ld_wloa.w_sum,run,seed,runtime_sec
30,0.6046901541630373,0.2396537262825996,0.606242745548614,1.0,0.0,0.0,4.822430679505149,0.6366036980248956,30,-7.173037759881378,,,,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,55,4787.982900857925
40,0.43300297144088185,0.3437378353115857,0.606242745548614,0.7160741223581012,8.580370611790507,5.188465628019596,4.9583798164018,1.05948508812258,40,-7.173037759881378,30.0,47.437504558998626,67.78851902699898,64.65996062698832,5176,0.012492264417888007,0.9803921568627451,0.00980392156862743,0.009803921568627439,0.0130358208468354,0.38261223175524284,0.6043519473979218,0.21930726812960677,0.5100912117347369,1.0,0.9999999999999999,0.8091996509894518,0.0,0.0,0.0,0.0,3.5385981308537953,0.5133763813081559,1.0,0.5249040583797894,0.5638340217868789,1.962561536872952e-18,0.0,0.0,5.183335022147158e-19,7.346281211663728e-20,2.602114461474824,3,55,4787.982900857925
50,0.24894438894135004,0.45532201570788794,0.606242745548614,0.41168917209495254,14.219187084055775,8.598202429930755,2.584557311707565,0.9385915804028034,50,-3.432058072395508,40.0,50.082504891997814,64.34350244700181,126.41589224299241,8927,0.01416107227993642,0.012912391750116489,0.9247448469569493,0.06234276129293439,0.0057628037201191504,0.5758075756546674,0.41842962062521344,0.0,0.009490347484707748,1.0,0.8287333081884652,0.0,0.0014608098617394751,0.0,0.0,0.0,1.8396844655349123,0.9999999999999999,0.9979411351438334,0.8424293797769209,0.6633656410741008,0.0,0.0,0.0,0.0,0.0,3.503736155994855,3,55,4787.982900857925
60,0.23024836469324453,0.4666563447789029,0.606242745548614,0.38077081809267344,18.181487034993907,10.994166198103727,2.0607539347407227,1.0595068113309738,60,-3.432058072395508,50.0,54.614075230998424,57.69788075099859,182.03922507694006,12357,0.014731668291408923,0.41644660912078424,0.5793889247880081,0.004164466091207841,0.01297095537852373,0.37220208761570134,0.6148269570057749,0.0,0.3425051099728671,0.9353342905478007,0.9992407080581059,0.9355007879510553,0.45786936735583456,0.0,0.0,0.0,3.6704502638856633,0.9935841622781499,0.7978288914629724,0.7217601943928263,0.6547899216411942,0.0,0.0,0.0,0.0,0.0,3.1679631697751427,3,55,4787.982900857925
70,0.2228871201400476,0.47111904588748776,0.606242745548614,0.36859723712311765,21.928327311072863,13.259843622270187,1.7396531479155344,0.9332247682574624,70,-6.809400448284564,60.0,56.83402089499941,47.8472702149993,227.78908018994844,15660,0.014545918275220207,0.013776865682684493,0.535780699641049,0.4504424346762666,0.012934333757300324,0.3729967609946807,0.6140689052480189,0.04451224336580877,0.6433782592673519,0.9983481512226005,0.4503809653052411,0.0,0.0,0.0,0.0,0.0,2.136619619161002,0.7896861646124419,0.988213122843111,0.9058169880846013,0.12599272378878734,0.5987118128273652,0.0,0.0,0.0,0.0,3.4084208121563067,3,55,4787.982900857925
80,0.08794933189425914,0.5529241011118721,0.606242745548614,0.14544528514110078,24.498539922393956,14.81402588244172,1.6576259889600338,1.0037410904215376,80,-6.809400448284564,70.0,61.45420936600203,84.43499443799737,308.73929673096427,20741,0.014885458595581904,0.34530233528261406,0.6492098481250717,0.0054878165923144045,0.012693984756967956,0.36888882029909154,0.6184171949439404,0.588698873849715,0.996946171670529,0.999998459517492,0.889154586993338,1.0,0.8337843715686797,0.005467907544076511,0.08893270141860488,0.0005292750343061963,5.403512347596741,0.9962753725591621,0.6907758741031556,0.9737118545246377,0.13345672210869594,0.6681972433971671,9.012699531468354e-17,1.5055070939594344e-16,1.0164700987631704e-16,6.123746960507207e-17,3.4624170666928187,3,55,4787.982900857925
90,0.07444465779414101,0.5611112118160669,0.606242745548614,0.12311207199525388,25.84132670807573,15.62599583088372,1.2983038347440385,0.9966297427139087,90,-6.809400448284564,80.0,66.26001782799722,94.592526198001,400.4600546849688,25429,0.015748163698335316,0.01222830976170028,0.9117269379782379,0.07604475226006178,0.01378298442750683,0.18770125880284258,0.7985157567696506,0.0,0.0,1.0,0.0,0.0,0.0,2.0859215841065518e-19,0.0,0.0,1.0,0.9669336620432812,0.9999999999999999,0.5280524034805069,0.0,0.0,0.0,0.0,0.0,0.0,2.494986065523788,3,55,4787.982900857925
100,0.06819756297969395,0.5648984677280798,0.606242745548614,0.11278100447011155,27.02079209040256,16.339206934752895,1.3138890302091604,1.0198318846532684,100,-6.809400448284564,90.0,72.87226559899864,58.28377044399895,456.28252257694476,29397,0.015521397509165723,0.34930908982697395,0.6471978192747565,0.003493090898269739,0.005787675170782899,0.5763119447856195,0.4179003800435977,0.4153457265444291,0.9807425554813356,0.9999999999999999,0.9499389442883718,0.6301150665077266,0.0,0.0,0.0,0.0,3.976142292821863,0.9653974058728814,0.0700651309424548,0.5451431326950303,4.006128536415129e-22,1.8483609460203644e-22,8.097491258915389e-20,0.0,0.0,0.0,1.5806056695103665,3,55,4787.982900857925
110,0.055438929608475074,0.5726332966524957,0.606242745548614,0.09168154835464307,28.04310485452633,16.95738939769374,1.2042187879500137,0.9931439659687871,110,-6.809400448284564,100.0,76.48360464900179,146.04527867399884,598.6319291979016,34972,0.017117463376355415,0.012323532971158225,0.9249163084508706,0.0627601585779712,0.01312559782987824,0.09050844573582703,0.8963659564342946,0.007137927628290578,0.0,0.9190153944931897,0.034774925914648896,3.469446951953614e-18,0.0,0.0,0.0,0.0,0.9609282480361292,0.9865768693251677,0.9920958738607278,0.9463260318943966,0.5206164574769095,0.0,0.0,0.0,0.0,0.0,3.4456152325572016,3,55,4787.982900857925
120,0.055438929608475074,0.5726332966524957,0.606242745548614,0.09168154835464307,28.95992033807276,17.51177869377849,1.2042187879500137,0.9924334159083112,120,-6.809400448284564,110.0,78.08012118899933,148.70763172599982,741.1595280269248,40410,0.018340993022195617,0.012470854030816245,0.9365200944504989,0.051009051518684956,0.013051702562902457,0.371499305802706,0.6154489916343916,0.005089250238662236,0.036442220658779875,0.9972430137458996,0.4659325161024962,0.0,0.0,0.0,0.0,0.0,1.504707000745838,0.996050959972206,0.9958448684592476,0.9818185539265446,0.0,0.0,0.0,0.0,0.0,0.0,2.9737143823579983,3,55,4787.982900857925
