n_eval,delta_hv.delta_hv,delta_hv.hv,delta_hv.true_hv,delta_hv.ratio,delta_hv.regret,delta_hv.abs_regret,IGD.indicator,spread.delta,n_eval.n_eval,f_best.f_best,doe.size,time.sample,time.pretrain,time.train,time.infill,time.infill_eval,time.infill_n_eval,time.infill_eval_per_point,kernel_weight.f0_failure_rate.graph_0.mg_ld_wloa_adsg_semantic_type,kernel_weight.f0_failure_rate.sizing,kernel_weight.f1_mass.graph_0.mg_ld_wloa_adsg_semantic_type,kernel_weight.f1_mass.sizing,kernel_diagnostics.f0_failure_rate.graph_0.mg_ld_wloa_adsg_semantic_type.w_0,kernel_diagnostics.f0_failure_rate.graph_0.mg_ld_wloa_adsg_semantic_type.w_1,kernel_diagnostics.f0_failure_rate.graph_0.mg_ld_wloa_adsg_semantic_type.w_2,kernel_diagnostics.f0_failure_rate.graph_0.mg_ld_wloa_adsg_semantic_type.w_3,kernel_diagnostics.f0_failure_rate.graph_0.mg_ld_wloa_adsg_semantic_type.w_4,kernel_diagnostics.f0_failure_rate.graph_0.mg_ld_wloa_adsg_semantic_type.w_5,kernel_diagnostics.f0_failure_rate.graph_0.mg_ld_wloa_adsg_semantic_type.w_6,kernel_diagnostics.f0_failure_rate.graph_0.mg_ld_wloa_adsg_semantic_type.w_7,kernel_diagnostics.f0_failure_rate.graph_0.mg_ld_wloa_adsg_semantic_type.w_8,kernel_diagnostics.f0_failure_rate.graph_0.mg_ld_wloa_adsg_semantic_type.w_sum,kernel_diagnostics.f0_failure_rate.graph_0.mg_ld_wloa_adsg_semantic_type.adsg_weight,kernel_diagnostics.f0_failure_rate.graph_0.mg_ld_wloa_adsg_semantic_type.semantic_type_weight,kernel_diagnostics.f1_mass.graph_0.mg_ld_wloa_adsg_semantic_type.w_0,kernel_diagnostics.f1_mass.graph_0.mg_ld_wloa_adsg_semantic_type.w_1,kernel_diagnostics.f1_mass.graph_0.mg_ld_wloa_adsg_semantic_type.w_2,kernel_diagnostics.f1_mass.graph_0.mg_ld_wloa_adsg_semantic_type.w_3,kernel_diagnostics.f1_mass.graph_0.mg_ld_wloa_adsg_semantic_type.w_4,kernel_diagnostics.f1_mass.graph_0.mg_ld_wloa_adsg_semantic_type.w_5,kernel_diagnostics.f1_mass.graph_0.mg_ld_wloa_adsg_semantic_type.w_6,kernel_diagnostics.f1_mass.graph_0.mg_ld_wloa_adsg_semantic_type.w_7,kernel_diagnostics.f1_mass.graph_0.mg_ld_wloa_adsg_semantic_type.w_8,kernel_diagnostics.f1_mass.graph_0.mg_ld_wloa_adsg_semantic_type.w_sum,kernel_diagnostics.f1_mass.graph_0.mg_ld_wloa_adsg_semantic_type.adsg_weight,kernel_diagnostics.f1_mass.graph_0.mg_ld_wloa_adsg_semantic_type.semantic_type_weight,run,seed,runtime_sec
30,0.607759664242241,0.25689868488114365,0.6549522358144216,1.0,0.0,0.0,4.058716721205601,0.8560544294940702,30,-3.5568291458259824,,,,,,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,70,3620.1621918678284
40,0.3917962318736903,0.3983444177650826,0.6549522358144216,0.64465652284145,8.22328261420725,4.9977794805796565,4.065315461744785,0.8254757115811887,40,-3.5568291458259824,30.0,,,51.43976125260815,109.22318670386449,105.29152403632179,5252,0.02004789109602471,0.03932831215107374,0.9606716878489262,0.01427602608943348,0.9857239739105665,0.7161906565328193,0.2350243092317926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.951214965764612,1.0,0.0,0.934843809512929,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.934843809512929,1.0,0.0,18,70,3620.1621918678284
50,0.22725833836871268,0.5061088789923629,0.6549522358144216,0.37392797143268786,13.316205085577938,8.093052331791672,3.833730337942104,1.306578437273577,50,-3.5568291458259824,40.0,,,56.06843160185963,75.8666580892168,177.67711044941097,9612,0.01848492618075437,0.6638763771626948,0.33612362283730535,0.0242444196172887,0.9757555803827113,0.9964586157651617,0.9809791782803807,0.3103070117355995,0.0,0.0,0.00011984429385984011,0.0,0.0,0.0,2.2878646500750017,1.0,0.0,0.991151172645457,0.9999410687804473,0.0,0.0,0.0,0.0,1.6263032587282567e-19,6.88189756230148e-05,0.0007340397640886579,1.991895100165616,1.0,0.0,18,70,3620.1621918678284
60,0.22714224775669298,0.5061849127982623,0.6549522358144216,0.3737369574203242,17.054529729842997,10.3650552624187,2.8519171879098235,1.1108791107342564,60,-3.5568291458259824,50.0,,,55.999660693109035,29.19389922078699,204.46197638195008,12116,0.016875369460378844,0.06199058869101936,0.9380094113089807,0.060768626855814085,0.9392313731441858,0.9795640728114023,0.8929764620747354,0.16218826122849844,7.247345371925065e-21,3.850264193583477e-19,0.0,0.0,1.6263032587282567e-19,0.0,2.0347287961146363,1.0,9.727946091144665e-20,0.8441546576022939,0.3861955415533045,0.0009637235434175259,0.0,0.0,0.0,0.0,0.0,0.0,1.2313139226990157,0.8487845959505089,0.15121540404949108,18,70,3620.1621918678284
70,0.20297325400434155,0.5220144492937496,0.6549522358144216,0.33396960335860726,20.593062533737655,12.515632771223872,2.468962383784965,1.016545084078222,70,-3.5568291458259824,60.0,,,59.898141759913415,160.6776216449216,361.12213886296377,17620,0.020495013556354358,0.9900990099009901,0.009900990099009842,0.02407638600917129,0.9759236139908287,0.9459264797095939,0.9855988283760847,0.2127505531111482,3.078059447735512e-17,8.08830832985962e-17,0.0,0.0,0.0,0.0,2.1442758611968267,1.0,0.0,0.9999999999999999,0.9444719978126475,8.326672684688674e-16,0.0,0.0,6.889277182594253e-18,0.0,0.0,0.0,1.9444719978126481,0.9843232679573763,0.01567673204262371,18,70,3620.1621918678284
80,0.20297325400434155,0.5220144492937496,0.6549522358144216,0.33396960335860726,23.932758567323727,14.545365311267288,2.468962383784965,1.016545084078222,80,-3.5568291458259824,70.0,,,60.265563786029816,122.8119728830643,480.05500985775143,22870,0.02099059946907527,0.9900990099009901,0.009900990099009885,0.011446406612910468,0.9885535933870895,0.2444979920470416,0.9999999999999998,0.889753062834401,0.0,0.0,0.0,0.0,6.41976067903055e-17,3.336556910716863e-17,2.1342510548814424,1.0,0.0,0.9999999999999999,0.675087373135042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.675087373135042,0.618162618339593,0.3818373816604071,18,70,3620.1621918678284
90,0.20234349355714146,0.5224269123066708,0.6549522358144216,0.3329334035509328,27.267273601871427,16.571949049074703,2.0164278186322746,0.9707500309186076,90,-3.5568291458259824,80.0,,,60.006702275946736,108.42658289987594,584.6238119378686,28061,0.020834033424962352,0.9900990099009901,0.0099009900990099,0.02410941238432216,0.9758905876156778,0.7900620495380773,0.9970667218595817,0.95485712013364,1.934150739121914e-15,0.03584296436137474,0.0568220778839408,0.005409301769296878,2.651502968706321e-18,0.0010671669554111855,2.8411274025013245,0.9851018908804441,0.014898109119555877,1.0,0.8258359907187557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8258359907187556,0.9555963377334182,0.04440366226658174,18,70,3620.1621918678284
100,0.20033452611602862,0.523742690023906,0.6549522358144216,0.329627874146283,30.580079990357504,18.585339147440553,1.90168690479079,0.9786484013233121,100,-10.790888260191418,90.0,,,62.357146732043475,154.01779348868877,734.7185474517755,33376,0.02201337929805176,0.014091033260433917,0.9859089667395661,0.013846734083394477,0.9861532659166056,0.9262850985472236,0.9054689540645148,0.258066681878043,0.0,0.0,0.0,0.017575583238466416,0.0,0.0,2.1073963177282478,1.0,0.0,0.2893034365040547,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2893034365040548,0.9723017567491657,0.027698243250834205,18,70,3620.1621918678284
110,0.19884252964240262,0.5247198764501346,0.6549522358144216,0.32717296217793734,33.864084171978604,20.58122442623271,1.536621376881667,1.032823045080376,110,-10.790888260191418,100.0,,,64.48937957268208,115.40456653991714,848.1224965620786,35490,0.02389750624294389,0.9900990099009901,0.009900990099009873,0.25898355223972314,0.7410164477602769,0.8459527178223231,0.9999999999999986,0.9999999999999968,0.8764365549777863,0.9547341159027161,0.2878121912561538,0.8875653065135795,0.28023448638873794,0.4819750510148909,6.614710423876184,1.0,0.0,0.9955815422787805,0.9635139888973211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9590955311761016,0.409162100062333,0.590837899937667,18,70,3620.1621918678284
120,0.19675987621880062,0.5260839149663493,0.6549522358144216,0.3237461907975124,37.118679936855855,22.559236455538723,1.3932988878647783,1.0118011033367393,120,-10.790888260191418,110.0,,,67.44301640428603,49.139834040775895,894.3120204736479,39002,0.022929901555654785,0.9900990099009901,0.009900990099009903,0.024220179051655782,0.9757798209483443,0.701734794936898,0.9962944261503897,1.0,0.7642225251081646,0.796745200282201,0.09452832721828108,0.2977271283838026,0.0,0.0007180843278688101,4.651970486407606,1.0,1.0629921088867316e-18,0.9999999999999989,0.9999999999999983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9999999999999973,0.5913351651343137,0.4086648348656862,18,70,3620.1621918678284
