n_eval,delta_hv.delta_hv,delta_hv.hv,delta_hv.true_hv,delta_hv.ratio,delta_hv.regret,delta_hv.abs_regret,IGD.indicator,spread.delta,n_eval.n_eval,f_best.f_best,doe.size,time.train,time.infill,time.infill_eval,time.infill_n_eval,time.infill_eval_per_point,kernel_weight.f0_failure_rate.graph_0.ld_wloa,kernel_weight.f0_failure_rate.graph_1.edge_weight,kernel_weight.f0_failure_rate.sizing,kernel_weight.f1_mass.graph_0.ld_wloa,kernel_weight.f1_mass.graph_1.edge_weight,kernel_weight.f1_mass.sizing,kernel_diagnostics.f0_failure_rate.graph_0.ld_wloa.w_0,kernel_diagnostics.f0_failure_rate.graph_0.ld_wloa.w_1,kernel_diagnostics.f0_failure_rate.graph_0.ld_wloa.w_2,kernel_diagnostics.f0_failure_rate.graph_0.ld_wloa.w_3,kernel_diagnostics.f0_failure_rate.graph_0.ld_wloa.w_4,kernel_diagnostics.f0_failure_rate.graph_0.ld_wloa.w_5,kernel_diagnostics.f0_failure_rate.graph_0.ld_wloa.w_6,kernel_diagnostics.f0_failure_rate.graph_0.ld_wloa.w_7,kernel_diagnostics.f0_failure_rate.graph_0.ld_wloa.w_8,kernel_diagnostics.f0_failure_rate.graph_0.ld_wloa.w_sum,kernel_diagnostics.f1_mass.graph_0.ld_wloa.w_0,kernel_diagnostics.f1_mass.graph_0.ld_wloa.w_1,kernel_diagnostics.f1_mass.graph_0.ld_wloa.w_2,kernel_diagnostics.f1_mass.graph_0.ld_wloa.w_3,kernel_diagnostics.f1_mass.graph_0.ld_wloa.w_4,kernel_diagnostics.f1_mass.graph_0.ld_wloa.w_5,kernel_diagnostics.f1_mass.graph_0.ld_wloa.w_6,kernel_diagnostics.f1_mass.graph_0.ld_wloa.w_7,kernel_diagnostics.f1_mass.graph_0.ld_wloa.w_8,kernel_diagnostics.f1_mass.graph_0.ld_wloa.w_sum,run,seed,runtime_sec
30,0.6374476262968074,0.2197947464389906,0.606242745548614,1.0,0.0,0.0,5.030631337625504,0.7767616521509201,30,-10.990417922492862,,,,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,57,4046.65412569046
40,0.5149866425931786,0.2940358294220626,0.606242745548614,0.8078885564057169,9.039442782028583,5.76217134444993,4.9622519843912904,0.7897718714916162,40,-10.990417922492862,30.0,43.57044056599989,63.700416771000164,60.57647246800116,5171,0.0117146533490623,0.007451581751896526,0.37628614236779273,0.6162622758803107,0.013050811408323894,0.37496211312941313,0.6119870754622629,0.5170315118333412,0.7488767349596397,0.8433131385357263,0.7411966465510615,0.36719733856300724,0.13821788046074604,0.18799139153846506,0.04822222749183059,0.49446516910091737,4.0865120390347345,0.6938304793962838,0.9990515556325074,0.11413047328753932,0.0,0.0,0.0,0.0,0.0,0.0,1.8070125083163304,5,57,4046.65412569046
50,0.4974021225114755,0.30469631715554907,0.606242745548614,0.780302729184336,16.98039920997885,10.8241151699732,5.047748224612253,0.9621412145157794,50,-10.990417922492862,40.0,50.7151842960011,85.5353911989987,142.64073519196245,10414,0.01369701701478418,0.005779431135246995,0.5766173279173102,0.4176032409474428,0.007486123085787436,0.36851872910356975,0.6239951478106429,0.07785791702273297,0.9769468346099026,0.9999999999999999,0.20814102160096393,0.895883016714479,0.004358176400436,0.4301540090129621,0.8901546270332833,0.3523200379137701,4.83581564030853,0.9527608699504739,0.5472572489226329,0.8982211180066764,0.0,0.0,0.0,0.003938739214413902,0.0,0.0,2.402177976094197,5,57,4046.65412569046
60,0.3577625449705848,0.3893517980311872,0.606242745548614,0.5612422577349185,23.68812414457512,15.099938507383502,2.7047045722474294,1.0777340029522173,60,-10.990417922492862,50.0,57.47860975100048,44.52202501099964,184.22219237195895,13417,0.013730505505847727,0.3361478844765967,0.6604906366786374,0.0033614788447659657,0.21463180699177697,0.21239283890286878,0.5729753541053543,0.7557190694673205,0.7245880131602397,1.0,0.5879679649217723,0.6600244023456153,0.8993369764469598,0.11176005348745681,0.03258644048334778,0.0,4.771982920312712,0.998753761200236,0.9973063740186638,0.0,0.0,0.0,0.0,0.0,5.428159613231227e-20,0.0,1.9960601352188998,5,57,4046.65412569046
70,0.33813907462839293,0.4012483845686294,0.606242745548614,0.5304578143819915,29.14662450515967,18.57944660537839,1.9862570001161413,1.0276532483369905,70,-10.990417922492862,60.0,59.79439694100074,47.17900945299698,229.56450158894586,16352,0.014038924999323988,0.33455446096651836,0.6620999944238165,0.0033455446096651836,0.012776301076423857,0.3769730675492907,0.6102506313742855,0.7993203491587517,0.5372091000152841,0.9598858213410366,0.433320078406061,0.4895790776975441,1.0,0.6757375983565749,0.008931839211820699,0.0,4.903983864187073,0.4731298846485008,0.40184186307667114,0.38497288967974447,0.0,0.0,0.0,0.0,0.0,0.0,1.2599446374049164,5,57,4046.65412569046
80,0.24524814530939157,0.45756283659554303,0.606242745548614,0.3847345808378609,33.722586481258936,21.49638270506731,1.9312537076812688,1.0814020501169412,80,-10.990417922492862,70.0,66.30461250200096,73.8634563279993,300.2899652079832,21506,0.013963078452896084,0.28471649254274706,0.7124363425318255,0.0028471649254274705,0.01283085845001873,0.3735651130713878,0.6136040284785935,0.005701681805800896,1.4383766615965483e-16,0.9915837143580085,0.7395693166315835,0.7697972009453499,0.996299887708832,0.12476461060565149,0.0,0.0,3.6277164120552268,0.9660896308483844,0.9995797673506217,0.22295587789126456,0.0,0.0,0.0,0.0,1.6354022834675147e-19,0.0,2.1886252760902707,5,57,4046.65412569046
90,0.2428465579008495,0.45901878153977255,0.606242745548614,0.38096707538412833,37.55109476236888,23.936856221118518,1.883881940205981,1.024278970843606,90,-10.990417922492862,80.0,69.11903234700003,80.36285014199893,375.86637188297027,26565,0.014148931747900256,0.3321379256257116,0.6645406951180314,0.0033213792562571147,0.22207481207845658,0.3320301051135735,0.4458950828079699,0.45940823450953044,0.9152857455888266,1.0,0.7440102414486217,0.4269876278375613,1.0,0.07374218890024734,0.0,0.0,4.619434038284788,0.8216271052701497,0.48240963591261377,0.0,9.843923004959467e-19,1.4817489523861426e-19,4.346455571201186e-19,0.0,0.0,0.0,1.3040367411827636,5,57,4046.65412569046
100,0.1293387304358105,0.5278320785034362,0.606242745548614,0.20290095232951422,40.47043490093709,25.79778266280182,1.89959724555773,1.1332912454292,100,-10.990417922492862,90.0,74.6208242749999,115.09232968599827,486.7512902519193,31942,0.015238597778846636,0.3080888308203119,0.6888302808714849,0.003080888308203128,0.01290905677469879,0.3756051760944619,0.6114857671308394,0.4312159381265312,0.7571596308793004,0.9762027720803969,0.7354470696807932,0.836759432730561,0.8931730776680412,0.4870003968545578,0.028413233024101498,0.008588093355465953,5.153959644399749,0.9816678553041225,0.9954824828598288,0.8934770692802247,2.2168015986709437e-17,0.0,0.0,0.0,0.0,0.0,2.870627407444176,5,57,4046.65412569046
110,0.12700796705255502,0.5292450868961251,0.606242745548614,0.1992445525138998,42.48116242515416,27.079516150243645,1.773747645505204,1.1497231447894614,110,-10.990417922492862,100.0,75.66621821499939,72.16587657900163,555.7211819119511,37082,0.014986278569439382,0.36436481927976805,0.6319915325274342,0.0036436481927976773,0.011820032064306322,0.6258521326908053,0.3623278352448883,0.49107342327187103,0.709909985210857,0.9998890057658201,0.9474717143342012,0.9371529233306549,0.8357116066129147,0.42834327787858084,0.0,0.0,5.3495519364049,0.9982365154803536,0.9999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9982365154803534,5,57,4046.65412569046
120,0.12434100433248113,0.5308619136978185,0.606242745548614,0.19506073785987504,44.452688877023036,28.336261007168826,1.6504280304713146,1.1622748440305588,120,-10.990417922492862,110.0,79.30348290499751,80.77637922299982,633.275020478959,42189,0.015010429744221458,0.3897633336421726,0.6063390330214058,0.0038976333364217188,0.013175210652115603,0.20349887768467123,0.7833259116632132,0.5153811321080002,0.6159570942337976,0.9545957116506617,0.4039304508438371,0.8807965983030926,0.9996541181951353,0.0,0.0,0.0,4.370315105334525,0.9265007194420088,0.7335606034995209,0.5755320950490006,6.8914235157051454e-18,0.0,4.019933818157214e-18,4.1716111180964737e-19,0.0,6.6668153647885845e-18,2.2355934179905304,5,57,4046.65412569046
