n_eval,delta_hv.delta_hv,delta_hv.hv,delta_hv.true_hv,delta_hv.ratio,delta_hv.regret,delta_hv.abs_regret,IGD.indicator,spread.delta,n_eval.n_eval,f_best.f_best,doe.size,time.train,time.infill,time.infill_eval,time.infill_n_eval,time.infill_eval_per_point,kernel_weight.f0_failure_rate.graph_0.ld_wloa,kernel_weight.f0_failure_rate.graph_1.edge_weight,kernel_weight.f0_failure_rate.sizing,kernel_weight.f1_mass.graph_0.ld_wloa,kernel_weight.f1_mass.graph_1.edge_weight,kernel_weight.f1_mass.sizing,kernel_diagnostics.f0_failure_rate.graph_0.ld_wloa.w_0,kernel_diagnostics.f0_failure_rate.graph_0.ld_wloa.w_1,kernel_diagnostics.f0_failure_rate.graph_0.ld_wloa.w_2,kernel_diagnostics.f0_failure_rate.graph_0.ld_wloa.w_3,kernel_diagnostics.f0_failure_rate.graph_0.ld_wloa.w_4,kernel_diagnostics.f0_failure_rate.graph_0.ld_wloa.w_5,kernel_diagnostics.f0_failure_rate.graph_0.ld_wloa.w_6,kernel_diagnostics.f0_failure_rate.graph_0.ld_wloa.w_7,kernel_diagnostics.f0_failure_rate.graph_0.ld_wloa.w_8,kernel_diagnostics.f0_failure_rate.graph_0.ld_wloa.w_sum,kernel_diagnostics.f1_mass.graph_0.ld_wloa.w_0,kernel_diagnostics.f1_mass.graph_0.ld_wloa.w_1,kernel_diagnostics.f1_mass.graph_0.ld_wloa.w_2,kernel_diagnostics.f1_mass.graph_0.ld_wloa.w_3,kernel_diagnostics.f1_mass.graph_0.ld_wloa.w_4,kernel_diagnostics.f1_mass.graph_0.ld_wloa.w_5,kernel_diagnostics.f1_mass.graph_0.ld_wloa.w_6,kernel_diagnostics.f1_mass.graph_0.ld_wloa.w_7,kernel_diagnostics.f1_mass.graph_0.ld_wloa.w_8,kernel_diagnostics.f1_mass.graph_0.ld_wloa.w_sum,run,seed,runtime_sec
30,0.6615332485663478,0.20519301266605758,0.606242745548614,1.0,0.0,0.0,4.272499733897476,0.853023560924391,30,-4.0961415518105335,,,,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,60,4174.734357118607
40,0.6088115769008421,0.23715514364646634,0.606242745548614,0.9203038217961648,9.601519108980824,6.351724127335949,3.961606721445851,0.7828744794893475,40,-4.0961415518105335,30.0,46.48100638699907,36.64869356500276,35.03831640500721,2457,0.014260609037446971,0.005787566861158696,0.5529910275576781,0.44122140558116324,0.010353139182241183,0.8311018347730742,0.1585450260446846,0.2372818965285336,1.0,0.7333797963724252,0.05825808691998297,0.006575608115353248,0.0016206342256411205,2.1467203015212988e-17,0.0,0.030975589686746026,2.068091611848682,0.2778861834416187,1.0,0.2322609007690911,0.0,0.0,0.0,0.0,0.0,0.0,1.5101470842107096,8,60,4174.734357118607
50,0.43984540401534944,0.3395896602014092,0.606242745548614,0.6648878268304237,17.527477352113767,11.595009031916907,4.228847857617837,1.0869575793206137,50,-3.3227868064302366,40.0,48.45839052900192,67.60916228899805,98.78862024300179,7602,0.012995082904893684,0.005768487877744167,0.5517893754766865,0.4424421366455693,0.012877669117453847,0.3775410247781498,0.6095813061043963,0.1651777476068664,0.5705496817975282,0.7472516470313011,0.5492817387999523,0.2765981201281723,0.08483093569718678,0.022731447085010133,0.7339597194162384,0.8233632352623331,3.9737442728245886,0.6644127695412084,0.987633399348113,0.8702496765381711,0.2345255448406004,0.0,1.0408340855860843e-16,2.0547113199161773e-17,0.0,0.0,2.756821390268093,8,60,4174.734357118607
60,0.43686509449543914,0.3413964512273443,0.606242745548614,0.660382672287747,24.15382984770462,15.97856152447085,2.7507404507463695,1.1074224665120855,60,-8.00361773970944,50.0,54.91614947999915,38.931484487999114,135.681500377028,10719,0.012658037165503124,0.0057747499680833765,0.5478246647192946,0.44640058531262217,0.013000962353242024,0.3728043519681206,0.6141946856786373,0.8690809092503777,0.2276828939694288,0.6128737664212083,0.5090381777664212,0.6473609449492023,0.2303626690114423,0.5788670758667703,0.8392236383307623,0.6461371672916827,5.160627242857295,1.0,1.0,0.24142410993561544,0.671354118956865,0.4932676203413147,0.06918725221039641,4.5102810375396984e-17,0.0,0.0,3.4752331014441915,8,60,4174.734357118607
70,0.43382311120463557,0.34324063152947404,0.606242745548614,0.655784289217212,30.734664655229416,20.332002552971225,2.526540359002224,1.093626126690048,70,-8.00361773970944,60.0,58.3097745289997,63.1477797309999,195.5834164080734,15811,0.012370085156414736,0.005738037412105004,0.559453174503566,0.434808788084329,0.012944164249889464,0.3748807445079365,0.612175091242174,0.11397069766214259,0.03843553326242348,0.04528374360897523,0.38257838922618403,0.5130841681307406,0.9165501791654476,0.6275558816109863,0.2023628374659123,0.9160921497270569,3.755913579859869,0.9997250055242096,0.9625292846175382,0.03777546274279815,0.0,2.9979876896163924e-19,6.384721453278909e-20,1.3479243659009862e-19,0.0,0.0,2.000029752884546,8,60,4174.734357118607
80,0.43175513447043,0.3444943274225495,0.606242745548614,0.652658253241413,37.276877367522545,24.659893781346554,2.235949197719616,1.0330794812336972,80,-8.00361773970944,70.0,65.61834921899936,108.16459568500068,299.4550762641047,21175,0.014141916234432336,0.013179763392649056,0.18590530188145302,0.800914934725898,0.012994051899664558,0.36519912883838496,0.6218068192619506,0.0,0.0,0.0,5.702323843430682e-18,0.7064915165721154,1.0,0.025922581362925613,0.11147028190644911,2.8291579201803196e-20,1.8438843798414903,0.8919012922835111,0.9695654689932656,0.9687899701313483,0.0,0.0,0.0,0.0,0.0,0.0,2.830256731408125,8,60,4174.734357118607
90,0.4179983151926052,0.3528342993115541,0.606242745548614,0.6318628974408722,43.69948312093397,28.90866102966173,2.2425736558215537,1.2186852004534052,90,-8.00361773970944,80.0,65.95473353400303,88.46106091299953,384.44650845911747,26302,0.01461662643369772,0.005783034639972655,0.5518366188367595,0.4423803465232678,0.012235690055089711,0.8860457597011332,0.10171855024377713,0.33055174274988447,0.0726585311052822,0.5910012329104654,0.12223646540736462,0.264308993451049,0.46432559422307157,0.16191563722116437,0.5663182938386118,0.40051807341730467,2.973834564324198,0.9425835412315212,0.7800725794402505,0.12323562020089864,0.0,1.9911264418278117e-17,3.1130932430956835e-18,0.0,1.2770744912905568e-18,1.452419128008611e-17,1.8458917408726705,8,60,4174.734357118607
100,0.2560966037113188,0.45098603738898874,0.606242745548614,0.3871258236321797,48.79442672629923,32.27913562418135,2.2459481493739486,1.233661298653031,100,-3.672438649725394,90.0,69.86944914199921,112.36781002700081,489.43382034719616,31542,0.01551689240844576,0.005769224569795526,0.5513204322859433,0.44291034314426114,0.012895684714584552,0.3731257238192928,0.6139785914661225,0.06353320049024702,0.524467057469866,0.4499772615990553,4.8899232447698386e-17,0.10481101764912765,0.9604413224181727,0.4057724269153967,0.2253157662085362,0.8746194795645524,3.608937532314954,0.9397738383713434,0.9243747658212127,0.003232098697253352,0.0,0.0,0.0,0.0,0.0013281557271971958,0.0,1.8687088586170066,8,60,4174.734357118607
110,0.24345066641791904,0.458652545133775,0.606242745548614,0.368009721273295,52.570104450826605,34.77687197482754,1.8235351265560777,1.165052608204739,110,-3.672438649725394,100.0,74.41399428300065,92.27660756000114,578.425515116207,36747,0.015740754758652595,0.005759763646155873,0.5510916466454883,0.4431485897083558,0.00579219249301091,0.5707864624935791,0.42342134501340994,0.0839068582376198,0.673247467086873,1.0,0.06372524318644744,0.621819531321449,0.38188607346901926,0.12102588773911907,0.8117636294107555,0.06915261158273296,3.826527302034016,0.28212797016336905,0.990052834714809,0.5034994141552608,0.0,0.0,0.0,0.0,0.0,0.0,1.7756802190334389,8,60,4174.734357118607
120,0.24097140322447436,0.46015558045910654,0.606242745548614,0.3642619683087726,56.23146289873694,37.19898232303951,1.8224068158849842,1.1540967996041456,120,-3.672438649725394,110.0,81.68579172599857,138.26871625299827,713.6055231912105,42404,0.016828731327026,0.01342216926482331,0.18532600899245144,0.8012518217427252,0.005799155769310705,0.5795969842742769,0.41460385995641247,0.0,0.5754240552561275,0.9007993759969569,0.7893017361007492,0.037403243192555634,1.0,0.9707396856330001,0.0669961967092944,0.312388419636324,4.6530527125250085,1.0,0.9524393667230282,0.8712014659178915,1.1913310997524126e-16,6.817095746098233e-17,8.306752671269504e-18,0.0,0.0,0.0,2.82364083264092,8,60,4174.734357118607
