n_eval,delta_hv.delta_hv,delta_hv.hv,delta_hv.true_hv,delta_hv.ratio,delta_hv.regret,delta_hv.abs_regret,IGD.indicator,spread.delta,n_eval.n_eval,f_best.f_best,doe.size,time.train,time.infill,time.infill_eval,time.infill_n_eval,time.infill_eval_per_point,kernel_weight.f0_failure_rate.graph_0.ld_wloa,kernel_weight.f0_failure_rate.graph_1.edge_weight,kernel_weight.f0_failure_rate.sizing,kernel_weight.f1_mass.graph_0.ld_wloa,kernel_weight.f1_mass.graph_1.edge_weight,kernel_weight.f1_mass.sizing,kernel_diagnostics.f0_failure_rate.graph_0.ld_wloa.w_0,kernel_diagnostics.f0_failure_rate.graph_0.ld_wloa.w_1,kernel_diagnostics.f0_failure_rate.graph_0.ld_wloa.w_2,kernel_diagnostics.f0_failure_rate.graph_0.ld_wloa.w_3,kernel_diagnostics.f0_failure_rate.graph_0.ld_wloa.w_4,kernel_diagnostics.f0_failure_rate.graph_0.ld_wloa.w_5,kernel_diagnostics.f0_failure_rate.graph_0.ld_wloa.w_6,kernel_diagnostics.f0_failure_rate.graph_0.ld_wloa.w_7,kernel_diagnostics.f0_failure_rate.graph_0.ld_wloa.w_8,kernel_diagnostics.f0_failure_rate.graph_0.ld_wloa.w_sum,kernel_diagnostics.f1_mass.graph_0.ld_wloa.w_0,kernel_diagnostics.f1_mass.graph_0.ld_wloa.w_1,kernel_diagnostics.f1_mass.graph_0.ld_wloa.w_2,kernel_diagnostics.f1_mass.graph_0.ld_wloa.w_3,kernel_diagnostics.f1_mass.graph_0.ld_wloa.w_4,kernel_diagnostics.f1_mass.graph_0.ld_wloa.w_5,kernel_diagnostics.f1_mass.graph_0.ld_wloa.w_6,kernel_diagnostics.f1_mass.graph_0.ld_wloa.w_7,kernel_diagnostics.f1_mass.graph_0.ld_wloa.w_8,kernel_diagnostics.f1_mass.graph_0.ld_wloa.w_sum,run,seed,runtime_sec
30,0.6863350037953051,0.19015712848162977,0.606242745548614,1.0,0.0,0.0,5.369109050564305,0.7771235245629454,30,-3.421718851237434,,,,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,66,4178.869849443436
40,0.6801454369406952,0.19390950848532523,0.606242745548614,0.9909817118165578,9.954908559082789,6.832402203680001,5.381560907612949,1.086249597624834,40,-7.686540998806105,30.0,45.7353525590006,56.582923919002496,53.80993509499967,4789,0.011236152661307093,0.013063903637296852,0.36479024122412784,0.6221458551385753,0.01222898401254982,0.8893221002398245,0.0984489157476258,0.0,1.0,0.7116332161765466,0.0,0.0,0.0,0.0,0.004814622833730221,0.00935136655022171,1.7257992055604985,0.9793772994820755,0.9999999999999999,0.3025354336915399,0.0,0.0,0.0,0.0,0.0,0.0,2.2819127331736153,14,66,4178.869849443436
50,0.4284721666636912,0.34648460283925453,0.606242745548614,0.6242901269705314,18.031267753018234,12.375490221701934,5.635659293769523,1.2112924516683756,50,-7.686540998806105,40.0,51.596009374999994,76.26961396399929,127.00223790396922,9973,0.0127346072299177,0.4231919717876302,0.5725761084944936,0.004231919717876296,0.012773458572503928,0.383385897416533,0.603840644010963,0.8094022514903365,1.0,1.0,0.978350701377224,0.8443389112539871,0.9037483067032726,9.227460593314675e-17,0.2482583813471359,0.0,5.784098552171956,0.787858631100835,0.09993185996300162,1.0,0.9312557540965068,0.0,0.0,0.0,0.0,0.0,2.8190462451603433,14,66,4178.869849443436
60,0.38215244109719004,0.3745656004397485,0.606242745548614,0.5568016187196603,23.936726481469194,16.42861326050634,2.577261721050875,0.9648795287799465,60,-8.783187488767107,50.0,57.66385742900093,81.76992337199772,205.51885363493057,15178,0.013540575414081603,0.35237262913010253,0.6441036445785965,0.0035237262913010246,0.012789540553378229,0.35940081559662157,0.6278096438500003,0.264268625068703,0.7207078488347649,0.9199519394230194,0.9189675980201457,0.9865681808783687,0.9496981572401418,0.26873881361886387,0.6277469773233303,0.26283090918776664,5.919479049595105,0.9426761990514446,0.954562927940873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8972391269923177,14,66,4178.869849443436
70,0.3809356355832257,0.37530327995533297,0.606242745548614,0.5550287155350119,29.495878152742556,20.244053643908416,2.2015780204770246,0.9175924513251638,70,-8.783187488767107,60.0,59.94093521100149,37.49850683399927,241.20888826693408,18015,0.013389336012596951,0.7028559009864315,0.28804457853493387,0.009099520478634692,0.013055736781086994,0.3601498567243672,0.6267944064945459,0.9944523087921848,0.9728095996567653,0.9988679394179752,0.8729304746872026,0.7751780943817003,0.8038723355308437,0.7698537166485199,0.07098345008183658,0.00480853353134252,6.263756452728371,0.7316005151028078,0.9999999999999999,0.6269210295360435,0.0,0.0,0.0,0.0,0.0,0.0,2.358521544638851,14,66,4178.869849443436
80,0.3621562617217728,0.38668813912478406,0.606242745548614,0.5276668969513661,34.90935621517445,23.959513130433407,2.1189272044204936,0.9110102873687768,80,-8.783187488767107,70.0,60.89840701999856,114.90079464099836,350.5217918119597,23463,0.014939342446062298,0.27210249104187545,0.7251764840477058,0.0027210249104187532,0.005730143121481623,0.572358547288681,0.42191130958983747,0.900108421892413,0.5892989534513393,0.19456242842513452,0.36117740776989343,0.9888360328246003,0.29765831480785687,0.10203727706281096,0.0020072191685325184,0.012383382623955653,3.448069438026536,0.9490467783914333,0.6499223927023187,0.9324631263775278,0.0,7.425646666631471e-20,1.332394749651646e-19,7.491087392144126e-20,6.94338977921227e-20,6.1078316668325135e-21,2.5314322974712797,14,66,4178.869849443436
90,0.3612135120206058,0.38725967429198466,0.606242745548614,0.5262932970388544,40.17915718512555,27.5763619991453,2.1030151775671753,0.9935814819152502,90,-8.783187488767107,80.0,64.44293698500042,68.3542848640027,415.7865548679838,28630,0.01452275776695717,0.012192878975216979,0.9015445192530444,0.0862626017717387,0.0057662904701660305,0.5751304583275584,0.41910325120227565,0.0,0.021759641694063067,1.0,0.807633779573999,0.4637500831892448,0.0,0.0,0.0,0.0,2.2931435044573067,0.9902302551578036,0.44206591840868315,0.07362246884064226,0.0,0.0,0.0,0.0,0.0,0.0,1.505918642407129,14,66,4178.869849443436
100,0.35298108050538135,0.3922505261763153,0.606242745548614,0.5142985255792893,45.38211629821627,31.147334961775236,2.0579110674461614,0.8622827072422626,100,-8.783187488767107,90.0,68.88443328299763,76.58282498100016,489.3017539919638,33427,0.01463792006437801,0.01227540468699282,0.8909406191785331,0.09678397613447413,0.013056317930065063,0.09931332730744113,0.8876303547624939,0.0028709338968450505,0.1686343221226,1.0,0.6843663570578427,1.0,0.011205949768369354,0.0,0.0,0.0,2.8670775628456573,0.9760868323898064,0.9965261209730205,0.6053562840441187,0.0,0.0,0.0,0.0,0.0,0.0,2.5779692374069456,14,66,4178.869849443436
110,0.35249517057759516,0.3925451055450257,0.606242745548614,0.5135905478059,50.521561665142215,34.67471621719012,1.8664414774812261,0.9405637777872116,110,-8.783187488767107,100.0,70.9867132319996,45.95371249600066,533.1464850899538,36745,0.014509361412163663,0.012729782127265452,0.9359477755239518,0.0513224423487827,0.01316967121499921,0.08426718597521664,0.9025631428097841,0.0,0.49177440723043364,0.8168529701212215,0.5564234384774457,0.9999999999999999,0.848675644104529,0.0,0.0,0.0,3.7137264599336297,0.642645183948944,0.8833427373422019,0.4600204469463233,0.0,1.3237538630139962e-17,1.9366485150895482e-19,1.6339717628989222e-18,2.5893717596247646e-18,4.3209605013786195e-19,1.9860083682374692,14,66,4178.869849443436
120,0.34747758142693586,0.3955869825677563,0.606242745548614,0.5062798480413345,55.62091364437839,38.17457997721277,1.8307010215097856,1.0190713877797883,120,-8.783187488767107,110.0,73.46230155900048,101.71327773800294,631.4459179589758,41989,0.015038365237537826,0.36754542751728836,0.6202316533608668,0.012222919121844774,0.005795690905529679,0.57410863552565,0.42009567356882044,0.19444673399297047,0.55846208134882,0.9898883895977809,0.9995593592163725,0.9958679686752135,0.8444488318475469,0.816986860857475,0.6577920223609456,0.5215692608178571,6.579021508714983,0.6798487994895867,0.9639948677193392,8.105308844310663e-18,0.0,0.0,0.0,0.0,0.0,0.0,1.6438436672089258,14,66,4178.869849443436
